drug_name,section_id,reaction_string,meddra_pt,meddra_pt_id,meddra_llt,meddra_llt_id,section_name,section,str,discontinuous_term,negated_term,meddra_exact_term
FARXIGA,S1,genital mycotic infections,Genital infection fungal,10061180.0,,,adverse reactions,S1,genital mycotic infections,0,0,0
FARXIGA,S1,genital mycotic infections,Genital infection fungal,10061180.0,,,adverse reactions,S1,genital mycotic infections,0,0,0
FARXIGA,S1,genital infection,Genital infection,10048461.0,,,adverse reactions,S1,genital infection,0,0,1
FARXIGA,S1,infections,Infection,10021789.0,,,adverse reactions,S1,infections,0,0,0
FARXIGA,S1,genital mycotic infections,Genital infection fungal,10061180.0,,,adverse reactions,S1,genital mycotic infections,0,0,0
FARXIGA,S1,vulvovaginal mycotic infections,Vulvovaginal mycotic infection,10064899.0,,,adverse reactions,S1,vulvovaginal mycotic infections,0,0,0
FARXIGA,S1,balanitis,Balanoposthitis,10004078.0,Balanitis,10004073.0,adverse reactions,S1,balanitis,0,0,1
FARXIGA,S1,genital mycotic infection,Genital infection fungal,10061180.0,,,adverse reactions,S1,genital mycotic infection,0,0,0
FARXIGA,S1,hypersensitivity reactions,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,adverse reactions,S1,hypersensitivity reactions,0,0,0
FARXIGA,S1,angioedema,Angioedema,10002424.0,,,adverse reactions,S1,angioedema,0,0,1
FARXIGA,S1,urticaria,Urticaria,10046735.0,,,adverse reactions,S1,urticaria,0,0,1
FARXIGA,S1,hypersensitivity,Hypersensitivity,10020751.0,,,adverse reactions,S1,hypersensitivity,0,0,1
FARXIGA,S1,anaphylactic reactions,Anaphylactic reaction,10002198.0,,,adverse reactions,S1,anaphylactic reactions,0,0,0
FARXIGA,S1,cutaneous adverse reactions,Skin reaction,10040914.0,,,adverse reactions,S1,cutaneous adverse reactions,0,0,0
FARXIGA,S1,angioedema,Angioedema,10002424.0,,,adverse reactions,S1,angioedema,0,0,1
FARXIGA,S1,increases in mean hematocrit values,Haematocrit increased,10018840.0,Hematocrit increased,10019424.0,adverse reactions,S1,increases in mean hematocrit values,1,0,0
FARXIGA,S1,changes in hematocrit,Haematocrit abnormal,10049221.0,Hematocrit abnormal,10057763.0,adverse reactions,S1,changes in hematocrit,1,0,0
FARXIGA,S1,hematocrit values >55%,Haematocrit increased,10018840.0,Hematocrit increased,10019424.0,adverse reactions,S1,hematocrit values >55%,0,0,0
FARXIGA,S1,increases in mean serum phosphorus levels,Blood phosphorus increased,10050196.0,,,adverse reactions,S1,increases in mean serum phosphorus levels,1,0,0
FARXIGA,S1,hyperphosphatemia,Hyperphosphataemia,10020711.0,Hyperphosphatemia,10020712.0,adverse reactions,S1,hyperphosphatemia,0,0,1
FARXIGA,S1,changes in mean lipid values,Lipids abnormal,10024588.0,,,adverse reactions,S1,changes in mean lipid values,1,0,0
FARXIGA,S1,changes for total cholesterol,Blood cholesterol abnormal,10005423.0,Cholesterol total abnormal NOS,10008669.0,adverse reactions,S1,changes for total cholesterol,1,0,0
FARXIGA,S1,changes for ldl cholesterol,Low density lipoprotein abnormal,10024901.0,,,adverse reactions,S1,changes for ldl cholesterol,1,0,0
FARXIGA,S2,hypotension,Hypotension,10021097.0,,,warnings and precautions,S2,hypotension,0,0,1
FARXIGA,S2,impairment in renal function,Renal impairment,10062237.0,Impaired renal function,10021523.0,warnings and precautions,S2,impairment in renal function,0,0,0
FARXIGA,S2,hypoglycemia,Hypoglycaemia,10020993.0,Hypoglycemia,10021005.0,warnings and precautions,S2,hypoglycemia,0,0,1
FARXIGA,S2,genital mycotic infections,Genital infection fungal,10061180.0,,,warnings and precautions,S2,genital mycotic infections,0,0,0
FARXIGA,S2,increased ldl-c,Low density lipoprotein increased,10024910.0,LDL cholesterol increased,10024055.0,warnings and precautions,S2,increased ldl-c,0,0,0
FARXIGA,S2,bladder cancer,Bladder cancer,10005003.0,,,warnings and precautions,S2,bladder cancer,0,0,1
FARXIGA,S2,bladder cancers,Bladder cancer,10005003.0,,,warnings and precautions,S2,bladder cancers,0,0,0
FARXIGA,S2,intravascular volume contraction,Hypovolaemia,10021137.0,Intravascular depletion,10074191.0,warnings and precautions,S2,intravascular volume contraction,0,0,0
FARXIGA,S2,symptomatic hypotension,Hypotension,10021097.0,Hypotension symptomatic,10021105.0,warnings and precautions,S2,symptomatic hypotension,0,0,0
FARXIGA,S2,increases serum creatinine,Blood creatinine increased,10005483.0,Serum creatinine increased,10040233.0,warnings and precautions,S2,increases serum creatinine,0,0,0
FARXIGA,S2,decreases egfr,Glomerular filtration rate decreased,10018358.0,GFR decreased,10018214.0,warnings and precautions,S2,decreases egfr,0,0,0
FARXIGA,S2,adverse renal function,Renal impairment,10062237.0,Renal function abnormal,10038451.0,warnings and precautions,S2,adverse renal function,1,0,0
FARXIGA,S2,hypoglycemia,Hypoglycaemia,10020993.0,Hypoglycemia,10021005.0,warnings and precautions,S2,hypoglycemia,0,0,1
FARXIGA,S2,genital mycotic infections,Genital infection fungal,10061180.0,,,warnings and precautions,S2,genital mycotic infections,0,0,0
FARXIGA,S2,genital mycotic infections,Genital infection fungal,10061180.0,,,warnings and precautions,S2,genital mycotic infections,0,0,0
FARXIGA,S2,increases in ldl-c,Low density lipoprotein increased,10024910.0,LDL cholesterol increased,10024055.0,warnings and precautions,S2,increases in ldl-c,0,0,0
FARXIGA,S2,bladder cancer,Bladder cancer,10005003.0,,,warnings and precautions,S2,bladder cancer,0,0,1
FARXIGA,S2,bladder cancer,Bladder cancer,10005003.0,,,warnings and precautions,S2,bladder cancer,0,0,1
VICTRELIS,S1,fatigue,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0,0,1
VICTRELIS,S1,anemia,Anaemia,10002034.0,Anemia,10002272.0,adverse reactions,S1,anemia,0,0,1
VICTRELIS,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
VICTRELIS,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
VICTRELIS,S1,dysgeusia,Dysgeusia,10013911.0,,,adverse reactions,S1,dysgeusia,0,0,1
VICTRELIS,S1,anemia,Anaemia,10002034.0,Anemia,10002272.0,adverse reactions,S1,anemia,0,0,1
VICTRELIS,S1,neutropenia,Neutropenia,10029354.0,,,adverse reactions,S1,neutropenia,0,0,1
VICTRELIS,S1,pancytopenia,Pancytopenia,10033661.0,,,adverse reactions,S1,pancytopenia,0,0,1
VICTRELIS,S1,hypersensitivity,Hypersensitivity,10020751.0,,,adverse reactions,S1,hypersensitivity,0,0,1
VICTRELIS,S1,fatigue,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0,0,1
VICTRELIS,S1,anemia,Anaemia,10002034.0,Anemia,10002272.0,adverse reactions,S1,anemia,0,0,1
VICTRELIS,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
VICTRELIS,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
VICTRELIS,S1,dysgeusia,Dysgeusia,10013911.0,,,adverse reactions,S1,dysgeusia,0,0,1
VICTRELIS,S1,anemia,Anaemia,10002034.0,Anemia,10002272.0,adverse reactions,S1,anemia,0,0,1
VICTRELIS,S1,fatigue,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0,0,1
VICTRELIS,S1,anemia,Anaemia,10002034.0,Anemia,10002272.0,adverse reactions,S1,anemia,0,0,1
VICTRELIS,S1,anemia,Anaemia,10002034.0,Anemia,10002272.0,adverse reactions,S1,anemia,0,0,1
VICTRELIS,S1,neutropenia,Neutropenia,10029354.0,,,adverse reactions,S1,neutropenia,0,0,1
VICTRELIS,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
VICTRELIS,S1,dysgeusia,Dysgeusia,10013911.0,,,adverse reactions,S1,dysgeusia,0,0,1
VICTRELIS,S1,diarrhea,Diarrhoea,10012735.0,Diarrhea,10012727.0,adverse reactions,S1,diarrhea,0,0,1
VICTRELIS,S1,vomiting,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0,0,1
VICTRELIS,S1,dry mouth,Dry mouth,10013781.0,,,adverse reactions,S1,dry mouth,0,0,1
VICTRELIS,S1,fatigue,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0,0,1
VICTRELIS,S1,chills,Chills,10008531.0,,,adverse reactions,S1,chills,0,0,1
VICTRELIS,S1,asthenia,Asthenia,10003549.0,,,adverse reactions,S1,asthenia,0,0,1
VICTRELIS,S1,decreased appetite,Decreased appetite,10061428.0,,,adverse reactions,S1,decreased appetite,0,0,1
VICTRELIS,S1,arthralgia,Arthralgia,10003239.0,,,adverse reactions,S1,arthralgia,0,0,1
VICTRELIS,S1,dizziness,Dizziness,10013573.0,,,adverse reactions,S1,dizziness,0,0,1
VICTRELIS,S1,insomnia,Insomnia,10022437.0,,,adverse reactions,S1,insomnia,0,0,1
VICTRELIS,S1,irritability,Irritability,10022998.0,,,adverse reactions,S1,irritability,0,0,1
VICTRELIS,S1,dyspnea exertional,Dyspnoea exertional,10013971.0,Dyspnea exertional,10013966.0,adverse reactions,S1,dyspnea exertional,0,0,1
VICTRELIS,S1,alopecia,Alopecia,10001760.0,,,adverse reactions,S1,alopecia,0,0,1
VICTRELIS,S1,dry skin,Dry skin,10013786.0,,,adverse reactions,S1,dry skin,0,0,1
VICTRELIS,S1,rash,Rash,10037844.0,,,adverse reactions,S1,rash,0,0,1
VICTRELIS,S1,dysgeusia,Dysgeusia,10013911.0,,,adverse reactions,S1,dysgeusia,0,0,1
VICTRELIS,S1,alteration of taste,Dysgeusia,10013911.0,Taste alteration,10043125.0,adverse reactions,S1,alteration of taste,0,0,0
VICTRELIS,S1,dry mouth,Dry mouth,10013781.0,,,adverse reactions,S1,dry mouth,0,0,1
VICTRELIS,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
VICTRELIS,S1,vomiting,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0,0,1
VICTRELIS,S1,diarrhea,Diarrhoea,10012735.0,Diarrhea,10012727.0,adverse reactions,S1,diarrhea,0,0,1
VICTRELIS,S1,decreased neutrophil counts,Neutrophil count decreased,10029366.0,,,adverse reactions,S1,decreased neutrophil counts,1,0,0
VICTRELIS,S1,decreased platelet counts,Platelet count decreased,10035528.0,,,adverse reactions,S1,decreased platelet counts,1,0,0
VICTRELIS,S1,platelet counts of less than 50 * 10 9 per l,Platelet count decreased,10035528.0,Low platelets,10024922.0,adverse reactions,S1,platelet counts of less than 50 * 10 9 per l,0,0,0
VICTRELIS,S1,hemoglobin (g/dl) <10,Haemoglobin decreased,10018884.0,Hemoglobin low,10055600.0,adverse reactions,S1,hemoglobin (g/dl) <10,0,0,0
VICTRELIS,S1,hemoglobin (g/dl) <8.5,Haemoglobin decreased,10018884.0,Hemoglobin decreased,10019483.0,adverse reactions,S1,hemoglobin (g/dl) <8.5,1,0,0
VICTRELIS,S1,neutrophils (* 10 9 /l) <0.75,Neutrophil count decreased,10029366.0,Neutrophil count low,10029369.0,adverse reactions,S1,neutrophils (* 10 9 /l) <0.75,0,0,0
VICTRELIS,S1,neutrophils (* 10 9 /l) <0.5,Neutrophil count decreased,10029366.0,Neutrophil count low,10029369.0,adverse reactions,S1,neutrophils (* 10 9 /l) <0.5,1,0,0
VICTRELIS,S1,platelets (* 10 9 /l) <50,Platelet count decreased,10035528.0,Low platelets,10024922.0,adverse reactions,S1,platelets (* 10 9 /l) <50,0,0,0
VICTRELIS,S1,platelets (* 10 9 /l) <25,Platelet count decreased,10035528.0,Low platelets,10024922.0,adverse reactions,S1,platelets (* 10 9 /l) <25,1,0,0
VICTRELIS,S1,agranulocytosis,Agranulocytosis,10001507.0,,,adverse reactions,S1,agranulocytosis,0,0,1
VICTRELIS,S1,pancytopenia,Pancytopenia,10033661.0,,,adverse reactions,S1,pancytopenia,0,0,1
VICTRELIS,S1,thrombocytopenia,Thrombocytopenia,10043554.0,,,adverse reactions,S1,thrombocytopenia,0,0,1
VICTRELIS,S1,mouth ulceration,Mouth ulceration,10028034.0,,,adverse reactions,S1,mouth ulceration,0,0,1
VICTRELIS,S1,stomatitis,Stomatitis,10042128.0,,,adverse reactions,S1,stomatitis,0,0,1
VICTRELIS,S1,pneumonia,Pneumonia,10035664.0,,,adverse reactions,S1,pneumonia,0,0,1
VICTRELIS,S1,sepsis,Sepsis,10040047.0,,,adverse reactions,S1,sepsis,0,0,1
VICTRELIS,S1,angioedema,Angioedema,10002424.0,,,adverse reactions,S1,angioedema,0,0,1
VICTRELIS,S1,urticaria,Urticaria,10046735.0,,,adverse reactions,S1,urticaria,0,0,1
VICTRELIS,S1,drug rash with eosinophilia and systemic symptoms syndrome,Drug reaction with eosinophilia and systemic symptoms,10073508.0,Drug rash with eosinophilia and systemic symptoms,10058919.0,adverse reactions,S1,drug rash with eosinophilia and systemic symptoms syndrome,1,0,0
VICTRELIS,S1,dress syndrome,Drug reaction with eosinophilia and systemic symptoms,10073508.0,DRESS syndrome,10058899.0,adverse reactions,S1,dress syndrome,1,0,1
VICTRELIS,S1,exfoliative rash,Exfoliative rash,10064579.0,,,adverse reactions,S1,exfoliative rash,0,0,1
VICTRELIS,S1,exfoliative dermatitis,Dermatitis exfoliative,10012455.0,Exfoliative dermatitis,10015665.0,adverse reactions,S1,exfoliative dermatitis,0,0,1
VICTRELIS,S1,stevens-johnson syndrome,Stevens-Johnson syndrome,10042033.0,,,adverse reactions,S1,stevens-johnson syndrome,0,0,1
VICTRELIS,S1,toxic skin eruption,Toxic skin eruption,10057970.0,,,adverse reactions,S1,toxic skin eruption,0,0,1
VICTRELIS,S1,toxicoderma,Toxic skin eruption,10057970.0,Toxicoderma,10044259.0,adverse reactions,S1,toxicoderma,0,0,1
VICTRELIS,S2,embryofetal toxicity,Maternal drugs affecting foetus,10026923.0,Drug toxicity NEC affecting foetus,10013750.0,warnings and precautions,S2,embryofetal toxicity,0,0,0
VICTRELIS,S2,birth defects,Congenital anomaly,10010356.0,Birth defects,10048305.0,warnings and precautions,S2,birth defects,0,0,1
VICTRELIS,S2,fetal death,Foetal death,10055690.0,Fetal death,10016479.0,warnings and precautions,S2,fetal death,0,0,1
VICTRELIS,S2,anemia,Anaemia,10002034.0,Anemia,10002272.0,warnings and precautions,S2,anemia,0,0,1
VICTRELIS,S2,decrease in hemoglobin concentrations,Haemoglobin decreased,10018884.0,Decreased hemoglobin,10011964.0,warnings and precautions,S2,decrease in hemoglobin concentrations,0,0,0
VICTRELIS,S2,neutropenia,Neutropenia,10029354.0,,,warnings and precautions,S2,neutropenia,0,0,1
VICTRELIS,S2,worsening of neutropenia,Neutropenia,10029354.0,Neutropenia aggravated,10029356.0,warnings and precautions,S2,worsening of neutropenia,0,0,0
VICTRELIS,S2,hypersensitivity,Hypersensitivity,10020751.0,,,warnings and precautions,S2,hypersensitivity,0,0,1
VICTRELIS,S2,acute hypersensitivity reactions,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,warnings and precautions,S2,acute hypersensitivity reactions,0,0,0
VICTRELIS,S2,urticaria,Urticaria,10046735.0,,,warnings and precautions,S2,urticaria,0,0,1
VICTRELIS,S2,angioedema,Angioedema,10002424.0,,,warnings and precautions,S2,angioedema,0,0,1
VICTRELIS,S2,birth defects,Congenital anomaly,10010356.0,Birth defects,10048305.0,warnings and precautions,S2,birth defects,0,0,1
VICTRELIS,S2,death of the exposed fetus,Foetal death,10055690.0,Fetal death,10016479.0,warnings and precautions,S2,death of the exposed fetus,0,0,0
VICTRELIS,S2,anemia,Anaemia,10002034.0,Anemia,10002272.0,warnings and precautions,S2,anemia,0,0,1
VICTRELIS,S2,additional decrease in hemoglobin concentrations,Haemoglobin decreased,10018884.0,Decreased hemoglobin,10011964.0,warnings and precautions,S2,additional decrease in hemoglobin concentrations,0,0,0
VICTRELIS,S2,hemoglobin values less than 10 g per dl,Haemoglobin decreased,10018884.0,Hemoglobin low,10055600.0,warnings and precautions,S2,hemoglobin values less than 10 g per dl,0,0,0
VICTRELIS,S2,hemoglobin values less than 8.5 g per dl,Haemoglobin decreased,10018884.0,Hemoglobin low,10055600.0,warnings and precautions,S2,hemoglobin values less than 8.5 g per dl,1,0,0
VICTRELIS,S2,hemoglobin less than 10 g per dl,Haemoglobin decreased,10018884.0,Hemoglobin low,10055600.0,warnings and precautions,S2,hemoglobin less than 10 g per dl,0,0,0
VICTRELIS,S2,anemia,Anaemia,10002034.0,Anemia,10002272.0,warnings and precautions,S2,anemia,0,0,1
VICTRELIS,S2,dyspnea,Dyspnoea,10013968.0,Dyspnea,10013963.0,warnings and precautions,S2,dyspnea,0,0,1
VICTRELIS,S2,exertional dyspnea,Dyspnoea exertional,10013971.0,Exertional dyspnea,10055548.0,warnings and precautions,S2,exertional dyspnea,0,0,1
VICTRELIS,S2,dizziness,Dizziness,10013573.0,,,warnings and precautions,S2,dizziness,0,0,1
VICTRELIS,S2,syncope,Syncope,10042772.0,,,warnings and precautions,S2,syncope,0,0,1
VICTRELIS,S2,anemia,Anaemia,10002034.0,Anemia,10002272.0,warnings and precautions,S2,anemia,0,0,1
VICTRELIS,S2,anemia,Anaemia,10002034.0,Anemia,10002272.0,warnings and precautions,S2,anemia,0,0,1
VICTRELIS,S2,thromboembolic events,Embolism,10061169.0,Thromboembolic event,10043565.0,warnings and precautions,S2,thromboembolic events,0,0,0
VICTRELIS,S2,anemia,Anaemia,10002034.0,Anemia,10002272.0,warnings and precautions,S2,anemia,0,0,1
VICTRELIS,S2,neutrophil counts of less than 0.5 * 10 9 per l,Neutrophil count decreased,10029366.0,Neutrophil count low,10029369.0,warnings and precautions,S2,neutrophil counts of less than 0.5 * 10 9 per l,0,0,0
VICTRELIS,S2,infections,Infection,10021789.0,,,warnings and precautions,S2,infections,0,0,0
VICTRELIS,S2,neutropenia,Neutropenia,10029354.0,,,warnings and precautions,S2,neutropenia,0,0,1
VICTRELIS,S2,neutropenia,Neutropenia,10029354.0,,,warnings and precautions,S2,neutropenia,0,0,1
VICTRELIS,S2,pancytopenia,Pancytopenia,10033661.0,,,warnings and precautions,S2,pancytopenia,0,0,1
VICTRELIS,S2,acute hypersensitivity reactions,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,warnings and precautions,S2,acute hypersensitivity reactions,0,0,0
VICTRELIS,S2,urticaria,Urticaria,10046735.0,,,warnings and precautions,S2,urticaria,0,0,1
VICTRELIS,S2,angioedema,Angioedema,10002424.0,,,warnings and precautions,S2,angioedema,0,0,1
VIMIZIM,S1,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,adverse reactions,S1,anaphylaxis,0,0,1
VIMIZIM,S1,hypersensitivity reactions,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,adverse reactions,S1,hypersensitivity reactions,0,0,0
VIMIZIM,S1,pyrexia,Pyrexia,10037660.0,,,adverse reactions,S1,pyrexia,0,0,1
VIMIZIM,S1,vomiting,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0,0,1
VIMIZIM,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
VIMIZIM,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
VIMIZIM,S1,abdominal pain,Abdominal pain,10000081.0,,,adverse reactions,S1,abdominal pain,0,0,1
VIMIZIM,S1,chills,Chills,10008531.0,,,adverse reactions,S1,chills,0,0,1
VIMIZIM,S1,fatigue,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0,0,1
VIMIZIM,S1,pyrexia,Pyrexia,10037660.0,,,adverse reactions,S1,pyrexia,0,0,1
VIMIZIM,S1,vomiting,Vomiting,10047700.0,,,adverse reactions,S1,vomiting,0,0,1
VIMIZIM,S1,headache,Headache,10019211.0,,,adverse reactions,S1,headache,0,0,1
VIMIZIM,S1,nausea,Nausea,10028813.0,,,adverse reactions,S1,nausea,0,0,1
VIMIZIM,S1,abdominal pain,Abdominal pain,10000081.0,,,adverse reactions,S1,abdominal pain,0,0,1
VIMIZIM,S1,chills,Chills,10008531.0,,,adverse reactions,S1,chills,0,0,1
VIMIZIM,S1,fatigue,Fatigue,10016256.0,,,adverse reactions,S1,fatigue,0,0,1
VIMIZIM,S2,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,boxed warnings,S2,anaphylaxis,0,0,1
VIMIZIM,S2,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,boxed warnings,S2,anaphylaxis,0,0,1
VIMIZIM,S2,anaphylactic reactions,Anaphylactic reaction,10002198.0,,,boxed warnings,S2,anaphylactic reactions,0,0,0
VIMIZIM,S2,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,boxed warnings,S2,anaphylaxis,0,0,1
VIMIZIM,S2,cough,Cough,10011224.0,,,boxed warnings,S2,cough,0,0,1
VIMIZIM,S2,erythema,Erythema,10015150.0,,,boxed warnings,S2,erythema,0,0,1
VIMIZIM,S2,throat tightness,Throat tightness,10043528.0,,,boxed warnings,S2,throat tightness,0,0,1
VIMIZIM,S2,urticaria,Urticaria,10046735.0,,,boxed warnings,S2,urticaria,0,0,1
VIMIZIM,S2,flushing,Flushing,10016825.0,,,boxed warnings,S2,flushing,0,0,1
VIMIZIM,S2,cyanosis,Cyanosis,10011703.0,,,boxed warnings,S2,cyanosis,0,0,1
VIMIZIM,S2,hypotension,Hypotension,10021097.0,,,boxed warnings,S2,hypotension,0,0,1
VIMIZIM,S2,rash,Rash,10037844.0,,,boxed warnings,S2,rash,0,0,1
VIMIZIM,S2,dyspnea,Dyspnoea,10013968.0,Dyspnea,10013963.0,boxed warnings,S2,dyspnea,0,0,1
VIMIZIM,S2,chest discomfort,Chest discomfort,10008469.0,,,boxed warnings,S2,chest discomfort,0,0,1
VIMIZIM,S2,gastrointestinal symptoms,Gastrointestinal disorder,10017944.0,Gastrointestinal symptom NOS,10018011.0,boxed warnings,S2,gastrointestinal symptoms,0,0,0
VIMIZIM,S2,nausea,Nausea,10028813.0,,,boxed warnings,S2,nausea,0,0,1
VIMIZIM,S2,abdominal pain,Abdominal pain,10000081.0,,,boxed warnings,S2,abdominal pain,0,0,1
VIMIZIM,S2,retching,Retching,10038776.0,,,boxed warnings,S2,retching,0,0,1
VIMIZIM,S2,vomiting,Vomiting,10047700.0,,,boxed warnings,S2,vomiting,0,0,1
VIMIZIM,S2,urticaria,Urticaria,10046735.0,,,boxed warnings,S2,urticaria,0,0,1
VIMIZIM,S2,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,boxed warnings,S2,anaphylaxis,0,0,1
VIMIZIM,S2,anaphylactic reactions,Anaphylactic reaction,10002198.0,,,boxed warnings,S2,anaphylactic reactions,0,0,0
VIMIZIM,S2,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,boxed warnings,S2,anaphylaxis,0,0,1
VIMIZIM,S2,cough,Cough,10011224.0,,,boxed warnings,S2,cough,0,0,1
VIMIZIM,S2,erythema,Erythema,10015150.0,,,boxed warnings,S2,erythema,0,0,1
VIMIZIM,S2,throat tightness,Throat tightness,10043528.0,,,boxed warnings,S2,throat tightness,0,0,1
VIMIZIM,S2,urticaria,Urticaria,10046735.0,,,boxed warnings,S2,urticaria,0,0,1
VIMIZIM,S2,flushing,Flushing,10016825.0,,,boxed warnings,S2,flushing,0,0,1
VIMIZIM,S2,cyanosis,Cyanosis,10011703.0,,,boxed warnings,S2,cyanosis,0,0,1
VIMIZIM,S2,hypotension,Hypotension,10021097.0,,,boxed warnings,S2,hypotension,0,0,1
VIMIZIM,S2,rash,Rash,10037844.0,,,boxed warnings,S2,rash,0,0,1
VIMIZIM,S2,dyspnea,Dyspnoea,10013968.0,Dyspnea,10013963.0,boxed warnings,S2,dyspnea,0,0,1
VIMIZIM,S2,chest discomfort,Chest discomfort,10008469.0,,,boxed warnings,S2,chest discomfort,0,0,1
VIMIZIM,S2,gastrointestinal symptoms,Gastrointestinal disorder,10017944.0,Gastrointestinal symptom NOS,10018011.0,boxed warnings,S2,gastrointestinal symptoms,0,0,0
VIMIZIM,S2,urticaria,Urticaria,10046735.0,,,boxed warnings,S2,urticaria,0,0,1
VIMIZIM,S3,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S3,anaphylaxis,0,0,1
VIMIZIM,S3,hypersensitivity reactions,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,warnings and precautions,S3,hypersensitivity reactions,0,0,0
VIMIZIM,S3,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S3,anaphylaxis,0,0,1
VIMIZIM,S3,hypersensitivity,Hypersensitivity,10020751.0,,,warnings and precautions,S3,hypersensitivity,0,0,1
VIMIZIM,S3,acute respiratory complications,Post procedural complication,10058046.0,"Respiratory complications, not elsewhere classified",10038671.0,warnings and precautions,S3,acute respiratory complications,0,0,0
VIMIZIM,S3,hypersensitivity reactions,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,warnings and precautions,S3,hypersensitivity reactions,0,0,0
VIMIZIM,S3,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S3,anaphylaxis,0,0,1
VIMIZIM,S3,hypersensitivity,Hypersensitivity,10020751.0,,,warnings and precautions,S3,hypersensitivity,0,0,1
VIMIZIM,S3,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S3,anaphylaxis,0,0,1
VIMIZIM,S3,anaphylactic reactions,Anaphylactic reaction,10002198.0,,,warnings and precautions,S3,anaphylactic reactions,0,0,0
VIMIZIM,S3,cough,Cough,10011224.0,,,warnings and precautions,S3,cough,0,0,1
VIMIZIM,S3,erythema,Erythema,10015150.0,,,warnings and precautions,S3,erythema,0,0,1
VIMIZIM,S3,throat tightness,Throat tightness,10043528.0,,,warnings and precautions,S3,throat tightness,0,0,1
VIMIZIM,S3,urticaria,Urticaria,10046735.0,,,warnings and precautions,S3,urticaria,0,0,1
VIMIZIM,S3,flushing,Flushing,10016825.0,,,warnings and precautions,S3,flushing,0,0,1
VIMIZIM,S3,cyanosis,Cyanosis,10011703.0,,,warnings and precautions,S3,cyanosis,0,0,1
VIMIZIM,S3,hypotension,Hypotension,10021097.0,,,warnings and precautions,S3,hypotension,0,0,1
VIMIZIM,S3,rash,Rash,10037844.0,,,warnings and precautions,S3,rash,0,0,1
VIMIZIM,S3,dyspnea,Dyspnoea,10013968.0,Dyspnea,10013963.0,warnings and precautions,S3,dyspnea,0,0,1
VIMIZIM,S3,chest discomfort,Chest discomfort,10008469.0,,,warnings and precautions,S3,chest discomfort,0,0,1
VIMIZIM,S3,gastrointestinal symptoms,Gastrointestinal disorder,10017944.0,Gastrointestinal symptom NOS,10018011.0,warnings and precautions,S3,gastrointestinal symptoms,0,0,0
VIMIZIM,S3,nausea,Nausea,10028813.0,,,warnings and precautions,S3,nausea,0,0,1
VIMIZIM,S3,abdominal pain,Abdominal pain,10000081.0,,,warnings and precautions,S3,abdominal pain,0,0,1
VIMIZIM,S3,retching,Retching,10038776.0,,,warnings and precautions,S3,retching,0,0,1
VIMIZIM,S3,vomiting,Vomiting,10047700.0,,,warnings and precautions,S3,vomiting,0,0,1
VIMIZIM,S3,urticaria,Urticaria,10046735.0,,,warnings and precautions,S3,urticaria,0,0,1
VIMIZIM,S3,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S3,anaphylaxis,0,0,1
VIMIZIM,S3,anaphylaxis,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S3,anaphylaxis,0,0,1
