drug_name,id,section,type,start,len,str
PRISTIQ,M82,S1,AdverseReaction,10167,10,convulsion
PRISTIQ,M83,S1,AdverseReaction,10179,8,dystonia
PRISTIQ,M84,S1,AdverseReaction,10224,17,Depersonalization
PRISTIQ,M85,S1,AdverseReaction,10243,7,bruxism
PRISTIQ,M86,S1,AdverseReaction,10293,17,Urinary retention
PRISTIQ,M87,S1,AdverseReaction,10363,4,Rash
PRISTIQ,M88,S1,AdverseReaction,10369,8,alopecia
PRISTIQ,M89,S1,AdverseReaction,10379,16,photosensitivity
PRISTIQ,M90,S1,AdverseReaction,10406,10,angioedema
PRISTIQ,M91,S1,AdverseReaction,10474,34,ischemic cardiac adverse reactions
PRISTIQ,M92,S1,AdverseReaction,10520,19,myocardial ischemia
PRISTIQ,M93,S1,AdverseReaction,10541,21,myocardial infarction
PRISTIQ,M94,S1,AdverseReaction,10568,18,coronary occlusion
PRISTIQ,M95,S1,AdverseReaction,10990,45,Elevations in fasting serum total cholesterol
PRISTIQ,M96,S1,AdverseReaction,"10990,11037","27,3",Elevations in fasting serum LDL
PRISTIQ,M97,S1,AdverseReaction,"10990,11042","27,24",Elevations in fasting serum low density lipoproteins
PRISTIQ,M98,S1,AdverseReaction,"10990,11068","27,11",Elevations in fasting serum cholesterol
PRISTIQ,M99,S1,AdverseReaction,"10990,11085","27,13",Elevations in fasting serum triglycerides
PRISTIQ,M100,S1,AdverseReaction,11356,19,Lipid Abnormalities
PRISTIQ,M101,S1,AdverseReaction,"11592,11660","17,12",Total Cholesterol >= 261 mg/dl
PRISTIQ,M102,S1,AdverseReaction,"11751,11814","15,12",LDL Cholesterol >= 190 mg/dl
PRISTIQ,M103,S1,AdverseReaction,"11905,11938","22,12","Triglycerides, fasting >= 327 mg/dl"
PRISTIQ,M104,S1,AdverseReaction,12065,11,Proteinuria
PRISTIQ,M105,S1,AdverseReaction,12197,11,proteinuria
PRISTIQ,M106,S1,Negation,12213,3,not
PRISTIQ,M107,S1,AdverseReaction,12233,16,increases in BUN
PRISTIQ,M108,S1,AdverseReaction,"12233,12253","9,10",increases creatinine
PRISTIQ,M109,S1,Severity,12282,9,transient
PRISTIQ,M110,S1,AdverseReaction,12337,11,Proteinuria
PRISTIQ,M111,S1,AdverseReaction,12557,11,Proteinuria
PRISTIQ,M112,S1,Severity,13785,9,sustained
PRISTIQ,M113,S1,AdverseReaction,13795,12,hypertension
PRISTIQ,M114,S1,AdverseReaction,"13839,13878","31,10",supine diastolic blood pressure >=90 mm Hg
PRISTIQ,M115,S1,Severity,14070,9,sustained
PRISTIQ,M116,S1,AdverseReaction,14080,12,hypertension
PRISTIQ,M117,S1,Severity,14168,9,sustained
PRISTIQ,M118,S1,AdverseReaction,14178,12,hypertension
PRISTIQ,M119,S1,Severity,14314,9,Sustained
PRISTIQ,M120,S1,AdverseReaction,14324,44,Elevation of Supine Diastolic Blood Pressure
PRISTIQ,M121,S1,AdverseReaction,15110,32,systolic orthostatic hypotension
PRISTIQ,M122,S1,AdverseReaction,15796,24,Stevens-Johnson syndrome
PRISTIQ,M123,S2,AdverseReaction,30,17,SUICIDAL THOUGHTS
PRISTIQ,M124,S2,AdverseReaction,"30,52","8,9",SUICIDAL BEHAVIORS
PRISTIQ,M125,S2,AdverseReaction,76,17,SUICIDAL THOUGHTS
PRISTIQ,M126,S2,AdverseReaction,"76,98","8,9",SUICIDAL BEHAVIORS
PRISTIQ,M127,S2,DrugClass,115,15,Antidepressants
PRISTIQ,M128,S2,AdverseReaction,153,17,suicidal thoughts
PRISTIQ,M129,S2,AdverseReaction,"153,175","8,8",suicidal behavior
PRISTIQ,M130,S2,Negation,268,3,not
PRISTIQ,M131,S2,AdverseReaction,304,17,suicidal thoughts
PRISTIQ,M132,S2,AdverseReaction,"304,326","8,8",suicidal behavior
PRISTIQ,M133,S2,AdverseReaction,964,17,SUICIDAL THOUGHTS
PRISTIQ,M134,S2,AdverseReaction,"964,986","8,9",SUICIDAL BEHAVIORS
PRISTIQ,M135,S2,AdverseReaction,1094,17,suicidal thinking
PRISTIQ,M136,S2,AdverseReaction,"1094,1116","8,8",suicidal behavior
PRISTIQ,M137,S2,DrugClass,1174,15,antidepressants
PRISTIQ,M138,S3,AdverseReaction,55,18,Clinical Worsening
PRISTIQ,M139,S3,AdverseReaction,74,12,Suicide Risk
PRISTIQ,M140,S3,AdverseReaction,155,18,Serotonin Syndrome
PRISTIQ,M141,S3,AdverseReaction,175,18,Serotonin syndrome
PRISTIQ,M142,S3,AdverseReaction,797,23,Elevated Blood Pressure
PRISTIQ,M143,S3,AdverseReaction,941,17,Abnormal Bleeding
PRISTIQ,M144,S3,Factor,968,3,may
PRISTIQ,M145,S3,AdverseReaction,989,8,bleeding
PRISTIQ,M146,S3,AdverseReaction,1168,22,Angle Closure Glaucoma
PRISTIQ,M147,S3,AdverseReaction,1192,22,Angle closure glaucoma
PRISTIQ,M148,S3,DrugClass,1295,15,antidepressants
PRISTIQ,M149,S3,AdverseReaction,1330,19,Activation of Mania
PRISTIQ,M150,S3,AdverseReaction,"1330,1350","13,9",Activation of Hypomania
PRISTIQ,M151,S3,AdverseReaction,1491,24,Discontinuation Syndrome
PRISTIQ,M152,S3,AdverseReaction,1602,7,Seizure
PRISTIQ,M153,S3,AdverseReaction,1690,12,Hyponatremia
PRISTIQ,M154,S3,AdverseReaction,1759,25,Interstitial Lung Disease
PRISTIQ,M155,S3,AdverseReaction,1789,22,Eosinophilic Pneumonia
PRISTIQ,M156,S3,DrugClass,2475,15,antidepressants
PRISTIQ,M157,S3,AdverseReaction,2519,23,worsening of depression
PRISTIQ,M158,S3,AdverseReaction,2564,11,suicidality
PRISTIQ,M159,S3,DrugClass,2694,20,antidepressant drugs
PRISTIQ,M160,S3,AdverseReaction,2779,17,suicidal thinking
PRISTIQ,M161,S3,AdverseReaction,"2779,2801","8,8",suicidal behavior
PRISTIQ,M162,S3,AdverseReaction,2811,11,suicidality
PRISTIQ,M163,S3,Negation,2976,3,not
PRISTIQ,M164,S3,AdverseReaction,3012,11,suicidality
PRISTIQ,M165,S3,AdverseReaction,3703,11,suicidality
PRISTIQ,M166,S3,DrugClass,3721,5,drugs
PRISTIQ,M167,S3,AdverseReaction,3859,11,suicidality
PRISTIQ,M168,S3,AdverseReaction,4129,11,suicidality
PRISTIQ,M169,S3,AdverseReaction,4275,11,Suicidality
PRISTIQ,M170,S3,Negation,4894,2,No
PRISTIQ,M171,S3,AdverseReaction,4897,8,suicides
PRISTIQ,M172,S3,AdverseReaction,4959,8,suicides
PRISTIQ,M173,S3,AdverseReaction,5108,11,suicidality
PRISTIQ,M174,S3,Factor,5120,4,risk
PRISTIQ,M175,S3,AdverseReaction,5720,7,anxiety
PRISTIQ,M176,S3,AdverseReaction,5729,9,agitation
PRISTIQ,M177,S3,AdverseReaction,5740,13,panic attacks
PRISTIQ,M178,S3,AdverseReaction,5755,8,insomnia
PRISTIQ,M179,S3,AdverseReaction,5765,12,irritability
PRISTIQ,M180,S3,AdverseReaction,5779,9,hostility
PRISTIQ,M181,S3,AdverseReaction,5790,14,aggressiveness
PRISTIQ,M182,S3,AdverseReaction,5806,11,impulsivity
PRISTIQ,M183,S3,AdverseReaction,5819,9,akathisia
PRISTIQ,M184,S3,AdverseReaction,5830,24,psychomotor restlessness
PRISTIQ,M185,S3,AdverseReaction,5857,9,hypomania
PRISTIQ,M186,S3,AdverseReaction,5872,5,mania
PRISTIQ,M187,S3,DrugClass,5949,15,antidepressants
PRISTIQ,M188,S3,AdverseReaction,6143,23,worsening of depression
PRISTIQ,M189,S3,AdverseReaction,6191,17,suicidal impulses
PRISTIQ,M190,S3,Negation,6213,20,not been established
PRISTIQ,M191,S3,Factor,6271,3,may
PRISTIQ,M192,S3,AdverseReaction,6308,11,suicidality
PRISTIQ,M193,S3,DrugClass,8003,14,antidepressant
PRISTIQ,M194,S3,AdverseReaction,"8055,8080","18,13",precipitation of a manic episode
PRISTIQ,M195,S3,AdverseReaction,"8055,8086","24,7",precipitation of a mixed episode
PRISTIQ,M196,S3,Factor,8681,11,potentially
PRISTIQ,M197,S3,Severity,8693,16,life-threatening
PRISTIQ,M198,S3,AdverseReaction,8710,18,serotonin syndrome
PRISTIQ,M199,S3,AdverseReaction,9179,18,Serotonin syndrome
PRISTIQ,M200,S3,Factor,9207,3,may
PRISTIQ,M201,S3,AdverseReaction,9219,21,mental status changes
PRISTIQ,M202,S3,AdverseReaction,9248,9,agitation
PRISTIQ,M203,S3,AdverseReaction,9259,14,hallucinations
PRISTIQ,M204,S3,AdverseReaction,9275,8,delirium
PRISTIQ,M205,S3,AdverseReaction,9289,4,coma
PRISTIQ,M206,S3,AdverseReaction,9296,21,autonomic instability
PRISTIQ,M207,S3,AdverseReaction,9325,11,tachycardia
PRISTIQ,M208,S3,AdverseReaction,9338,21,labile blood pressure
PRISTIQ,M209,S3,AdverseReaction,9361,9,dizziness
PRISTIQ,M210,S3,AdverseReaction,9372,11,diaphoresis
PRISTIQ,M211,S3,AdverseReaction,9385,8,flushing
PRISTIQ,M212,S3,AdverseReaction,9395,12,hyperthermia
PRISTIQ,M213,S3,AdverseReaction,9410,22,neuromuscular symptoms
PRISTIQ,M214,S3,AdverseReaction,9440,6,tremor
PRISTIQ,M215,S3,AdverseReaction,9448,8,rigidity
PRISTIQ,M216,S3,AdverseReaction,9458,9,myoclonus
PRISTIQ,M217,S3,AdverseReaction,9469,13,hyperreflexia
PRISTIQ,M218,S3,AdverseReaction,9484,14,incoordination
PRISTIQ,M219,S3,AdverseReaction,9501,8,seizures
PRISTIQ,M220,S3,AdverseReaction,9518,25,gastrointestinal symptoms
PRISTIQ,M221,S3,AdverseReaction,9551,6,nausea
PRISTIQ,M222,S3,AdverseReaction,9559,8,vomiting
PRISTIQ,M223,S3,AdverseReaction,9569,8,diarrhea
PRISTIQ,M224,S3,AdverseReaction,11160,27,increases in blood pressure
PRISTIQ,M225,S3,AdverseReaction,11541,23,elevated blood pressure
PRISTIQ,M226,S3,Severity,11632,9,Sustained
PRISTIQ,M227,S3,AdverseReaction,11642,24,blood pressure increases
PRISTIQ,M228,S3,Factor,11977,4,risk
PRISTIQ,M229,S3,AdverseReaction,11985,8,bleeding
PRISTIQ,M230,S3,DrugClass,12247,44,drugs that interfere with serotonin reuptake
PRISTIQ,M231,S3,AdverseReaction,12314,25,gastrointestinal bleeding
PRISTIQ,M232,S3,AdverseReaction,12341,8,Bleeding
PRISTIQ,M233,S3,DrugClass,12378,5,SNRIs
PRISTIQ,M234,S3,AdverseReaction,12401,10,ecchymosis
PRISTIQ,M235,S3,AdverseReaction,12413,8,hematoma
PRISTIQ,M236,S3,AdverseReaction,12423,9,epistaxis
PRISTIQ,M237,S3,AdverseReaction,12438,9,petechiae
PRISTIQ,M238,S3,Severity,12451,16,life-threatening
PRISTIQ,M239,S3,AdverseReaction,12468,11,hemorrhages
PRISTIQ,M240,S3,AdverseReaction,12697,22,Angle-Closure Glaucoma
PRISTIQ,M241,S3,Factor,12817,3,may
PRISTIQ,M242,S3,AdverseReaction,12832,20,angle closure attack
PRISTIQ,M243,S3,AdverseReaction,13029,5,mania
PRISTIQ,M244,S3,AdverseReaction,13106,19,Activation of mania
PRISTIQ,M245,S3,AdverseReaction,"13106,13126","13,9",Activation of hypomania
PRISTIQ,M246,S3,DrugClass,13260,15,antidepressants
PRISTIQ,M247,S3,AdverseReaction,13724,9,dizziness
PRISTIQ,M248,S3,AdverseReaction,13735,6,nausea
PRISTIQ,M249,S3,AdverseReaction,13743,8,headache
PRISTIQ,M250,S3,AdverseReaction,13753,12,irritability
PRISTIQ,M251,S3,AdverseReaction,13767,8,insomnia
PRISTIQ,M252,S3,AdverseReaction,13777,8,diarrhea
PRISTIQ,M253,S3,AdverseReaction,13787,7,anxiety
PRISTIQ,M254,S3,AdverseReaction,13796,7,fatigue
PRISTIQ,M255,S3,AdverseReaction,13805,15,abnormal dreams
PRISTIQ,M256,S3,AdverseReaction,13826,13,hyperhidrosis
PRISTIQ,M257,S3,AdverseReaction,15115,7,seizure
PRISTIQ,M258,S3,AdverseReaction,15468,12,Hyponatremia
PRISTIQ,M259,S3,Factor,15481,3,may
PRISTIQ,M260,S3,AdverseReaction,15577,12,hyponatremia
PRISTIQ,M261,S3,AdverseReaction,15622,56,syndrome of inappropriate antidiuretic hormone secretion
PRISTIQ,M262,S3,AdverseReaction,15680,5,SIADH
PRISTIQ,M263,S3,AdverseReaction,15699,34,serum sodium lower than 110 mmol/L
PRISTIQ,M264,S3,AdverseReaction,15808,12,hyponatremia
PRISTIQ,M265,S3,DrugClass,15836,5,SNRIs
PRISTIQ,M266,S3,AdverseReaction,16188,12,hyponatremia
PRISTIQ,M267,S3,AdverseReaction,16209,8,headache
PRISTIQ,M268,S3,AdverseReaction,16219,24,difficulty concentrating
PRISTIQ,M269,S3,AdverseReaction,16245,17,memory impairment
PRISTIQ,M270,S3,AdverseReaction,16264,9,confusion
PRISTIQ,M271,S3,AdverseReaction,16275,8,weakness
PRISTIQ,M272,S3,AdverseReaction,16289,12,unsteadiness
PRISTIQ,M273,S3,Factor,16309,3,can
PRISTIQ,M274,S3,AdverseReaction,16321,5,falls
PRISTIQ,M275,S3,AdverseReaction,16408,13,hallucination
PRISTIQ,M276,S3,AdverseReaction,16423,7,syncope
PRISTIQ,M277,S3,AdverseReaction,16432,7,seizure
PRISTIQ,M278,S3,AdverseReaction,16441,4,coma
PRISTIQ,M279,S3,AdverseReaction,16447,18,respiratory arrest
PRISTIQ,M280,S3,AdverseReaction,16471,5,death
PRISTIQ,M281,S3,AdverseReaction,16548,25,Interstitial lung disease
PRISTIQ,M282,S3,AdverseReaction,16578,22,eosinophilic pneumonia
PRISTIQ,M283,S3,DrugClass,16617,11,venlafaxine
TAFINLAR,M1,S1,AdverseReaction,137,20,Primary Malignancies
TAFINLAR,M2,S1,AdverseReaction,203,42,Tumor Promotion in BRAF Wild-Type Melanoma
TAFINLAR,M3,S1,AdverseReaction,291,10,Hemorrhage
TAFINLAR,M4,S1,AdverseReaction,347,22,Venous Thromboembolism
TAFINLAR,M5,S1,AdverseReaction,415,14,Cardiomyopathy
TAFINLAR,M6,S1,AdverseReaction,475,17,Ocular Toxicities
TAFINLAR,M7,S1,Severity,538,7,Serious
TAFINLAR,M8,S1,AdverseReaction,546,17,Febrile Reactions
TAFINLAR,M9,S1,Severity,609,7,Serious
TAFINLAR,M10,S1,AdverseReaction,617,13,Skin Toxicity
TAFINLAR,M11,S1,AdverseReaction,676,13,Hyperglycemia
TAFINLAR,M12,S1,AdverseReaction,735,44,Glucose-6-Phosphate Dehydrogenase Deficiency
TAFINLAR,M13,S1,AdverseReaction,901,14,hyperkeratosis
TAFINLAR,M14,S1,AdverseReaction,917,8,headache
TAFINLAR,M15,S1,AdverseReaction,927,7,pyrexia
TAFINLAR,M16,S1,AdverseReaction,936,10,arthralgia
TAFINLAR,M17,S1,AdverseReaction,948,9,papilloma
TAFINLAR,M18,S1,AdverseReaction,959,8,alopecia
TAFINLAR,M19,S1,AdverseReaction,973,42,palmar-plantar erythrodysesthesia syndrome
TAFINLAR,M20,S1,AdverseReaction,1120,7,pyrexia
TAFINLAR,M21,S1,AdverseReaction,1129,6,chills
TAFINLAR,M22,S1,AdverseReaction,1137,7,fatigue
TAFINLAR,M23,S1,AdverseReaction,1146,4,rash
TAFINLAR,M24,S1,AdverseReaction,1152,6,nausea
TAFINLAR,M25,S1,AdverseReaction,1160,8,vomiting
TAFINLAR,M26,S1,AdverseReaction,1170,8,diarrhea
TAFINLAR,M27,S1,AdverseReaction,1180,14,abdominal pain
TAFINLAR,M28,S1,AdverseReaction,1196,16,peripheral edema
TAFINLAR,M29,S1,AdverseReaction,1214,5,cough
TAFINLAR,M30,S1,AdverseReaction,1221,8,headache
TAFINLAR,M31,S1,AdverseReaction,1231,10,arthralgia
TAFINLAR,M32,S1,AdverseReaction,1243,12,night sweats
TAFINLAR,M33,S1,AdverseReaction,1257,18,decreased appetite
TAFINLAR,M34,S1,AdverseReaction,1277,12,constipation
TAFINLAR,M35,S1,AdverseReaction,1295,7,myalgia
TAFINLAR,M36,S1,AdverseReaction,3624,14,hyperkeratosis
TAFINLAR,M37,S1,AdverseReaction,3640,8,headache
TAFINLAR,M38,S1,AdverseReaction,3650,7,pyrexia
TAFINLAR,M39,S1,AdverseReaction,3659,10,arthralgia
TAFINLAR,M40,S1,AdverseReaction,3671,9,papilloma
TAFINLAR,M41,S1,AdverseReaction,3682,8,alopecia
TAFINLAR,M42,S1,AdverseReaction,3696,42,palmar-plantar erythrodysesthesia syndrome
TAFINLAR,M43,S1,AdverseReaction,3740,4,PPES
TAFINLAR,M44,S1,AdverseReaction,4027,7,pyrexia
TAFINLAR,M45,S1,AdverseReaction,4041,4,PPES
TAFINLAR,M46,S1,AdverseReaction,4052,6,chills
TAFINLAR,M47,S1,AdverseReaction,4065,7,fatigue
TAFINLAR,M48,S1,AdverseReaction,4083,8,headache
TAFINLAR,M49,S1,AdverseReaction,4670,14,Hyperkeratosis
TAFINLAR,M50,S1,AdverseReaction,4969,8,Alopecia
TAFINLAR,M51,S1,AdverseReaction,5268,42,Palmar-plantar erythrodysesthesia syndrome
TAFINLAR,M52,S1,AdverseReaction,5567,4,Rash
TAFINLAR,M53,S1,AdverseReaction,5978,8,Headache
TAFINLAR,M54,S1,AdverseReaction,6389,7,Pyrexia
TAFINLAR,M55,S1,AdverseReaction,6800,10,Arthralgia
TAFINLAR,M56,S1,AdverseReaction,7099,9,Back pain
TAFINLAR,M57,S1,AdverseReaction,7398,7,Myalgia
TAFINLAR,M58,S1,AdverseReaction,7824,9,Papilloma
TAFINLAR,M59,S1,AdverseReaction,8123,5,cuSCC
TAFINLAR,M60,S1,AdverseReaction,8534,5,Cough
TAFINLAR,M61,S1,AdverseReaction,8945,12,Constipation
TAFINLAR,M62,S1,AdverseReaction,9356,15,Nasopharyngitis
TAFINLAR,M63,S1,Severity,9726,7,Grade 4
TAFINLAR,M64,S1,AdverseReaction,9763,14,hyperkeratosis
TAFINLAR,M65,S1,AdverseReaction,9790,12,constipation
TAFINLAR,M66,S1,AdverseReaction,9830,14,skin papilloma
TAFINLAR,M67,S1,AdverseReaction,9849,9,papilloma
TAFINLAR,M68,S1,AdverseReaction,9878,35,squamous cell carcinoma of the skin
TAFINLAR,M69,S1,AdverseReaction,9918,15,keratoacanthoma
TAFINLAR,M70,S1,AdverseReaction,9953,33,cutaneous squamous cell carcinoma
TAFINLAR,M71,S1,Severity,10019,7,Grade 3
TAFINLAR,M72,S1,AdverseReaction,10501,13,Hyperglycemia
TAFINLAR,M73,S1,AdverseReaction,10615,16,Hypophosphatemia
TAFINLAR,M74,S1,AdverseReaction,10729,30,Increased alkaline phosphatase
TAFINLAR,M75,S1,AdverseReaction,10843,12,Hyponatremia
TAFINLAR,M76,S1,Severity,10971,7,Grade 4
TAFINLAR,M77,S1,AdverseReaction,11013,16,hypophosphatemia
TAFINLAR,M78,S1,AdverseReaction,11190,12,Pancreatitis
TAFINLAR,M79,S1,AdverseReaction,11236,16,Hypersensitivity
TAFINLAR,M80,S1,AdverseReaction,11268,12,bullous rash
TAFINLAR,M81,S1,AdverseReaction,11318,22,Interstitial nephritis
TAFINLAR,M82,S1,AdverseReaction,13479,7,pyrexia
TAFINLAR,M83,S1,AdverseReaction,13637,7,Pyrexia
TAFINLAR,M84,S1,AdverseReaction,13646,6,chills
TAFINLAR,M85,S1,AdverseReaction,13658,6,nausea
TAFINLAR,M86,S1,AdverseReaction,13724,7,pyrexia
TAFINLAR,M87,S1,AdverseReaction,13733,6,chills
TAFINLAR,M88,S1,AdverseReaction,13745,27,decreased ejection fraction
TAFINLAR,M89,S1,AdverseReaction,14400,7,Pyrexia
TAFINLAR,M90,S1,AdverseReaction,14599,6,Chills
TAFINLAR,M91,S1,AdverseReaction,14798,7,Fatigue
TAFINLAR,M92,S1,AdverseReaction,14997,16,Edema peripheral
TAFINLAR,M93,S1,AdverseReaction,15241,4,Rash
TAFINLAR,M94,S1,AdverseReaction,15440,12,Night Sweats
TAFINLAR,M95,S1,AdverseReaction,15639,8,Dry skin
TAFINLAR,M96,S1,AdverseReaction,15838,20,Dermatitis acneiform
TAFINLAR,M97,S1,AdverseReaction,16037,17,Actinic keratosis
TAFINLAR,M98,S1,AdverseReaction,16236,8,Erythema
TAFINLAR,M99,S1,AdverseReaction,16435,8,Pruritus
TAFINLAR,M100,S1,AdverseReaction,16667,6,Nausea
TAFINLAR,M101,S1,AdverseReaction,16866,8,Vomiting
TAFINLAR,M102,S1,AdverseReaction,17065,8,Diarrhea
TAFINLAR,M103,S1,AdverseReaction,17264,14,Abdominal pain
TAFINLAR,M104,S1,AdverseReaction,17463,12,Constipation
TAFINLAR,M105,S1,AdverseReaction,17662,9,Dry mouth
TAFINLAR,M106,S1,AdverseReaction,17892,8,Headache
TAFINLAR,M107,S1,AdverseReaction,18091,9,Dizziness
TAFINLAR,M108,S1,AdverseReaction,18345,5,Cough
TAFINLAR,M109,S1,AdverseReaction,18544,18,Oropharyngeal pain
TAFINLAR,M110,S1,AdverseReaction,18804,10,Arthralgia
TAFINLAR,M111,S1,AdverseReaction,19003,7,Myalgia
TAFINLAR,M112,S1,AdverseReaction,19202,9,Back pain
TAFINLAR,M113,S1,AdverseReaction,19401,13,Muscle spasms
TAFINLAR,M114,S1,AdverseReaction,19600,17,Pain in extremity
TAFINLAR,M115,S1,AdverseReaction,19842,18,Decreased appetite
TAFINLAR,M116,S1,AdverseReaction,20041,11,Dehydration
TAFINLAR,M117,S1,AdverseReaction,20270,8,Insomnia
TAFINLAR,M118,S1,AdverseReaction,20499,10,Hemorrhage
TAFINLAR,M119,S1,AdverseReaction,20732,23,Urinary tract infection
TAFINLAR,M120,S1,AdverseReaction,20965,13,Renal failure
TAFINLAR,M121,S1,AdverseReaction,21278,16,peripheral edema
TAFINLAR,M122,S1,AdverseReaction,21296,5,edema
TAFINLAR,M123,S1,AdverseReaction,21307,10,lymphedema
TAFINLAR,M124,S1,AdverseReaction,21358,4,rash
TAFINLAR,M125,S1,AdverseReaction,21364,16,rash generalized
TAFINLAR,M126,S1,AdverseReaction,21382,13,rash pruritic
TAFINLAR,M127,S1,AdverseReaction,21397,17,rash erythematous
TAFINLAR,M128,S1,AdverseReaction,21416,12,rash papular
TAFINLAR,M129,S1,AdverseReaction,21430,14,rash vesicular
TAFINLAR,M130,S1,AdverseReaction,21446,12,rash macular
TAFINLAR,M131,S1,AdverseReaction,21464,19,rash maculo-papular
TAFINLAR,M132,S1,AdverseReaction,21524,14,abdominal pain
TAFINLAR,M133,S1,AdverseReaction,21540,20,abdominal pain upper
TAFINLAR,M134,S1,AdverseReaction,21562,20,abdominal pain lower
TAFINLAR,M135,S1,AdverseReaction,21588,20,abdominal discomfort
TAFINLAR,M136,S1,AdverseReaction,21649,21,brain stem hemorrhage
TAFINLAR,M137,S1,AdverseReaction,21672,19,cerebral hemorrhage
TAFINLAR,M138,S1,AdverseReaction,21693,18,gastric hemorrhage
TAFINLAR,M139,S1,AdverseReaction,21713,9,epistaxis
TAFINLAR,M140,S1,AdverseReaction,21724,19,gingival hemorrhage
TAFINLAR,M141,S1,AdverseReaction,21745,9,hematuria
TAFINLAR,M142,S1,AdverseReaction,21756,18,vaginal hemorrhage
TAFINLAR,M143,S1,AdverseReaction,21776,23,hemorrhage intracranial
TAFINLAR,M144,S1,AdverseReaction,21801,14,eye hemorrhage
TAFINLAR,M145,S1,AdverseReaction,21821,19,vitreous hemorrhage
TAFINLAR,M146,S1,AdverseReaction,21881,13,renal failure
TAFINLAR,M147,S1,AdverseReaction,21899,19,renal failure acute
TAFINLAR,M148,S1,AdverseReaction,22089,14,Vision blurred
TAFINLAR,M149,S1,AdverseReaction,22105,19,transient blindness
TAFINLAR,M150,S1,AdverseReaction,22161,10,Stomatitis
TAFINLAR,M151,S1,AdverseReaction,22173,12,pancreatitis
TAFINLAR,M152,S1,AdverseReaction,22248,8,Asthenia
TAFINLAR,M153,S1,AdverseReaction,22294,10,Cellulitis
TAFINLAR,M154,S1,AdverseReaction,22306,12,folliculitis
TAFINLAR,M155,S1,AdverseReaction,22320,10,paronychia
TAFINLAR,M156,S1,AdverseReaction,22332,13,rash pustular
TAFINLAR,M157,S1,AdverseReaction,22429,14,Skin papilloma
TAFINLAR,M158,S1,AdverseReaction,22492,42,Palmar-plantar erythrodysesthesia syndrome
TAFINLAR,M159,S1,AdverseReaction,22536,14,hyperkeratosis
TAFINLAR,M160,S1,AdverseReaction,22552,13,hyperhidrosis
TAFINLAR,M161,S1,AdverseReaction,22594,12,Hypertension
TAFINLAR,M162,S1,AdverseReaction,23147,10,Leukopenia
TAFINLAR,M163,S1,AdverseReaction,23376,11,Lymphopenia
TAFINLAR,M164,S1,AdverseReaction,23605,11,Neutropenia
TAFINLAR,M165,S1,AdverseReaction,23834,6,Anemia
TAFINLAR,M166,S1,AdverseReaction,24063,16,Thrombocytopenia
TAFINLAR,M167,S1,AdverseReaction,24332,13,Increased AST
TAFINLAR,M168,S1,AdverseReaction,24561,30,Increased alkaline phosphatase
TAFINLAR,M169,S1,AdverseReaction,24790,13,Increased ALT
TAFINLAR,M170,S1,AdverseReaction,25019,18,Hyperbilirubinemia
TAFINLAR,M171,S1,AdverseReaction,25288,13,Hyperglycemia
TAFINLAR,M172,S1,AdverseReaction,25517,13,Increased GGT
TAFINLAR,M173,S1,AdverseReaction,25746,12,Hyponatremia
TAFINLAR,M174,S1,AdverseReaction,25975,15,Hypoalbuminemia
TAFINLAR,M175,S1,AdverseReaction,26204,16,Hypophosphatemia
TAFINLAR,M176,S1,AdverseReaction,26433,11,Hypokalemia
TAFINLAR,M177,S1,AdverseReaction,26662,20,Increased creatinine
TAFINLAR,M178,S1,AdverseReaction,26891,14,Hypomagnesemia
TAFINLAR,M179,S1,AdverseReaction,27120,12,Hyperkalemia
TAFINLAR,M180,S1,AdverseReaction,27349,13,Hypercalcemia
TAFINLAR,M181,S1,AdverseReaction,27578,12,Hypocalcemia
TAFINLAR,M182,S1,AdverseReaction,28008,17,QTcF prolongation
TAFINLAR,M183,S1,Severity,28030,8,500 msec
TAFINLAR,M184,S1,AdverseReaction,28200,18,QTcF was increased
TAFINLAR,M185,S1,Severity,28229,21,60 msec from baseline
TAFINLAR,M186,S2,AdverseReaction,379,22,Retinal vein occlusion
TAFINLAR,M187,S2,AdverseReaction,411,25,Interstitial lung disease
TAFINLAR,M188,S2,AdverseReaction,451,31,"primary malignancies, cutaneous"
TAFINLAR,M189,S2,AdverseReaction,"451,487","20,13",primary malignancies non-cutaneous
TAFINLAR,M190,S2,Factor,502,3,can
TAFINLAR,M191,S2,AdverseReaction,778,42,Tumor Promotion in BRAF Wild-Type Melanoma
TAFINLAR,M192,S2,AdverseReaction,822,28,Increased cell proliferation
TAFINLAR,M193,S2,DrugClass,866,15,BRAF inhibitors
TAFINLAR,M194,S2,AdverseReaction,900,10,Hemorrhage
TAFINLAR,M195,S2,Severity,912,5,Major
TAFINLAR,M196,S2,AdverseReaction,918,18,hemorrhagic events
TAFINLAR,M197,S2,Factor,937,3,can
TAFINLAR,M198,S2,AdverseReaction,1071,22,Venous Thromboembolism
TAFINLAR,M199,S2,AdverseReaction,1095,20,Deep vein thrombosis
TAFINLAR,M200,S2,AdverseReaction,1120,18,pulmonary embolism
TAFINLAR,M201,S2,Factor,1139,3,can
TAFINLAR,M202,S2,AdverseReaction,1237,14,Cardiomyopathy
TAFINLAR,M203,S2,AdverseReaction,1420,17,Ocular Toxicities
TAFINLAR,M204,S2,Severity,1527,7,Serious
TAFINLAR,M205,S2,AdverseReaction,1535,17,Febrile Reactions
