drug,adverse_event,comp_term,is_overlapping,similarity
POTIGA,vision loss,Common Adverse,0,0.536628782749176
POTIGA,vision loss,withdrawal in patients receiving were dizzi,1,0.49459898471832275
POTIGA,vision loss,in patients receiving were,1,0.5554348230361938
POTIGA,vision loss,receiving were dizzi,1,0.5051373243331909
POTIGA,vision loss,POTIGA,0,0.4378279149532318
POTIGA,vision loss,in patients receiving  were dizzi ness,1,0.4910280406475067
POTIGA,vision loss,receiving  were dizzi ness confusional state fatigue,1,0.5108364820480347
POTIGA,vision loss,leading,0,0.5463902354240417
POTIGA,Urinary retention,ions are describe d,1,0.48289525508880615
POTIGA,Urinary retention,leading,0,0.5089325308799744
POTIGA,skin discoloration,the label Retinal ities and potentia l vision loss see,1,0.5213190317153931
POTIGA,skin discoloration,leading,0,0.45410555601119995
POTIGA,skin discoloration,Warnings,0,0.5406121015548706
POTIGA,skin discoloration,Urinary retention see,0,0.5472151041030884
POTIGA,skin discoloration,label Retinal ities and potentia,1,0.4770354926586151
POTIGA,skin discoloration,ities and potentia l vision loss see Warnings,1,0.5577304363250732
POTIGA,skin discoloration,Warnings and Precautions section of,0,0.5095657110214233
POTIGA,skin discoloration,in the Warnings and Precautions section of,0,0.47795140743255615
POTIGA,Neuropsychiatric symptoms,s and Precautions Neuropsychiatric,0,0.7329810857772827
POTIGA,Neuropsychiatric symptoms,symptoms see Warnings,0,0.6404887437820435
POTIGA,Neuropsychiatric symptoms,retention see,0,0.4523136019706726
POTIGA,Neuropsychiatric symptoms,iscoloration [see Warning s and Precautions,1,0.45727866888046265
POTIGA,Neuropsychiatric symptoms,iscoloration [see Warning,1,0.42530378699302673
POTIGA,Neuropsychiatric symptoms,retention see Warnings,0,0.5052232146263123
POTIGA,Neuropsychiatric symptoms,symptoms see Warnings and,0,0.6348605155944824
POTIGA,Neuropsychiatric symptoms,iscoloration [see Warning s and Precautions Neuropsychiatric,1,0.6889145374298096
POTIGA,Neuropsychiatric symptoms,Skin iscoloration [see,1,0.44449716806411743
POTIGA,QT prolongation,an,0,0.4637705981731415
POTIGA,QT prolongation,Precautions ( QT interval effect see Warnings,1,0.7232676148414612
POTIGA,abnormalities of the retina,"were zziness, somnolence, fatigu e confusional state",1,0.49781933426856995
POTIGA,abnormalities of the retina,Precautions ( QT interval effect see Warnings,1,0.4711122512817383
POTIGA,abnormalities of the retina,were,0,0.46945804357528687
POTIGA,abnormalities of the retina,and twice placebo were di,0,0.4453269839286804
POTIGA,abnormalities of the retina,vertigo tremor abnormal coordination,0,0.5630145072937012
POTIGA,abnormalities of the retina,"twice placebo were zziness, somnolence, fatigu e confusional",1,0.4279714822769165
POTIGA,abnormalities of the retina,"somnolence, fatigu e",1,0.45871877670288086
POTIGA,abnormalities of the retina,"placebo were zziness, somnolence, fatigu e confusional state vertigo",1,0.47322550415992737
POTIGA,abnormalities of the retina,"zziness, somnolence, fatigu e confusional state",1,0.5100833773612976
POTIGA,damage to photoreceptors,"vision gait disturbance asia, dysarthria,",1,0.6109614372253418
POTIGA,damage to photoreceptors,To report,0,0.4766439199447632
POTIGA,damage to photoreceptors,"gait disturbance asia, dysarthria,",1,0.5200797319412231
POTIGA,damage to photoreceptors,"asia, dysarthria,",1,0.4649544656276703
POTIGA,vision loss,dysarthria and  disorder.  To,1,0.5222272872924805
POTIGA,vision loss,"asia, dysarthria,",1,0.471805214881897
POTIGA,vision loss,memory impairment asthenia blurred vision gait disturbance aphasia,0,0.6068589687347412
POTIGA,vision loss, disorder.  To report SUSPECTED ADVERSE,1,0.492745041847229
POTIGA,vision loss, disorder.  To report,1,0.5279889702796936
POTIGA,vision loss, disorder.  To,1,0.5480297803878784
POTIGA,vision loss,balance,0,0.5849872827529907
POTIGA,vision loss,dysarthria and  disorder. ,1,0.5310193300247192
POTIGA,vision loss, disorder.  To report SUSPECTED,1,0.49646246433258057
POTIGA,retinal abnormalities,"and balance  

   To report SUSPE CTED ADVERSE",1,0.42876094579696655
POTIGA,retinal abnormalities, disorder.  To report SUSPECTED,1,0.5274450778961182
POTIGA,retinal abnormalities,dysarthria and balance To report,1,0.5110371112823486
POTIGA,retinal abnormalities,balance disorder,0,0.54742431640625
POTIGA,retinal abnormalities,To report SUSPE CTED ADVERSE REACTIONS,1,0.44305652379989624
POTIGA,retinal abnormalities,REACTIONS contact GlaxoSmithKline at,0,0.39720746874809265
POTIGA,retinal abnormalities,GlaxoSmithKline at or,0,0.4647730588912964
POTIGA,retinal abnormalities,To,1,0.4314228296279907
POTIGA,retinal pigmentary abnormalities,of a drug cannot,0,0.3928086757659912
POTIGA,retinal abnormalities,POTIGA was nistered as adjunctiv e therapy to patients,1,0.460894912481308
POTIGA,retinal abnormalities,of a drug cannot,0,0.4010506570339203
POTIGA,retinal abnormalities,practice POTIGA was nistered,1,0.442537784576416
POTIGA,retinal abnormalities,drug and may not reflect the rates observed in,0,0.45912599563598633
POTIGA,retinal abnormalities,and may not reflect the rates observed in practice,0,0.37405258417129517
POTIGA,retinal abnormalities,in practice POTIGA was nistered as adjunctiv,1,0.35995715856552124
POTIGA,retinal abnormalities,practice POTIGA was nistered as,1,0.41622233390808105
POTIGA,retinal abnormalities,practice POTIGA was nistered as adjunctiv,1,0.40614885091781616
POTIGA,retinal abnormalities,nistered,1,0.44160276651382446
POTIGA,mucous membrane discoloration,clinical studies ng the premarketing developme,1,0.45913970470428467
POTIGA,mucous membrane discoloration,nistered,1,0.4522250294685364
POTIGA,mucous membrane discoloration,nt A,0,0.45533180236816406
POTIGA,discoloration,longer,0,0.514076292514801
POTIGA,discoloration,treated for year,0,0.5924822092056274
POTIGA,discoloration,least months patients were treated for year or longer and patients,0,0.47933024168014526
POTIGA,discoloration,of patients were reated for at least months patients were,1,0.530096173286438
POTIGA,discoloration,patients were reated for at,1,0.5320649743080139
POTIGA,discoloration,during the premarketing development A total of patients,0,0.5039402842521667
POTIGA,discoloration,t,0,0.5200157165527344
POTIGA,retinal abnormalities,"at least , 585 patients were",1,0.3983191251754761
POTIGA,retinal abnormalities,months,0,0.48704349994659424
POTIGA,retinal pigmentary abnormalities,Reactions Lea ding,1,0.37999454140663147
POTIGA,retinal pigmentary abnormalities,at least ars. Adverse,1,0.4436745047569275
POTIGA,retinal pigmentary abnormalities,Adverse Reactions Lea ding,1,0.49591588973999023
POTIGA,retinal pigmentary abnormalities,ars. Adverse Reactions Lea,1,0.48669105768203735
POTIGA,retinal pigmentary abnormalities,"least ars.



   Adverse Reactions Lea",1,0.4665519595146179
POTIGA,retinal pigmentary abnormalities,Studies In the randomized doubleblind,0,0.5788147449493408
POTIGA,retinal pigmentary abnormalities,for at least ars. Adverse Reactions,1,0.48054149746894836
POTIGA,retinal pigmentary abnormalities,ars.,1,0.45247218012809753
POTIGA,retinal pigmentary abnormalities,patients were treated for at least,0,0.4682764410972595
POTIGA,discoloration,were treated for at,0,0.5948443412780762
POTIGA,discoloration,ntinuation in All Controlled,1,0.5218369364738464
POTIGA,discoloration,to ntinuation in All Controlled,1,0.5070375204086304
POTIGA,discoloration,Reactions Leading to ntinuation,1,0.5418615341186523
POTIGA,discoloration,to ntinuation in,1,0.5422872304916382
POTIGA,discoloration,ntinuation in All Controlled Clinical Studies In,1,0.509962797164917
POTIGA,discoloration,ntinuation in All,1,0.5341010093688965
POTIGA,discoloration,Reactions Leading to ntinuation in,1,0.5488909482955933
POTIGA,discoloration,were treated for at least years Adverse,0,0.6049180030822754
POTIGA,Funduscopic abnormalities,ontrolled Clinical Studie s,1,0.5297062993049622
POTIGA,Funduscopic abnormalities,were treated for at least years Adverse,0,0.5112041234970093
POTIGA,Funduscopic abnormalities,in All,0,0.36974793672561646
POTIGA,Funduscopic abnormalities,Clinical Studie,1,0.5393766164779663
POTIGA,Funduscopic abnormalities,ontrolled Clinical Studie s In,1,0.5127163529396057
POTIGA,focal retinal pigment epithelium clumping,of ients (11%) receiving,1,0.38865071535110474
POTIGA,focal retinal pigment epithelium clumping,ients (11%) receiving placebo discontinue,1,0.445661723613739
POTIGA,retinal abnormalities,of adverse ons. The most,1,0.47723323106765747
POTIGA,retinal abnormalities,because of adverse reacti,0,0.4930272698402405
POTIGA,retinal abnormalities,leading to,0,0.4553746283054352
POTIGA,retinal abnormalities,of adverse ons. The most common  adverse reactions leading to,1,0.47743088006973267
POTIGA,retinal abnormalities,of adverse ons. The most common,1,0.5072935819625854
POTIGA,retinal abnormalities,receiving,0,0.43813982605934143
POTIGA,retinal abnormalities,treatment because of adverse ons. The most common  adverse reactions leading to withdrawal,1,0.4396403431892395
POTIGA,retinal abnormalities,adverse ons. The most,1,0.5016865730285645
POTIGA,abnormal visual acuity,receiving POTIGA were,0,0.40421760082244873
POTIGA,abnormal visual acuity,in pati ents receiving POTIGA were,1,0.4122042655944824
POTIGA,retinal abnormalities,"Overall, th e",1,0.4014078974723816
POTIGA,retinal abnormalities,"Clinical ies  



 Overall, th e most",1,0.43976154923439026
POTIGA,retinal abnormalities,"in All Controlled Clinical ies Overall, th",1,0.43897002935409546
POTIGA,retinal dystrophy,occurring approximately  the placebo rate were dizziness,1,0.39139193296432495
POTIGA,retinal dystrophy,"in All Controlled Clinical ies Overall, th",1,0.4149823784828186
POTIGA,retinal dystrophy,POTIGA and,0,0.4058741331100464
POTIGA,retinal dystrophy,the placebo rate,1,0.40705132484436035
POTIGA,abnormalities in the electroretinogram,"somnolence (22%), fatigue confusional state vertigo tremor abnormal",1,0.5609755516052246
POTIGA,abnormalities in the electroretinogram,confusional state vertigo,0,0.5456753969192505
POTIGA,abnormalities in the electroretinogram,"placebo rate were ness (23%), somnolence (22%), fatigue  confusional state vertigo tremor abnormal",1,0.45745450258255005
POTIGA,abnormalities in the electroretinogram,"were ness (23%), somnolence (22%), fatigue  confusional state vertigo tremor abnormal",1,0.5224924087524414
POTIGA,abnormal fluorescein angiography,fatigue confusional state,0,0.4862963855266571
POTIGA,retinal abnormalities,asthenia ed,1,0.47581690549850464
POTIGA,retinal abnormalities,"ed vision (5%), gait disturbance aphasia dysarthria",1,0.597740888595581
POTIGA,retinal abnormalities,disorder,0,0.577640175819397
POTIGA,retinal abnormalities,see,0,0.510469913482666
POTIGA,retinal abnormalities,"ed vision (5%), gait disturbance",1,0.6400951743125916
POTIGA,suicides,these studies  of pati,1,0.4758417010307312
POTIGA,suicides,"ed vision (5%), gait disturbance",1,0.4196637272834778
POTIGA,suicides,of pati ents treated,1,0.4903724491596222
POTIGA,suicides,reported in these studies  of pati ents treated with,1,0.478933185338974
POTIGA,suicide,"dry uth, dy",1,0.5194822549819946
POTIGA,suicide,"peripheral edema hypokinesia dry uth, dy",1,0.41234058141708374
POTIGA,suicide,"edema hypokinesia dry uth,",1,0.4379265308380127
POTIGA,suicide,liver enzymes Most of the adv,0,0.4164801836013794
POTIGA,suicidal thoughts,"ary retention, ma laise and",1,0.40949636697769165
POTIGA,suicidal thoughts,"ary retention, ma laise and increased",1,0.4094628393650055
POTIGA,suicidal thoughts,increased liver enzymes Most of the adverse,0,0.45974767208099365
POTIGA,suicidal thoughts,"mouth dysphagia hyperhydrosis ary retention,",1,0.414913147687912
POTIGA,suicidal thoughts,hypokinesia dry mouth dysphagia hyperhydrosis,0,0.39361485838890076
POTIGA,suicidal thoughts,and increased liver enzymes Most of,0,0.41492465138435364
POTIGA,suicidal thoughts,"vision gait disturbance aphasia ance disorder,",1,0.41071903705596924
POTIGA,suicidal thoughts,was associated with doserelated weight gain with,0,0.41375887393951416
POTIGA,suicidal thoughts,"ance disorder, co",1,0.4742317497730255
POTIGA,suicidal thoughts,"vision gait disturbance aphasia ance disorder, co",1,0.3928859829902649
POTIGA,suicidal thoughts,"ance disorder, co nstipation dysuria and chromaturia",1,0.46676796674728394
POTIGA,Suicidal Thoughts,by patients,0,0.4992532730102539
POTIGA,Suicidal Thoughts,"rash, n ystagmus dyspnea leukopenia muscle",1,0.48036956787109375
POTIGA,Suicidal Thoughts,list of adverse reactions reported by patients treated with POTIGA during all clinica,0,0.4010952115058899
POTIGA,Suicidal Thoughts,Following is a list of adverse reactions reported by patients treated with POTIGA,0,0.4118276536464691
POTIGA,Suicidal Thoughts,"l trials: rash, n ystagmus",1,0.46251270174980164
POTIGA,Suicidal Thoughts,"trials: rash, n ystagmus dyspnea leukopenia",1,0.45239996910095215
BREO,death,death Currently available data are inadequate,1,0.5950354933738708
BREO,death,determine,0,0.5535413026809692
BREO,deaths,deaths in,1,0.8938324451446533
BREO,deaths,in deaths in subjects receiving salmeterol,1,0.6167012453079224
BREO,deaths,in subjects,0,0.5878012776374817
BREO,deaths,Precautions,0,0.5250484347343445
BREO,deaths,in,0,0.5705069303512573
BREO,deaths,deaths in subjects receiving,1,0.6923215389251709
BREO,deaths,salmeterol See Warnings,0,0.4388020634651184
BREO,deaths,salmeterol or placebo added to usual,0,0.41323554515838623
BREO,deaths,in deaths in subjects receiving salmeterol See,1,0.6206791400909424
BREO,Candida albicans infection,pneumonia in COPD see Warnings and,0,0.4426972270011902
BREO,pneumonia,Warnings and,0,0.5603491067886353
BREO,pneumonia,pneumonia in COPD see,1,0.6902573108673096
BREO,pneumonia,Precautions Increased risk pneumonia in COPD,1,0.6226764917373657
BREO,pneumonia,pneumonia in COPD,1,0.7133796215057373
BREO,Immunosuppression,risk of pneumonia in COPD,0,0.476626992225647
BREO,Immunosuppression,Immunosuppression see Warnings and Precautions Hypercorticism,1,0.6779003143310547
BREO,Immunosuppression,Warnings and Precautions,0,0.4811933636665344
BREO,Immunosuppression,Immunosuppression,1,1.0000001192092896
BREO,Immunosuppression,Hypercorticism and adrenal suppression,0,0.543066680431366
BREO,Immunosuppression,Immunosuppression see,1,0.8184895515441895
BREO,Hypercorticism,Warnings and Precautions Reduction in bone,0,0.48101192712783813
BREO,adrenal suppression,ns Immunosuppression see Warnings and Precautions Hypercorticism and,0,0.6196932792663574
BREO,adrenal suppression,Precautions Hypercorticism adrenal,1,0.6919755935668945
BREO,adrenal suppression,density see Warnings,0,0.5060837268829346
BREO,adrenal suppression,Warnings and Precautions Hypercorticism adrenal,1,0.6755495071411133
BREO,adrenal suppression,Hypercorticism adrenal suppression,1,0.8034214377403259
BREO,adrenal suppression,adrenal suppression see Warnings and,1,0.8568822741508484
BREO,adrenal suppression,Warnings and Precautions Hypercorticism adrenal suppression see Warnings and Precautions,1,0.767808735370636
BREO,adrenal suppression,Hypercorticism adrenal,1,0.6788684129714966
BREO,adrenal suppression,see Warnings and Precautions,0,0.4614265561103821
BREO,Reduction in bone mineral density,bone mineral density see Warnings and Precautions Because,1,0.7493892908096313
BREO,nasopharyngitis,nasopharyngitis upper respiratory tract infection headache,1,0.7523912191390991
BREO,upper respiratory tract infection,Most common,0,0.4861062169075012
BREO,headache,headache and,1,0.8724637031555176
BREO,headache,Most common,0,0.5541888475418091
BREO,headache,headache and oral candidiasis,1,0.700729489326477
BREO,headache,headache and oral candidiasis Asthma,1,0.6483561992645264
BREO,headache,headache and oral,1,0.7754772901535034
BREO,oral candidiasis,oral candidiasis Asthma,1,0.7480709552764893
BREO,oral candidiasis,oral candidiasis Asthma Most common,1,0.6708022356033325
BREO,oral candidiasis,upper respiratory tract infection headache,0,0.4353061318397522
BREO,nasopharyngitis,candidiasis headache influenza upper respiratory tract infection bronchitis sinusitis,0,0.6287117004394531
BREO,nasopharyngitis,adverse reactions incidence greater than or,0,0.5139431357383728
BREO,oral candidiasis,respiratory tract infection bronchitis sinusitis,0,0.49652552604675293
BREO,oral candidiasis,incidence greater than or equal,0,0.4310160279273987
BREO,oral candidiasis,nasopharyngitis,0,0.6652200818061829
BREO,oral candidiasis,influenza upper respiratory tract infection bronchitis,0,0.5053048729896545
BREO,oral candidiasis,sinusitis,0,0.6456207036972046
BREO,oral candidiasis,to are oral candidiasis,1,0.8626199960708618
BREO,oral candidiasis,oral candidiasis headache,1,0.7293594479560852
BREO,oral candidiasis,reactions incidence,0,0.4658671021461487
BREO,headache,headache influenza,1,0.7848895192146301
BREO,headache,headache,1,1.0
BREO,headache,headache influenza upper respiratory tract infection,1,0.7502963542938232
BREO,headache,headache influenza upper,1,0.7544291615486145
BREO,influenza,respiratory tract infection bronchitis sinusitis oropharyngeal pain dysphonia and,0,0.5759283304214478
BREO,influenza,influenza upper respiratory tract infection bronchitis,1,0.6988867521286011
BREO,influenza,nasopharyngitis oral candidiasis influenza upper,1,0.6615792512893677
BREO,influenza,candidiasis influenza upper respiratory tract,1,0.6699845194816589
BREO,influenza,influenza upper respiratory tract,1,0.7606587409973145
BREO,influenza,oral candidiasis influenza upper respiratory tract,1,0.6643079519271851
BREO,upper respiratory tract infection,candidiasis headache upper respiratory tract infection bronchitis sinusitis oropharyngeal pain,1,0.6794883608818054
BREO,upper respiratory tract infection,influenza upper respiratory tract,1,0.8127796649932861
BREO,upper respiratory tract infection,candidiasis headache upper respiratory,1,0.642696738243103
BREO,upper respiratory tract infection,nasopharyngitis oral candidiasis headache upper respiratory tract infection bronchitis sinusitis oropharyngeal,1,0.6813373565673828
BREO,upper respiratory tract infection,pain dysphonia and cough,0,0.5628575086593628
BREO,upper respiratory tract infection,or,0,0.49544811248779297
BREO,upper respiratory tract infection,candidiasis headache upper,1,0.6044713854789734
BREO,bronchitis,To report SUSPECTED ADVERSE,0,0.5160547494888306
BREO,bronchitis,bronchitis sinusitis oropharyngeal pain dysphonia and,1,0.6935453414916992
BREO,bronchitis,bronchitis sinusitis oropharyngeal pain,1,0.688063383102417
BREO,bronchitis,influenza upper respiratory tract,0,0.6035879850387573
BREO,sinusitis,sinusitis oropharyngeal pain dysphonia and cough,1,0.7126975059509277
BREO,sinusitis,sinusitis oropharyngeal,1,0.7772340774536133
BREO,sinusitis,sinusitis,1,0.9999997615814209
BREO,sinusitis,infection sinusitis,1,0.9092484712600708
BREO,sinusitis,infection sinusitis oropharyngeal pain dysphonia and cough,1,0.7095659375190735
BREO,oropharyngeal pain,oropharyngeal pain dysphonia and,1,0.8438564538955688
BREO,oropharyngeal pain,and cough To report SUSPECTED,0,0.48956841230392456
BREO,cough,sinusitis,0,0.6545071005821228
BREO,cough,infection bronchitis sinusitis,0,0.6112523078918457
BREO,cough,cough To report,1,0.8142377138137817
BREO,cough,cough,1,1.000000238418579
BREO,cough,cough To report SUSPECTED ADVERSE,1,0.736884593963623
BREO,cough,pain dysphonia cough,1,0.757503867149353
BREO,cough,cough To report SUSPECTED,1,0.7716437578201294
BREO,cough,cough To report SUSPECTED ADVERSE REACTIONS,1,0.7309094071388245
BREO,cough,respiratory tract infection bronchitis sinusitis oropharyngeal,0,0.5988765954971313
BREO,oral candidiasis,a oral candidiasis,1,0.8933333158493042
BREO,oropharyngeal candidiasis,oropharyngeal,1,0.7714813947677612
BREO,oropharyngeal candidiasis,oral oropharyngeal candidiasis candidiasis and fungal oropharyngitis,1,0.9113216400146484
BREO,fungal oropharyngitis,candidiasis oropharyngeal candidiasis candidiasis fungal,1,0.8912507891654968
BREO,fungal oropharyngitis,safety data is based,0,0.32737913727760315
BREO,fungal oropharyngitis,candidiasis fungal oropharyngitis,1,0.9422328472137451
BREO,fungal oropharyngitis,candidiasis oropharyngeal candidiasis candidiasis fungal oropharyngitis,1,0.8891606330871582
BREO,fungal oropharyngitis,Includes oral candidiasis oropharyngeal,0,0.8290027379989624
BREO,back pain,back pain pneumonia see Warnings,1,0.6868484616279602
BREO,back pain,treated with BREO ELLIPTA n for months,0,0.48528462648391724
BREO,back pain,cough oropharyngeal pai,0,0.477918416261673
BREO,pneumonia,cough oropharyngeal pain,0,0.5766072273254395
BREO,pneumonia,sinusitis cough oropharyngeal,0,0.5749456882476807
BREO,bronchitis,oropharyngeal pain arthralgia,0,0.5349141955375671
BREO,bronchitis,bronchitis sinusitis cough oropharyngeal,1,0.7142950296401978
BREO,bronchitis,see Warnings and bronchitis,1,0.7573331594467163
BREO,bronchitis,Warnings and bronchitis sinusitis,1,0.6825687885284424
BREO,bronchitis,see,0,0.5650455951690674
BREO,bronchitis,bronchitis sinusitis cough oropharyngeal pain arthralgia,1,0.7433627247810364
BREO,bronchitis,see Warnings and bronchitis sinusitis cough oropharyngeal,1,0.7069821357727051
BREO,bronchitis,Warnings and,0,0.5326821208000183
BREO,sinusitis,see Warnings,0,0.5020409822463989
BREO,sinusitis,pain arthralgia influenza pharyngitis and pyrexia,0,0.5662335157394409
BREO,cough,bronchitis cough oropharyngeal pain arthralgia influenza,1,0.7242900133132935
BREO,cough,pain arthralgia influenza pharyngitis and pyrexia,0,0.6260491013526917
BREO,cough,cough oropharyngeal,1,0.8146581649780273
BREO,cough,arthralgia influenza pharyngitis,0,0.6052480340003967
BREO,cough,cough oropharyngeal pain arthralgia,1,0.74357008934021
BREO,cough,and Precautions bronchitis cough oropharyngeal pain arthralgia,1,0.7008407115936279
BREO,cough,oropharyngeal,0,0.5439915657043457
BREO,cough,pain pneumonia,0,0.6800849437713623
BREO,cough,bronchitis cough oropharyngeal,1,0.7346817255020142
BREO,oropharyngeal pain,bronchitis sinusitis,0,0.5060994029045105
BREO,oropharyngeal pain,and pyrexia Clinical Trials,0,0.4762425422668457
BREO,oropharyngeal pain,oropharyngeal pain,1,1.000000238418579
BREO,arthralgia,cough oropharyngeal arthralgia influenza,1,0.6908241510391235
BREO,arthralgia,oropharyngeal pain,1,0.6033803820610046
BREO,arthralgia,Trials Experience in,0,0.471619188785553
BREO,arthralgia,arthralgia influenza pharyngitis and pyrexia Clinical,1,0.6819648742675781
BREO,arthralgia,cough oropharyngeal pain,0,0.5838040113449097
BREO,arthralgia,cough oropharyngeal arthralgia influenza pharyngitis and,1,0.6655149459838867
BREO,pharyngitis,pharyngitis and pyrexia Clinical,1,0.7771080732345581
BREO,pyrexia,BREO ELLIPTA for the treatment of asthma,0,0.5153253078460693
BREO,pyrexia,pyrexia Clinical Trials Experience,1,0.818413257598877
BREO,pyrexia,and,0,0.4723709523677826
BREO,oral candidiasis,Includes,0,0.4636843204498291
BREO,oral candidiasis,a,0,0.4614909887313843
BREO,oral candidiasis,a oral,1,0.6307535171508789
BREO,oral candidiasis,oral candidiasis and oropharyngeal candidiasis Trial was,1,0.7412853240966797
BREO,oral candidiasis,oral candidiasis and oropharyngeal,1,0.829344630241394
BREO,oropharyngeal candidiasis,candidiasis oropharyngeal candidiasis Trial was a week trial,1,0.793039083480835
BREO,oropharyngeal candidiasis,oral candidiasis and oropharyngeal candidiasis Trial was,1,0.7875615358352661
BREO,arthralgia,pharyngitis pyrexia arthralgia Month Trial Longterm safety,1,0.625170111656189
BREO,arthralgia,oral candidiasis and oropharyngeal candidiasis Trial was,1,0.4682573676109314
BREO,pyrexia,pyrexia back,1,0.8812434673309326
BREO,pyrexia,pyrexia back pain extrasystoles,1,0.7283120155334473
BREO,back pain,pain respiratory tract infection allergic rhinitis,0,0.563052237033844
BREO,back pain,tract infection allergic,0,0.46800553798675537
BREO,extrasystoles,rhinitis pharyngitis rhinitis,0,0.3419731855392456
BREO,extrasystoles,extrasystoles upper,1,0.903002142906189
BREO,extrasystoles,upper abdominal pain respiratory tract infection allergic,0,0.45753368735313416
BREO,extrasystoles,rhinitis,0,0.4276251792907715
BREO,extrasystoles,pharyngitis rhinitis,0,0.3874909281730652
BREO,extrasystoles,extrasystoles upper abdominal,1,0.8019983768463135
BREO,extrasystoles,extrasystoles upper abdominal pain respiratory tract,1,0.7060883641242981
BREO,extrasystoles,back extrasystoles upper abdominal,1,0.7829709053039551
BREO,upper abdominal pain,upper abdominal pain respiratory tract infection,1,0.8515235185623169
BREO,upper abdominal pain,upper abdominal pain respiratory tract,1,0.8567785620689392
BREO,upper abdominal pain,pyrexia back pain upper,1,0.6882081031799316
BREO,upper abdominal pain,pyrexia back,0,0.5434802770614624
BREO,upper abdominal pain,upper abdominal pain respiratory,1,0.8792548179626465
BREO,upper abdominal pain,rhinitis,0,0.48956552147865295
BREO,upper abdominal pain,abdominal pain respiratory tract infection allergic rhinitis,1,0.735260009765625
BREO,upper abdominal pain,pain upper,1,0.7527272701263428
BREO,upper abdominal pain,back pain upper abdominal pain,1,0.9049222469329834
BREO,respiratory tract infection,upper abdominal,0,0.4812576174736023
BREO,respiratory tract infection,allergic rhinitis pharyngitis,0,0.6336483955383301
BREO,respiratory tract infection,pain extrasystoles upper abdominal respiratory tract infection allergic rhinitis,1,0.6113026142120361
BREO,respiratory tract infection,ELLIPTA,0,0.44593095779418945
BREO,respiratory tract infection,allergic,0,0.6102250814437866
BREO,respiratory tract infection,abdominal pain,0,0.565548300743103
BREO,respiratory tract infection,abdominal respiratory,1,0.5861514806747437
BREO,respiratory tract infection,respiratory tract infection allergic rhinitis pharyngitis rhinitis arthralgia,1,0.73397296667099
BREO,respiratory tract infection,abdominal respiratory tract infection allergic,1,0.6804968118667603
BREO,respiratory tract infection,extrasystoles,0,0.4842492640018463
BREO,allergic rhinitis,tract allergic rhinitis pharyngitis rhinitis,1,0.707483172416687
BREO,allergic rhinitis,extrasystoles,0,0.45376110076904297
BREO,allergic rhinitis,pain respiratory tract allergic,1,0.6856938004493713
BREO,allergic rhinitis,rhinitis arthralgia supraventricular extrasystoles,0,0.5941581726074219
BREO,allergic rhinitis,nths included pyrexia back pain extrasystoles upper abdominal pain respiratory tract,0,0.49712899327278137
BREO,allergic rhinitis,abdominal pain respiratory tract allergic rhinitis pharyngitis rhinitis,1,0.6465635895729065
BREO,allergic rhinitis,tract allergic rhinitis pharyngitis,1,0.7056593894958496
BREO,allergic rhinitis,arthralgia supraventricular extrasystoles ventricular extrasystoles,0,0.4303589463233948
BREO,allergic rhinitis,allergic rhinitis pharyngitis rhinitis arthralgia supraventricular extrasystoles,1,0.6900705695152283
BREO,pharyngitis,pharyngitis rhinitis arthralgia,1,0.7881513833999634
BREO,pharyngitis,pharyngitis rhinitis arthralgia supraventricular extrasystoles ventricular,1,0.6791577339172363
BREO,pharyngitis,pharyngitis rhinitis,1,0.8568018674850464
BREO,pharyngitis,pharyngitis rhinitis arthralgia supraventricular,1,0.7417064905166626
BREO,pharyngitis,upper abdominal pain respiratory tract,0,0.5257284641265869
BREO,pharyngitis,back pain,0,0.520149290561676
BREO,pharyngitis,pharyngitis,1,1.0
BREO,pharyngitis,arthralgia supraventricular extrasystoles ventricular,0,0.48224329948425293
BREO,rhinitis,respiratory tract infection allergic rhinitis pharyngitis,0,0.7526975870132446
BREO,rhinitis,infection allergic rhinitis rhinitis arthralgia supraventricular extrasystoles ventricular extrasystoles,1,0.6216248273849487
BREO,rhinitis,allergic rhinitis rhinitis arthralgia supraventricular extrasystoles ventricular extrasystoles,1,0.6180577874183655
BREO,rhinitis,rhinitis arthralgia supraventricular extrasystoles,1,0.6084239482879639
BREO,rhinitis,upper abdominal pain respiratory,0,0.5180819034576416
BREO,rhinitis,rhinitis arthralgia supraventricular extrasystoles ventricular,1,0.6213235855102539
BREO,rhinitis,rhinitis,1,1.0000001192092896
BREO,arthralgia,arthralgia supraventricular extrasystoles ventricular,1,0.6341742277145386
BREO,arthralgia,rhinitis pharyngitis,0,0.4533359408378601
BREO,arthralgia,arthralgia supraventricular extrasystoles ventricular extrasystoles acute,1,0.6272264719009399
BREO,arthralgia,arthralgia supraventricular extrasystoles ventricular extrasystoles,1,0.6262611150741577
BREO,supraventricular extrasystoles,Exacerbation Trial In a,0,0.5313442349433899
BREO,supraventricular extrasystoles,Trial,0,0.49558159708976746
BREO,supraventricular extrasystoles,rhinitis pharyngitis rhinitis supraventricular extrasystoles,1,0.7976399660110474
BREO,supraventricular extrasystoles,rhinitis supraventricular extrasystoles,1,0.8729182481765747
BREO,supraventricular extrasystoles,supraventricular extrasystoles ventricular,1,0.9068460464477539
BREO,supraventricular extrasystoles,supraventricular extrasystoles,1,1.0000001192092896
