drug,adverse_event,comp_term,is_overlapping
INTELENCE,hemolytic anemia,and Administration,0
INTELENCE,hemolytic anemia,and,0
INTELENCE,hemolytic anemia,hemolytic anemia Hepatobiliary,1
INTELENCE,hemolytic anemia,and,0
INTELENCE,hemolytic anemia,hepatitis hepatic steato,0
INTELENCE,hemolytic anemia,Hepatobiliary Disorders hepatic failure,0
INTELENCE,hemolytic anemia,hemolytic anemia Hepatobiliary Disorders hepatic,1
INTELENCE,hepatic failure,ns sluggishness,0
INTELENCE,hepatic failure,hepatic failure hepatomegaly cytolytic hepatitis,1
INTELENCE,hepatomegaly,Immune System Disorders drug hypersensi,0
INTELENCE,cytolytic hepatitis,Hepatobiliary Disorders hepatic failure cytolytic hepatitis,1
INTELENCE,cytolytic hepatitis,Disorders hepatic failure cytolytic,1
INTELENCE,cytolytic hepatitis,logic Disorders hemolytic anemia Hepatobiliary Disorders,0
INTELENCE,cytolytic hepatitis,Hepatobiliary Disorders hepatic failure cytolytic hepatitis,1
INTELENCE,cytolytic hepatitis,Immune System Disorders drug hypersensitivity,0
INTELENCE,cytolytic hepatitis,hepatic failure cytolytic hepatitis,1
INTELENCE,cytolytic hepatitis,cytolytic hepatitis,1
INTELENCE,hepatic steatosis,hepatic steatosis hepatitis Immune System Disorders drug,1
INTELENCE,hepatic steatosis,hepatomegaly cytolytic,0
INTELENCE,hepatic steatosis,failure hepatomegaly cytolytic hepatic steatosis hepatitis Immune System Disorders,1
INTELENCE,hepatic steatosis,hepatomegaly cytolytic,0
INTELENCE,hepatic steatosis,hepatic steatosis hepatitis Immune System Disorders,1
INTELENCE,hepatitis,Disorders hepatic failure hepatomegaly cytolytic hepatitis,0
INTELENCE,hepatitis,hepatitis,1
INTELENCE,hepatitis,System Disorders drug hypersensitivity immune reconstitution syndrome Metabo,0
INTELENCE,hepatitis,hepatitis Immune System,1
INTELENCE,hepatitis,hepatitis Immune System Disorders drug hypersensitivity,1
INTELENCE,hepatitis,hepatic steatosis,0
INTELENCE,hepatitis,hepatitis Immune System Disorders drug hypersensitivity,1
INTELENCE,hepatitis,hepatic steatosis,0
INTELENCE,drug hypersensitivity,drug hypersensitivity immune reconstitution,1
INTELENCE,drug hypersensitivity,drug hypersensitivity immune reconstitution syndrome Metabolism and,1
INTELENCE,drug hypersensitivity,drug hypersensitivity immune reconstitution,1
INTELENCE,drug hypersensitivity,drug hypersensitivity immune reconstitution syndrome,1
INTELENCE,drug hypersensitivity,drug,1
INTELENCE,drug hypersensitivity,steatosis hepatitis Immune,0
INTELENCE,drug hypersensitivity,drug,1
INTELENCE,drug hypersensitivity,immune reconstitution syndrome Metabolism and Nutrition Disorders diabetes mellitus anor,0
INTELENCE,drug hypersensitivity,hepatomegaly cytolytic hepatitis hepatic steatosis hepatitis,0
INTELENCE,drug hypersensitivity,drug hypersensitivity immune,1
INTELENCE,drug hypersensitivity,drug,1
INTELENCE,immune reconstitution syndrome,Disorders drug immune reconstitution,1
INTELENCE,immune reconstitution syndrome,diabetes mellitus anorexia dyslipidemia,0
INTELENCE,immune reconstitution syndrome,Immune System Disorders drug immune reconstitution syndrome Metabolism and,1
INTELENCE,immune reconstitution syndrome,diabetes mellitus anorexia dyslipidemia,0
INTELENCE,immune reconstitution syndrome,reconstitution syndrome Metabolism and Nutrition Disorders,1
INTELENCE,immune reconstitution syndrome,Disorders drug immune reconstitution syndrome,1
INTELENCE,immune reconstitution syndrome,drug immune reconstitution syndrome,1
INTELENCE,immune reconstitution syndrome,drug,0
INTELENCE,immune reconstitution syndrome,drug immune reconstitution syndrome Metabolism and,1
INTELENCE,immune reconstitution syndrome,drug,0
INTELENCE,immune reconstitution syndrome,System Disorders drug hypersensitivity,0
INTELENCE,diabetes mellitus,somnolence convulsion hyp,0
INTELENCE,diabetes mellitus,Metabolism and Nutrition diabetes,1
INTELENCE,diabetes mellitus,and Nutrition diabetes mellitus anorexia dyslipidemia Nervous System,1
INTELENCE,diabetes mellitus,Metabolism and Nutrition diabetes,1
INTELENCE,diabetes mellitus,dyslipidemia Nervous System Disorders paraesthesia,0
INTELENCE,diabetes mellitus,syndrome Metabolism and Nutrition diabetes mellitus anorexia dyslipidemia Nervous System Disorders,1
INTELENCE,diabetes mellitus,dyslipidemia Nervous System Disorders paraesthesia,0
INTELENCE,diabetes mellitus,Metabolism and Nutrition diabetes mellitus anorexia dyslipidemia Nervous System,1
INTELENCE,diabetes mellitus,dyslipidemia Nervous System Disorders paraesthesia,0
INTELENCE,diabetes mellitus,and Nutrition diabetes mellitus,1
INTELENCE,diabetes mellitus,diabetes mellitus,1
INTELENCE,diabetes mellitus,Nutrition diabetes mellitus,1
INTELENCE,anorexia,diabetes anorexia dyslipidemia Nervous,1
INTELENCE,anorexia,Nutrition diabetes mellitus,1
INTELENCE,anorexia,immune reconstitution syndrome Metabolism and,0
INTELENCE,anorexia,anorexia dyslipidemia Nervous System Disorders,1
INTELENCE,anorexia,anorexia dyslipidemia Nervous System Disorders paraesthesia,1
INTELENCE,anorexia,Disorders diabetes,0
INTELENCE,anorexia,dyslipidemia,0
INTELENCE,anorexia,and Nutrition Disorders diabetes anorexia dyslipidemia,1
INTELENCE,anorexia,dyslipidemia,0
INTELENCE,anorexia,immune reconstitution syndrome Metabolism and Nutrition Disorders diabetes,0
INTELENCE,anorexia,and Nutrition,0
INTELENCE,dyslipidemia,Disorders diabetes mellitus dyslipidemia Nervous,1
INTELENCE,dyslipidemia,and Nutrition,0
INTELENCE,dyslipidemia,Disorders diabetes mellitus dyslipidemia Nervous,1
INTELENCE,dyslipidemia,and Nutrition,0
INTELENCE,dyslipidemia,Nervous System,0
INTELENCE,paraesthesia,convulsion hypoesthesia amnesia syncope disturbance in attention,0
INTELENCE,paraesthesia,paraesthesia somnolence convulsion hypoesthesia amnesia,1
INTELENCE,paraesthesia,paraesthesia somnolence convulsion,1
INTELENCE,paraesthesia,convulsion hypoesthesia amnesia syncope disturbance in attention hypersomnia tre,0
INTELENCE,paraesthesia,paraesthesia somnolence convulsion hypoesthesia amnesia,1
INTELENCE,paraesthesia,paraesthesia,1
INTELENCE,paraesthesia,paraesthesia somnolence convulsion hypoesthesia amnesia syncope,1
INTELENCE,paraesthesia,Disorders,0
INTELENCE,paraesthesia,paraesthesia somnolence,1
INTELENCE,paraesthesia,Disorders,0
INTELENCE,somnolence,System Disorders somnolence convulsion hypoesthesia amnesia,1
INTELENCE,somnolence,Disorders,0
INTELENCE,somnolence,somnolence convulsion hypoesthesia,1
INTELENCE,somnolence,convulsion,0
INTELENCE,somnolence,somnolence convulsion hypoesthesia amnesia syncope,1
INTELENCE,somnolence,convulsion,0
INTELENCE,somnolence,dyslipidemia Nervous System Disorders somnolence convulsion hypoesthesia amnesia,1
INTELENCE,somnolence,convulsion,0
INTELENCE,somnolence,Nervous System Disorders somnolence convulsion hypoesthesia amnesia syncope disturbance,1
INTELENCE,somnolence,convulsion,0
INTELENCE,somnolence,somnolence convulsion,1
INTELENCE,somnolence,somnolence convulsion hypoesthesia amnesia,1
INTELENCE,somnolence,somnolence convulsion hypoesthesia,1
INTELENCE,somnolence,somnolence convulsion hypoesthesia amnesia,1
INTELENCE,convulsion,attention hypersomnia,0
INTELENCE,convulsion,paraesthesia,0
INTELENCE,convulsion,convulsion,1
INTELENCE,hypoesthesia,hypoesthesia,1
INTELENCE,hypoesthesia,attention hypersomnia tremor,0
INTELENCE,hypoesthesia,hypoesthesia amnesia syncope disturbance in,1
INTELENCE,hypoesthesia,hypoesthesia amnesia syncope disturbance,1
INTELENCE,hypoesthesia,syncope disturbance in attention,0
INTELENCE,amnesia,attention hypersomnia,0
INTELENCE,amnesia,in attention hypersomnia tremor Psychiatric Disorders,0
INTELENCE,amnesia,Nervous System,0
INTELENCE,amnesia,dyslipidemia Nervous System Disorders paraesthesia somnolence,0
INTELENCE,amnesia,attention hypersomnia tremor Psychiatric Disorders anxiety sle,0
INTELENCE,amnesia,amnesia,1
INTELENCE,amnesia,attention hypersomnia tremor Psychiatric Disorders anxiety sle,0
INTELENCE,syncope,somnolence convulsion hypoesthesia syncope,1
INTELENCE,syncope,attention hypersomnia tremor Psychiatric Disorders anxiety sle,0
INTELENCE,syncope,syncope disturbance in attention hypersomnia tremor,1
INTELENCE,syncope,syncope disturbance,1
INTELENCE,syncope,syncope disturbance in attention hypersomnia tremor,1
INTELENCE,syncope,syncope,1
INTELENCE,syncope,syncope disturbance in attention hypersomnia,1
INTELENCE,syncope,amnesia,0
INTELENCE,disturbance in attention,Disorders paraesthesia,0
INTELENCE,disturbance in attention,abnormal dreams,0
INTELENCE,disturbance in attention,sleep,0
INTELENCE,disturbance in attention,sleep disorders abnormal,0
INTELENCE,disturbance in attention,hypersomnia tremor Psychiatric Disorders anxiety sleep disorders abnormal dreams,0
INTELENCE,disturbance in attention,disturbance in attention hypersomnia,1
INTELENCE,disturbance in attention,in attention,1
INTELENCE,disturbance in attention,hypoesthesia amnesia disturbance,1
INTELENCE,disturbance in attention,convulsion hypoesthesia amnesia disturbance in,1
INTELENCE,hypersomnia,hypersomnia tremor,1
INTELENCE,hypersomnia,hypersomnia tremor Psychiatric Disorders,1
INTELENCE,hypersomnia,hypersomnia tremor,1
INTELENCE,tremor,tremor,1
INTELENCE,tremor,syncope disturbance in attention tremor,1
INTELENCE,tremor,tremor,1
INTELENCE,tremor,disorders abnormal dreams confusional state,0
INTELENCE,tremor,attention hypersomnia,0
INTELENCE,anxiety,state disorientation nervousness nightmares,0
INTELENCE,anxiety,attention,0
INTELENCE,anxiety,anxiety sleep disorders abnormal dreams,1
INTELENCE,anxiety,disorders abnormal dreams confusional state,0
INTELENCE,anxiety,disorientation nervousness,0
INTELENCE,anxiety,anxiety sleep disorders abnormal dreams confusional,1
INTELENCE,anxiety,confusional,0
INTELENCE,anxiety,attention hypersomnia tremor Psychiatric anxiety sleep disorders abnormal dreams confusional,1
INTELENCE,anxiety,confusional,0
INTELENCE,anxiety,anxiety sleep disorders,1
INTELENCE,anxiety,anxiety,1
INTELENCE,sleep disorders,sleep disorders abnormal dreams,1
INTELENCE,abnormal dreams,confusional,0
INTELENCE,abnormal dreams,Psychiatric,0
INTELENCE,abnormal dreams,sleep abnormal dreams confusional state disorientation,1
INTELENCE,abnormal dreams,Psychiatric,0
INTELENCE,abnormal dreams,Disorders anxiety sleep abnormal,1
INTELENCE,abnormal dreams,nightmares,0
INTELENCE,abnormal dreams,in attention hypersomnia tremor Psychiatric Disorders anxiety sleep disorders,0
INTELENCE,abnormal dreams,abnormal dreams confusional state disorientation nervousness,1
INTELENCE,abnormal dreams,abnormal dreams confusional,1
INTELENCE,abnormal dreams,Disorders anxiety sleep abnormal dreams confusional state disorientation,1
INTELENCE,abnormal dreams,abnormal dreams confusional,1
INTELENCE,abnormal dreams,abnormal dreams confusional state,1
INTELENCE,confusional state,nervousness nightmares Renal and Urinary,0
INTELENCE,confusional state,acute,0
INTELENCE,confusional state,confusional state,1
INTELENCE,confusional state,confusional,1
INTELENCE,confusional state,confusional state disorientation,1
INTELENCE,confusional state,anxiety sleep disorders abnormal,0
INTELENCE,confusional state,Disorders anxiety sleep disorders abnormal,0
INTELENCE,confusional state,anxiety sleep disorders abnormal confusional state disorientation,1
INTELENCE,confusional state,Disorders anxiety sleep disorders abnormal,0
INTELENCE,confusional state,Renal,0
INTELENCE,disorientation,disorientation nervousness nightmares Renal and Urinary,1
INTELENCE,disorientation,Renal,0
INTELENCE,disorientation,disorientation nervousness nightmares,1
INTELENCE,disorientation,disorientation nervousness nightmares Renal and,1
INTELENCE,disorientation,disorientation nervousness,1
INTELENCE,disorientation,confusional disorientation nervousness nightmares Renal and,1
INTELENCE,disorientation,disorientation nervousness,1
INTELENCE,disorientation,disorientation,1
INTELENCE,disorientation,abnormal dreams confusional disorientation,1
INTELENCE,disorientation,disorientation,1
INTELENCE,nervousness,failure Reproductive System,0
INTELENCE,nervousness,nervousness,1
INTELENCE,nightmares,acute renal failure Reproductive,0
INTELENCE,nightmares,nightmares Renal and,1
INTELENCE,nightmares,disorders abnormal dreams confusional state,0
INTELENCE,nightmares,nightmares Renal and Urinary Disorders acute,1
INTELENCE,nightmares,rders anxiety sleep,0
INTELENCE,nightmares,dreams confusional state disorientation nightmares Renal,1
INTELENCE,nightmares,rders anxiety sleep,0
INTELENCE,acute renal failure,Urinary acute renal failure Reproductive,1
INTELENCE,acute renal failure,rders anxiety sleep,0
INTELENCE,acute renal failure,Breast,0
INTELENCE,acute renal failure,acute renal,1
INTELENCE,acute renal failure,Renal and Urinary acute renal failure Reproductive System and Breast Disorders,1
INTELENCE,acute renal failure,acute renal,1
INTELENCE,acute renal failure,Disorders gynecomastia RespiratoryThoracic,0
INTELENCE,acute renal failure,Breast Disorders,0
INTELENCE,acute renal failure,state disorientation nervousness,0
INTELENCE,acute renal failure,Renal and Urinary acute,1
INTELENCE,acute renal failure,renal failure,1
INTELENCE,gynecomastia,gynecomastia RespiratoryThoracic,1
INTELENCE,gynecomastia,and,0
INTELENCE,gynecomastia,exertional dyspnea bronchospasm Skin,0
INTELENCE,gynecomastia,gynecomastia RespiratoryThoracic and Mediastinal Disorders,1
INTELENCE,gynecomastia,exertional dyspnea bronchospasm Skin,0
INTELENCE,gynecomastia,Reproductive System and Breast,0
INTELENCE,gynecomastia,gynecomastia RespiratoryThoracic and Mediastinal Disorders,1
INTELENCE,gynecomastia,gynecomastia RespiratoryThoracic,1
INTELENCE,gynecomastia,Disorders,0
INTELENCE,gynecomastia,and Mediastinal,0
INTELENCE,gynecomastia,Breast Disorders,0
INTELENCE,gynecomastia,gynecomastia RespiratoryThoracic and,1
INTELENCE,gynecomastia,gynecomastia,1
INTELENCE,gynecomastia,Breast gynecomastia,1
INTELENCE,gynecomastia,gynecomastia,1
INTELENCE,gynecomastia,System and Breast Disorders,0
INTELENCE,gynecomastia,dyspnea,0
INTELENCE,gynecomastia,gynecomastia RespiratoryThoracic,1
INTELENCE,exertional dyspnea,Mediastinal exertional dyspnea bronchospasm Skin and Subcutaneous,1
INTELENCE,exertional dyspnea,gynecomastia RespiratoryThoracic,1
INTELENCE,exertional dyspnea,exertional dyspnea,1
INTELENCE,exertional dyspnea,RespiratoryThoracic and Mediastinal exertional dyspnea,1
INTELENCE,exertional dyspnea,gynecomastia RespiratoryThoracic and Mediastinal exertional dyspnea,1
INTELENCE,exertional dyspnea,Tissue Disorders night sweats,0
INTELENCE,exertional dyspnea,exertional dyspnea bronchospasm,1
INTELENCE,exertional dyspnea,gynecomastia RespiratoryThoracic and Mediastinal exertional dyspnea,1
INTELENCE,exertional dyspnea,System and Breast Disorders gynecomastia RespiratoryThoracic and Mediastinal,0
INTELENCE,exertional dyspnea,exertional dyspnea bronchospasm Skin and Subcutaneous,1
INTELENCE,exertional dyspnea,and Mediastinal exertional dyspnea bronchospasm Skin and Subcutaneous Tissue,1
INTELENCE,exertional dyspnea,exertional dyspnea bronchospasm Skin and Subcutaneous,1
INTELENCE,night sweats,lipohypertrophy prurigo,0
INTELENCE,night sweats,Skin and Subcutaneous Tissue night,1
INTELENCE,lipohypertrophy,exertional dyspnea bronchospasm Skin and,0
INTELENCE,lipohypertrophy,sweats,0
INTELENCE,lipohypertrophy,lipohypertrophy prurigo hyperhidrosis dry skin,1
INTELENCE,lipohypertrophy,Disorders night lipohypertrophy,1
INTELENCE,lipohypertrophy,lipohypertrophy prurigo hyperhidrosis dry skin,1
INTELENCE,lipohypertrophy,lipohypertrophy prurigo hyperhidrosis dry,1
INTELENCE,lipohypertrophy,Disorders night sweats,0
INTELENCE,lipohypertrophy,Subcutaneous Tissue Disorders night lipohypertrophy prurigo hyperhidrosis,1
INTELENCE,lipohypertrophy,Disorders night sweats,0
INTELENCE,lipohypertrophy,Tissue Disorders night sweats,0
INTELENCE,lipohypertrophy,hyperhidrosis dry skin swelling face Additional ADRs of at least moderate,0
INTELENCE,prurigo,prurigo hyperhidrosis dry skin swelling face,1
INTELENCE,prurigo,prurigo hyperhidrosis dry skin swelling face,1
INTELENCE,prurigo,prurigo hyperhidrosis dry skin swelling,1
INTELENCE,prurigo,prurigo hyperhidrosis,1
INTELENCE,hyperhidrosis,lipohypertrophy prurigo,0
INTELENCE,swelling face,swelling face,1
INTELENCE,swelling face,lipohypertrophy prurigo hyperhidrosis dry swelling face,1
INTELENCE,swelling face,Tissue Disorders night sweats lipohypertrophy prurigo hyperhidrosis dry skin,0
INTELENCE,swelling face,lipohypertrophy prurigo hyperhidrosis dry,0
INTELENCE,swelling face,hyperhidrosis,0
INTELENCE,swelling face,Disorders night sweats lipohypertrophy prurigo hyperhidrosis dry skin,0
INTELENCE,swelling face,d Subcutaneous Tissue Disorders night,0
INTELENCE,acquired lipodystrophy,of at least moderate,0
INTELENCE,acquired lipodystrophy,haemorrhagic stroke each reported in no,0
INTELENCE,acquired lipodystrophy,observed in other trials acquired lipodystrophy angioneurotic edema erythema multiforme and,1
INTELENCE,acquired lipodystrophy,haemorrhagic stroke each reported in no,0
INTELENCE,acquired lipodystrophy,stroke each reported in no,0
INTELENCE,angioneurotic edema,were acquired angioneurotic edema erythema multiforme and haemorrhagic stroke,1
INTELENCE,angioneurotic edema,stroke each reported in no,0
INTELENCE,angioneurotic edema,observed in other trials were acquired,0
INTELENCE,angioneurotic edema,stroke each reported in no more,0
INTELENCE,angioneurotic edema,acquired angioneurotic edema,1
INTELENCE,angioneurotic edema,angioneurotic edema erythema multiforme and,1
INTELENCE,angioneurotic edema,acquired angioneurotic edema,1
INTELENCE,angioneurotic edema,other trials were acquired angioneurotic,1
INTELENCE,angioneurotic edema,other trials were acquired angioneurotic edema,1
INTELENCE,angioneurotic edema,other trials were acquired angioneurotic,1
INTELENCE,angioneurotic edema,angioneurotic edema erythema multiforme,1
INTELENCE,erythema multiforme,were acquired lipodystrophy angioneurotic erythema multiforme,1
INTELENCE,erythema multiforme,erythema multiforme and haemorrhagic stroke,1
INTELENCE,erythema multiforme,no more than of subjects Laboratory Abnorma,0
INTELENCE,erythema multiforme,observed in other trials were,0
INTELENCE,erythema multiforme,observed in other trials were acquired lipodystrophy angioneurotic edema,0
INTELENCE,erythema multiforme,were acquired lipodystrophy angioneurotic erythema multiforme,1
INTELENCE,erythema multiforme,erythema multiforme and haemorrhagic,1
INTELENCE,erythema multiforme,erythema multiforme,1
INTELENCE,ALT abnormalities,enroll AST,0
INTELENCE,ALT abnormalities,ALT abnormalities occurred more frequently,1
INTELENCE,ALT abnormalities,ALT abnormalities occurred more frequently in,1
INTELENCE,ALT abnormalities,ALT abnormalities occurred more frequently,1
INTELENCE,ALT abnormalities,and,0
INTELENCE,ALT abnormalities,ALT abnormalities occurred more frequently in hepatitis,1
INTELENCE,ALT abnormalities,to enroll AST ALT abnormalities,1
INTELENCE,rash,rash which was observed more,1
INTELENCE,rash,subjects The most common adverse drug,0
INTELENCE,rash,adult subjects except for,0
INTELENCE,rash,least of pediatric subjects rash and diarrhea Rash,1
INTELENCE,rash,adult subjects except for,0
INTELENCE,rash,rash and diarrhea Rash was reported,1
INTELENCE,rash,subjects rash and diarrhea Rash was reported,1
INTELENCE,rash,rash and diarrhea Rash was reported,1
INTELENCE,rash,subjects,0
INTELENCE,rash,in male subjects rash,0
INTELENCE,rash,more frequently in,0
INTELENCE,diarrhea,Grade was,0
INTELENCE,diarrhea,diarrhea Rash was,1
INTELENCE,diarrhea,common adverse drug reactions in at least of pediatric subjects were,0
INTELENCE,diarrhea,pediatric subjects were rash diarrhea Rash was reported more,1
INTELENCE,diarrhea,common adverse drug reactions in at least of pediatric subjects were,0
INTELENCE,diarrhea,diarrhea Rash was,1
INTELENCE,diarrhea,diarrhea Rash was reported,1
INTELENCE,diarrhea,diarrhea Rash was,1
INTELENCE,diarrhea,male subjects,0
INTELENCE,diarrhea,diarrhea Rash was reported more frequently,1
INTELENCE,diarrhea,diarrhea Rash was,1
INTELENCE,diarrhea,diarrhea Rash was reported more,1
INTELENCE,Rash,Rash,1
INTELENCE,Rash,of pediatric subjects were,0
INTELENCE,Rash,and Rash was reported more frequently,1
INTELENCE,Rash,of pediatric subjects were,0
INTELENCE,Rash,rash and Rash was reported more frequently,1
INTELENCE,Rash,of pediatric subjects were,0
INTELENCE,Rash,of pediatric subjects were rash and,0
INTELENCE,Rash,of pediatric subjects were rash and,0
INTELENCE,Rash,Rash,1
INTELENCE,rash,females versus males,0
INTELENCE,rash,versus males discontinuations,0
INTELENCE,rash,rash Grade was reported,1
INTELENCE,rash,versus males discontinuations,0
INTELENCE,rash,subjects than,0
INTELENCE,rash,rash Grade was reported in females,1
INTELENCE,rash,rash Grade was reported in,1
INTELENCE,rash,diarrhea Rash was reported more frequently in female subjects than in male,0
INTELENCE,rash,frequently in female subjects than in,0
INTELENCE,rash,rash Grade was reported in females,1
INTELENCE,rash,males discontinuations due,0
INTELENCE,rash,rash were reported,1
INTELENCE,Rash,in females versus Rash greater than or equal,1
INTELENCE,Rash,rash were reported,1
INTELENCE,Rash,versus Rash greater than or,1
INTELENCE,Rash,rash were reported,1
INTELENCE,Rash,Rash greater than,1
INTELENCE,Rash,than or equal to Grade occurred,0
INTELENCE,rash,of therapy Rash was,0
INTELENCE,rash,rash,1
INTELENCE,Rash,the second week of Rash was,1
INTELENCE,Rash,rash,1
INTELENCE,Rash,Rash was selflimiting,1
INTELENCE,Rash,Rash was selflimiting and generally resolved,1
INTELENCE,Rash,Rash was selflimiting and generally resolved,1
INTELENCE,Rash,week of Rash was,1
INTELENCE,Rash,Rash was selflimiting and generally resolved,1
INTELENCE,Rash,mild to moderate of,0
INTELENCE,hypersensitivity,hypersensitivity reactions including DRESS and cases,1
INTELENCE,DRESS,DRESS and cases of,1
INTELENCE,DRESS,DRESS and,1
INTELENCE,DRESS,DRESS and cases of,1
INTELENCE,DRESS,DRESS and cases of,1
INTELENCE,DRESS,see Warnings and Precautions,0
INTELENCE,DRESS,been reported,0
INTELENCE,DRESS,reactions,0
INTELENCE,DRESS,have been,0
INTELENCE,DRESS,Severe hypersensitivity reactions including,0
INTELENCE,hepatic failure,System,0
INTELENCE,hepatic failure,including DRESS,0
INTELENCE,hepatic failure,and cases hepatic,1
INTELENCE,hepatic failure,including DRESS and cases hepatic failure have,1
INTELENCE,hepatic failure,and cases hepatic,1
INTELENCE,hepatic failure,hepatic failure have been,1
INTELENCE,rhabdomyolysis,Subcutaneous Tissue,0
INTELENCE,rhabdomyolysis,rhabdomyolysis Skin,1
INTELENCE,rhabdomyolysis,Tissue Disorders Fatal cases of toxic epidermal necrolysis have,0
INTELENCE,rhabdomyolysis,rhabdomyolysis Skin and Subcutaneous,1
INTELENCE,Fatal,Fatal cases of toxic epidermal necrolysis,1
INTELENCE,Fatal,been reported see Warnings and Precautions,0
INTELENCE,Fatal,Skin and Subcutaneous Tissue Fatal cases of toxic,1
INTELENCE,Fatal,been reported see Warnings and Precautions,0
INTELENCE,toxic epidermal necrolysis,toxic epidermal necrolysis have been,1
INTELENCE,toxic epidermal necrolysis,toxic epidermal necrolysis have been reported,1
INTELENCE,toxic epidermal necrolysis,Disorders Fatal cases toxic epidermal,1
INTELENCE,toxic epidermal necrolysis,epidermal necrolysis have been reported see Warnings,1
INTELENCE,toxic epidermal necrolysis,have been,0
INTELENCE,fatal,are described in greater il,1
INTELENCE,fatal,are described in greater il in other,1
INTELENCE,fatal,are described in greater il,1
INTELENCE,fatal,described in,0
INTELENCE,fatal,The following adverse reactions are,0
INTELENCE,fatal,in greater il,1
INTELENCE,skin reactions,reactions are described in greater,0
INTELENCE,skin reactions,other sections Severe skin and hypersensitivity reactions,1
INTELENCE,skin reactions,described in greater detail in,0
INTELENCE,skin reactions,in greater detail other sections Severe skin and hypersensitivity,1
INTELENCE,skin reactions,described in greater detail in,0
INTELENCE,skin reactions,greater detail other,1
INTELENCE,skin reactions,in greater detail other sections,1
INTELENCE,skin reactions,greater detail other,1
INTELENCE,Stevens-Johnson syndrome,hypersensitivity actions [ see  Warnings  and Precautions EXCERPT,1
INTELENCE,Stevens-Johnson syndrome,greater detail other,1
INTELENCE,Stevens-Johnson syndrome,actions [ see Warnings and Precautions EXCERPT The,1
INTELENCE,Stevens-Johnson syndrome,skin and hypersensitivity actions [ see  Warnings  and Precautions EXCERPT The most,1
INTELENCE,Stevens-Johnson syndrome,actions [ see Warnings and Precautions EXCERPT The,1
INTELENCE,Stevens-Johnson syndrome,[ see Warnings and Precautions,1
INTELENCE,Stevens-Johnson syndrome,Precautions EXCERPT The most common adverse drug,0
INTELENCE,Stevens-Johnson syndrome,other sections Severe skin and,0
INTELENCE,Stevens-Johnson syndrome,Precautions EXCERPT,0
INTELENCE,hypersensitivity reaction,d Precautions (5.1),1
INTELENCE,hypersensitivity reaction,Precautions (5.1) ]. EXCERPT The most common,1
INTELENCE,hypersensitivity reaction,an,0
INTELENCE,hypersensitivity reaction,The most common,0
INTELENCE,hypersensitivity reaction,d Precautions (5.1) ]. EXCERPT The,1
INTELENCE,hypersensitivity reaction,see Warnings d Precautions (5.1)   ]. ,1
INTELENCE,hypersensitivity reaction,d Precautions (5.1) ]. EXCERPT The,1
INTELENCE,hypersensitivity reaction,adverse drug reactions of moderate to severe,0
INTELENCE,hypersensitivity reaction,sections Severe skin,0
INTELENCE,hypersensitivity reaction,sections,0
INTELENCE,hypersensitivity reaction,of moderate to severe intensity,0
INTELENCE,toxic epidermal necrolysis,The most c,1
INTELENCE,toxic epidermal necrolysis,skin and,0
INTELENCE,toxic epidermal necrolysis,least which occurred at,0
INTELENCE,erythema multiforme,drug react ions of moderate to severe,1
INTELENCE,erythema multiforme,adverse drug react ions of moderate to,1
INTELENCE,erythema multiforme,EXCERPT The,0
INTELENCE,erythema multiforme,adverse drug,1
INTELENCE,erythema multiforme,reactions,0
INTELENCE,erythema multiforme,Precautions EXCERPT The most common,0
INTELENCE,fatal,"ts, L P at JANSSEN",1
INTELENCE,fatal,"ts, L P",1
INTELENCE,fatal,"ts, L P at JANSSEN",1
INTELENCE,fatal,"ADVERSE REACTIONS contact Janssen ts,",1
INTELENCE,skin reactions,report SUSPECTED ADVERSE REACTIONS contact,0
INTELENCE,Stevens-Johnson syndrome,Products LP at JANSSEN or FDA at FDA,0
INTELENCE,Stevens-Johnson syndrome,contact Janssen Products LP at JANSSEN or,0
INTELENCE,Stevens-Johnson syndrome,clinical trials are conducted u,0
INTELENCE,toxic epidermal necrolysis,at FDA,0
INTELENCE,toxic epidermal necrolysis,or tch . 6.1,1
INTELENCE,toxic epidermal necrolysis,Experience Adults Because clinical trials are,0
INTELENCE,toxic epidermal necrolysis,"or tch  .  



 

  6.1 Clini cal",1
INTELENCE,toxic epidermal necrolysis,Experience Adults Because clinical trials are,0
INTELENCE,toxic epidermal necrolysis,"or tch  .  



 

  6.1 Clini cal Trials",1
INTELENCE,toxic epidermal necrolysis,Experience Adults Because clinical trials are,0
INTELENCE,toxic epidermal necrolysis,"or tch  .  



 

  6.1 Clini cal Trials Experience Adults Because",1
INTELENCE,toxic epidermal necrolysis,Experience Adults Because clinical trials are,0
INTELENCE,toxic epidermal necrolysis,. 6.1 Clini cal Trials Experience,1
INTELENCE,toxic epidermal necrolysis,"tch  .  



 

  6.1 Clini cal Trials Experience Adults",1
INTELENCE,toxic epidermal necrolysis,. 6.1 Clini cal Trials Experience,1
INTELENCE,erythema multiforme,or FDA,0
INTELENCE,erythema multiforme,Experience: A dults,1
INTELENCE,erythema multiforme,wwwfdagovmedwatch Clinical rials Experience: A,1
INTELENCE,erythema multiforme,Experience: A dults,1
INTELENCE,Hypersensitivity reactions,Experience lts Because clinical tr,1
INTELENCE,Hypersensitivity reactions,Clinical Trials Experience,0
INTELENCE,Hypersensitivity reactions,FDA or wwwfdagovmedwatch Clinical,0
