drug,adverse_event,comp_term,is_overlapping,similarity
CIMZIA,seizure disorder,edema pe ripheral,1,0.5459851622581482
CIMZIA,seizure disorder,"N abdominal pain ralgia, edema pe ripheral erythema nodosum injection site",1,0.4661591053009033
CIMZIA,seizure disorder,in,0,0.5091750025749207
CIMZIA,seizure disorder,N,0,0.49361452460289
CIMZIA,optic neuritis,injection,0,0.5180561542510986
CIMZIA,optic neuritis,"pheral, erythe ma nodosum",1,0.5594513416290283
CIMZIA,optic neuritis,"pheral, erythe ma nodosum injection",1,0.5384237766265869
CIMZIA,optic neuritis,upper,0,0.44863516092300415
CIMZIA,optic neuritis,peri,0,0.4689004123210907
CIMZIA,optic neuritis,"pheral, erythe ma",1,0.43122193217277527
CIMZIA,optic neuritis,arthralgia,0,0.5509368181228638
CIMZIA,peripheral neuropathy,edema peripheral erythema nod,0,0.6740612387657166
CIMZIA,peripheral neuropathy,pain pain in extremity and upper respiratory,0,0.5927523374557495
CIMZIA,peripheral neuropathy,"osum, injection site",1,0.5187067985534668
CIMZIA,peripheral neuropathy,pain in extremity and upper respiratory,0,0.6029672622680664
CIMZIA,peripheral neuropathy,infection The,0,0.4944852590560913
CIMZIA,peripheral neuropathy,"peripheral erythema osum, injection site  erythema injection site",1,0.6320222616195679
CIMZIA,peripheral neuropathy,site,0,0.4996761977672577
CIMZIA,peripheral neuropathy,pain pain in extremity,0,0.6341931819915771
CIMZIA,peripheral neuropathy,"osum, injection site  erythema injection site",1,0.5291392803192139
CIMZIA,peripheral neuropathy,"peripheral erythema osum, injection site  erythema injection site pain pain",1,0.6508708000183105
CIMZIA,pancytopenia,percentage of patients with to certolizu mab pegol detectable on at,1,0.5353158712387085
CIMZIA,pancytopenia,pain pain in extremity,0,0.4937095642089844
CIMZIA,pancytopenia,to certolizu mab pegol,1,0.5005062818527222
CIMZIA,pancytopenia,with to certolizu mab pegol detectable,1,0.5256402492523193
CIMZIA,pancytopenia,with to certolizu,1,0.471379816532135
CIMZIA,aplastic anemia,tectable on at least one occasion was,1,0.48150551319122314
CIMZIA,aplastic anemia,overall percentage of patients with,0,0.4996573030948639
CIMZIA,aplastic anemia,of patients with antibodies to,0,0.5258045196533203
CIMZIA,aplastic anemia,percentage of patients,0,0.44790637493133545
CIMZIA,aplastic anemia,certolizumab pegol tectable on at  least one,1,0.5186043381690979
CIMZIA,aplastic anemia,certolizumab pegol tectable on at  least one occasion,1,0.5135307312011719
CIMZIA,aplastic anemia,certolizumab pegol tectable,1,0.5038027167320251
CIMZIA,aplastic anemia,on at least one occasion,1,0.47493672370910645
CIMZIA,Adverse reactions of the hematologic system,antibodies with,0,0.5784438848495483
CIMZIA,Adverse reactions of the hematologic system,of,0,0.47799330949783325
CIMZIA,Adverse reactions of the hematologic system,was  in the rheumatoid arthritis placebo-contro lled trials Approximately one,1,0.5160240530967712
CIMZIA,Adverse reactions of the hematologic system,in the rheumatoid arthritis placebo-contro lled trials Approximately one,1,0.5144640207290649
CIMZIA,Adverse reactions of the hematologic system,in the rheumatoid arthritis placebo-contro,1,0.5252948999404907
CIMZIA,Adverse reactions of the hematologic system,occasion,0,0.4636346697807312
CIMZIA,Adverse reactions of the hematologic system,arthritis placebo-contro lled trials,1,0.5022271871566772
CIMZIA,Adverse reactions of the hematologic system,arthritis placebo-contro lled,1,0.5167166590690613
CIMZIA,Adverse reactions of the hematologic system,ents with antibodies to certolizumab pegol,0,0.5744310617446899
CIMZIA,Adverse reactions of the hematologic system,on at least one occasion was,0,0.49670863151550293
CIMZIA,cytopenia,of in the rheumatoid arthritis,0,0.5096348524093628
CIMZIA,cytopenia,arthritis placebocontrolled trials Approximately,0,0.5348248481750488
CIMZIA,cytopenia,"Approximately one rd (3%, 3 of",1,0.4822893738746643
CIMZIA,cytopenia,one,0,0.4904499053955078
CIMZIA,cytopenia,"rd (3%, 3 of of these",1,0.4821200668811798
CIMZIA,cytopenia,of in the rheumatoid,0,0.5069729685783386
CIMZIA,cytopenia,arthritis placebocontrolled trials Approximately one,0,0.5326263308525085
CIMZIA,cytopenia,rheumatoid arthritis placebocontrolled,0,0.5271447896957397
CIMZIA,cytopenia,"trials Approximately one rd (3%, 3 of of",1,0.5307320356369019
CIMZIA,cytopenia,"one rd (3%, 3 of of these patients had",1,0.5055390000343323
CIMZIA,leukopenia,09) of the se patients,1,0.5199045538902283
CIMZIA,leukopenia,patients had antibodies with neutralizing activity in vitro Patients,0,0.49600130319595337
CIMZIA,leukopenia,trials Approximately one third 09) of,1,0.5486306548118591
CIMZIA,leukopenia,antibodies with neutralizing activity in vitro,0,0.48815053701400757
CIMZIA,leukopenia,09) of,1,0.49230486154556274
CIMZIA,leukopenia,third of,0,0.5032315254211426
CIMZIA,leukopenia,trials Approximately one third,0,0.5422123670578003
CIMZIA,leukopenia,Approximately one third 09) of the,1,0.5262571573257446
CIMZIA,pancytopenia,placebocontrolled trials Approximately,0,0.5375840663909912
CIMZIA,pancytopenia,Approximately one,0,0.4669398069381714
CIMZIA,pancytopenia,patients ha d,1,0.5141165256500244
CIMZIA,pancytopenia,placebocontrolled trials,0,0.5425204038619995
CIMZIA,pancytopenia,trials Approximately one third of of,0,0.5201137065887451
CIMZIA,pancytopenia,of patients ha,1,0.5272965431213379
CIMZIA,thrombocytopenia,vitro Patients treated with,0,0.5580168962478638
CIMZIA,infections,"X, the ACR response was",1,0.4911441504955292
CIMZIA,infections,"with concomitant X, the",1,0.5328356623649597
CIMZIA,infections,the ACR response was lower among,1,0.4923551082611084
CIMZIA,infections,"X, the ACR response was lower",1,0.45706379413604736
CIMZIA,infections,recommended CIMZIA dosage of mg,0,0.538930356502533
CIMZIA,infections,"concomitant X, the ACR",1,0.5325746536254883
CIMZIA,infections,"X, the ACR response was lower among",1,0.47675055265426636
CIMZIA,infections,d antibodi es,1,0.577829897403717
CIMZIA,infections,patients d antibodi es to allow for meaningful,1,0.6035361289978027
CIMZIA,infections,RAIII too few patients d antibodi,1,0.5527626276016235
CIMZIA,infections,ACR,0,0.52034592628479
CIMZIA,infections,RAII versus respectively In Study RAIII too few patients,0,0.5343730449676514
CIMZIA,infections,d antibodi,1,0.5475410223007202
CIMZIA,infections,es to allow for meaningful analysis of ACR,0,0.5177407264709473
CIMZIA,lupus-like syndrome,including,0,0.5265846252441406
CIMZIA,lupus-like syndrome,ELISA and are highly ent on the,1,0.5815185904502869
CIMZIA,lupus-like syndrome,the sensitiv ity and,1,0.5288615226745605
GRANIX,Splenic Rupture,of the Splenic,1,0.8083176612854004
GRANIX,Splenic Rupture,other sections of the Splenic Rupture,1,0.9024479389190674
GRANIX,Splenic Rupture,the Splenic Rupture,1,0.9832443594932556
GRANIX,Splenic Rupture,Syndrome,0,0.5408424139022827
GRANIX,Splenic Rupture,other sections of the Splenic,1,0.7673234343528748
GRANIX,Splenic Rupture,sections of the Splenic Rupture see Warnings,1,0.8781110644340515
GRANIX,Splenic Rupture,serious adverse reactions are discussed in greater detail in,0,0.5554322004318237
GRANIX,Splenic Rupture,Splenic Rupture see Warnings and,1,0.898208737373352
GRANIX,Acute Respiratory Distress Syndrome,of the labeling Splenic Rupture see,0,0.5326367616653442
GRANIX,Allergic Reactions,see Warnings and Precautions Allergic,1,0.8163412809371948
GRANIX,Capillary Leak Syndrome,Cell Disease see Warnings and Precautions,0,0.5471155047416687
GRANIX,Capillary Leak Syndrome,Warnings and Capillary Leak Syndrome see Warnings and Precautions Potential,1,0.8630930781364441
GRANIX,Capillary Leak Syndrome,Warnings and Precautions Potential for Tumor Growth Stimulatory,0,0.549015462398529
GRANIX,Capillary Leak Syndrome,Precautions,0,0.5585256218910217
GRANIX,Tumor Growth Stimulatory Effects on Malignant Cells,and,0,0.4651455879211426
GRANIX,Tumor Growth Stimulatory Effects on Malignant Cells,Warnings and,0,0.5540750026702881
GRANIX,Tumor Growth Stimulatory Effects on Malignant Cells,Potential Tumor Growth Stimulatory Effects,1,0.9322364926338196
GRANIX,Tumor Growth Stimulatory Effects on Malignant Cells,Potential Tumor Growth Stimulatory Effects on Malignant,1,0.97028648853302
GRANIX,Tumor Growth Stimulatory Effects on Malignant Cells,Precautions Potential Tumor Growth Stimulatory Effects on Malignant Cells see Warnings and Precautions The,1,0.8957774639129639
GRANIX,Tumor Growth Stimulatory Effects on Malignant Cells,Growth Stimulatory Effects on Malignant Cells see Warnings and Precautions,1,0.9225237369537354
GRANIX,bone pain,bone pain EXCERPT,1,0.9043858051300049
GRANIX,bone pain,placebo group bone pain EXCERPT,1,0.813808798789978
GRANIX,bone pain,bone pain EXCERPT Most,1,0.8944586515426636
GRANIX,bone pain,placebo group bone pain,1,0.8271675109863281
GRANIX,bone pain,at the recommended dose and was numerically two times more frequent than,0,0.5034443736076355
GRANIX,bone pain,the placebo group bone,1,0.7387629747390747
GRANIX,bone pain,the placebo group bone pain,1,0.8293262720108032
GRANIX,bone pain,EXCERPT Most,0,0.4657341241836548
GRANIX,bone pain,two times more,0,0.45151206851005554
GRANIX,bone pain,at or FDA,0,0.473807156085968
GRANIX,bone pain,placebo group was bone pain EXCERPT Most common adverse reaction,0,0.7448670864105225
GRANIX,bone pain,pain,0,0.8075032234191895
GRANIX,bone pain,reaction to GRANIX bone pain To report SUSPECTED ADVERSE,1,0.7708643674850464
GRANIX,bone pain,REACTIONS contact TEVA at or FDA,0,0.5070957541465759
GRANIX,bone pain,reaction to GRANIX bone pain To report SUSPECTED ADVERSE REACTIONS,1,0.752701997756958
GRANIX,bone pain,bone pain To report SUSPECTED,1,0.8725457191467285
GRANIX,bone pain,REACTIONS contact TEVA at or FDA at,0,0.5122771263122559
GRANIX,bone pain,bone pain To report SUSPECTED ADVERSE,1,0.8531376123428345
GRANIX,Bone pain,Bone pain was the most frequent,1,0.8801906108856201
GRANIX,Bone pain,reaction that occurred in,0,0.5090715885162354
GRANIX,Bone pain,L after nadir was Bone pain was the most frequent,1,0.8302366137504578
GRANIX,Bone pain,Bone pain,1,1.0000001192092896
GRANIX,Bone pain,Bone pain was,1,0.9594427347183228
GRANIX,Bone pain,Bone pain was the most,1,0.9081007838249207
GRANIX,Bone pain,tinued to a maximum of days or until an ANC of x L after nadir,0,0.4808861315250397
GRANIX,Bone pain,to a maximum of days or until an ANC of x L after nadir,0,0.47078728675842285
GRANIX,Bone pain,Bone pain was the most frequent treatmentemergent,1,0.8293794393539429
GRANIX,bone pain,placebo,0,0.5685698986053467
GRANIX,bone pain,overall incidence,0,0.5026327967643738
GRANIX,bone pain,incidence bone pain in Cycle of treatment was,1,0.7999882698059082
GRANIX,bone pain,bone pain in Cycle of treatment was,1,0.8402937650680542
GRANIX,bone pain,The overall incidence bone pain,1,0.8620142340660095
GRANIX,bone pain,numerically two times more frequent than in the placebo,0,0.5273891687393188
GRANIX,bone pain,of,0,0.48049741983413696
GRANIX,bone pain,bone pain,1,1.0000001192092896
GRANIX,bone pain,overall incidence of,0,0.5138037204742432
GRANIX,bone pain,incidence bone,1,0.7291027307510376
GRANIX,leukocytosis,Reactions Other adverse,0,0.5398892164230347
GRANIX,leukocytosis,leukocytosis were reported,1,0.920661449432373
GRANIX,leukocytosis,Other,0,0.4995567202568054
GRANIX,leukocytosis,complications attributable leukocytosis,1,0.8468927145004272
GRANIX,leukocytosis,leukocytosis,1,1.0000001192092896
GRANIX,leukocytosis,GRANIX No complications attributable leukocytosis were,1,0.7533527612686157
GRANIX,leukocytosis,were reported in clinical studies Additional Adverse Reactions Other adverse reactions kno,0,0.536665141582489
GRANIX,leukocytosis,No complications attributable leukocytosis were reported,1,0.8201865553855896
GRANIX,leukocytosis,s than,0,0.4921925663948059
GRANIX,myalgia,myalgia headache vomiting,1,0.7926223874092102
GRANIX,myalgia,factors myalgia,1,0.8717954158782959
GRANIX,myalgia,acute febrile neutrophilic dermatosis,0,0.4704969525337219
GRANIX,myalgia,colonystimulating factors myalgia,1,0.7974247932434082
GRANIX,myalgia,myalgia headache vomiting Sweets syndrome acute,1,0.7718905210494995
GRANIX,headache,headache vomiting Sweets,1,0.7728416323661804
GRANIX,headache,myalgia headache vomiting Sweets syndrome acute,1,0.6895432472229004
GRANIX,headache,include headache vomiting Sweets syndrome acute febrile,1,0.6925654411315918
GRANIX,vomiting,vomiting Sweets syndrome,1,0.7864394187927246
GRANIX,vomiting,myalgia,0,0.5050665140151978
GRANIX,Sweet's syndrome,include myalgia headache Sweet's syndrome acute febrile neutrophilic dermatosis,1,0.7861348390579224
GRANIX,Sweet's syndrome,myalgia,0,0.5368248820304871
GRANIX,Sweet's syndrome,acute,0,0.47869938611984253
GRANIX,acute febrile neutrophilic dermatosis,myalgia headache vomiting Sweets acute febrile neutrophilic dermatosis cutaneous vasculitis and thrombocytopenia,1,0.7633611559867859
GRANIX,acute febrile neutrophilic dermatosis,acute,0,0.6362512111663818
GRANIX,acute febrile neutrophilic dermatosis,with all therapeutic pr,0,0.4933716356754303
GRANIX,acute febrile neutrophilic dermatosis,include myalgia headache vomiting Sweets syndrome,0,0.4940764904022217
GRANIX,acute febrile neutrophilic dermatosis,febrile neutrophilic dermatosis cutaneous vasculitis and thrombocytopenia Immunogenicity,1,0.8317227363586426
GRANIX,acute febrile neutrophilic dermatosis,neutrophilic dermatosis cutaneous vasculitis and thrombocytopenia,1,0.798305869102478
GRANIX,acute febrile neutrophilic dermatosis,vomiting Sweets acute febrile,1,0.699962854385376
GRANIX,acute febrile neutrophilic dermatosis,vomiting Sweets,0,0.4796549081802368
GRANIX,acute febrile neutrophilic dermatosis,vasculitis and thrombocytopenia Immunogenicity As,0,0.5817142724990845
GRANIX,acute febrile neutrophilic dermatosis,Immunogenicity As with,0,0.5107859969139099
GRANIX,acute febrile neutrophilic dermatosis,vomiting Sweets acute febrile neutrophilic,1,0.7717638611793518
GRANIX,cutaneous vasculitis,neutrophilic cutaneous vasculitis and thrombocytopenia Immunogenicity As with,1,0.8052796125411987
GRANIX,cutaneous vasculitis,vomiting Sweets acute febrile neutrophilic,1,0.5431904792785645
GRANIX,cutaneous vasculitis,neutrophilic cutaneous vasculitis,1,0.9012846350669861
GRANIX,cutaneous vasculitis,neutrophilic cutaneous vasculitis and thrombocytopenia Immunogenicity,1,0.8118804693222046
GRANIX,cutaneous vasculitis,acute febrile neutrophilic cutaneous vasculitis and thrombocytopenia Immunogenicity,1,0.788192629814148
GRANIX,thrombocytopenia,vasculitis thrombocytopenia Immunogenicity As with all,1,0.7435705661773682
GRANIX,thrombocytopenia,neutrophilic cutaneous vasculitis,1,0.5778549313545227
GRANIX,Splenic Rupture,potential ser,0,0.5496192574501038
GRANIX,Splenic Rupture,ious adverse re actions,1,0.46541744470596313
GRANIX,Splenic Rupture,following potential ious adverse,1,0.5190026760101318
GRANIX,Splenic Rupture,The following potential ser,0,0.5424739122390747
GRANIX,Splenic Rupture,discussed in greater detail in other sections of the,0,0.46957892179489136
GRANIX,Splenic Rupture,following potential ious adverse re,1,0.5250676274299622
GRANIX,Splenic Rupture,actions are discussed in greater detail in other sections of the labeling Splenic,0,0.691200852394104
GRANIX,Acute Respiratory Distress Syndrome,Rupture see Warnings and Precautions Acute,0,0.5968308448791504
GRANIX,Acute Respiratory Distress Syndrome,Precautions Acute,0,0.5823783278465271
GRANIX,Acute Respiratory Distress Syndrome,potential serious adverse reactions are discussed in greater,0,0.5612133741378784
GRANIX,Acute Respiratory Distress Syndrome,in other se,0,0.4807163178920746
GRANIX,Acute Respiratory Distress Syndrome,labeling: Spleni c,1,0.48000216484069824
GRANIX,Acute Respiratory Distress Syndrome,ctions of the labeling: Spleni c Rupture see Warnings and,1,0.523637056350708
GRANIX,ARDS,reactions are discussed,0,0.5465035438537598
GRANIX,ARDS,Rupt,1,0.572808563709259
GRANIX,ARDS,the labeling Rupt ure see Warnings and Precautions,1,0.5178515911102295
GRANIX,ARDS,Rupt ure see Warnings,1,0.5696099400520325
GRANIX,ARDS,Rupt ure see Warnings and Precautions,1,0.5714994072914124
GRANIX,ARDS,labeling Rupt ure see Warnings and Precautions,1,0.5442532300949097
GRANIX,ARDS,Rupt ure see Warnings and,1,0.5627696514129639
GRANIX,Allergic reactions,Acute,0,0.5708471536636353
GRANIX,Allergic reactions,see Warnings and,0,0.5639482736587524
GRANIX,Allergic reactions,Precautions Acute Respiratory Distress [,1,0.5908478498458862
GRANIX,Allergic reactions,Precautions Acute Respiratory Distress [ see Warnings,1,0.6144078373908997
GRANIX,Allergic reactions,Warnings and Precautions Acute Respiratory Distress Syndrome,0,0.5946894884109497
GRANIX,Allergic reactions, [  see  Warnings  and Precautions Serious Allergic Reactions,1,0.8293511867523193
GRANIX,Allergic reactions,see Warnings,0,0.5780279636383057
GRANIX,angioneurotic edema,d Precautions (5.2),1,0.5122722387313843
GRANIX,dermatitis allergic,Serious Al lergic Reactions,1,0.5460434556007385
GRANIX,dermatitis allergic,Sickle Cell,0,0.48281386494636536
GRANIX,dermatitis allergic,Warnings and ] Serious Al,1,0.5279852151870728
GRANIX,dermatitis allergic,with Sickle Cell,0,0.45537376403808594
GRANIX,dermatitis allergic,"Warnings and   ]



  Serious Al lergic Reactions see",1,0.5864235758781433
GRANIX,dermatitis allergic,],1,0.5427864789962769
GRANIX,hypersensitivity,Cell Disease see Warnings,0,0.5543586015701294
GRANIX,hypersensitivity,stress Syndrome see Warnings and Precautions Serious Allergic Reactions,0,0.7135127782821655
GRANIX,hypersensitivity,stress Syndrome,0,0.5992937088012695
GRANIX,hypersensitivity,Allergic Reactions Warnings and Pre,1,0.7297267913818359
GRANIX,hypersensitivity,Syndrome,0,0.606599748134613
GRANIX,hypersensitivity,Allergic Reactions Warnings,1,0.7281715869903564
GRANIX,rash,Warnings and utio,1,0.5409299731254578
GRANIX,rash,Allergic Reactions Warnings,1,0.6621143817901611
GRANIX,rash,Disease see Warnings and Precautions,0,0.5944076776504517
GRANIX,rash,and Precautions Serious Allergic Reactions,0,0.6541402339935303
GRANIX,rash,utio ns,1,0.46106696128845215
GRANIX,rash,utio ns Use in,1,0.47188785672187805
GRANIX,rash,utio ns Use,1,0.46209716796875
GRANIX,rash,utio ns Use in Patients,1,0.481195330619812
GRANIX,rash,Reactions see Warnings and utio ns Use in Patients with,1,0.5806257724761963
GRANIX,pruritic rash,Warnings,0,0.5900185704231262
GRANIX,pruritic rash,Cell Disease see Warnings and,0,0.5359628200531006
GRANIX,pruritic rash,Precautions,0,0.594589352607727
GRANIX,pruritic rash,Warnings and,0,0.5662193298339844
GRANIX,pruritic rash,(5.3) ] Use in Patients,1,0.5129437446594238
GRANIX,pruritic rash,and Precautions,0,0.5595952868461609
GRANIX,urticaria,se in Pat,1,0.5414787530899048
GRANIX,urticaria,se in Pat ients with,1,0.5234993100166321
GRANIX,urticaria,utions Serious Allergic Reactions see Warnings and Precautions,0,0.6841744184494019
GRANIX,urticaria,Warnings and Precautions se,1,0.5218321084976196
GRANIX,urticaria,and Precautions se in Pat ients with Sickle Cell,1,0.48864632844924927
GRANIX,urticaria,Cell Disease see,0,0.5061143040657043
GRANIX,urticaria,Capillary Leak Syndr,0,0.5298022627830505
GRANIX,urticaria,Reactions see Warnings and Precautions,0,0.5603952407836914
GRANIX,urticaria,se in Pat ients with Sickle Cell,1,0.49073997139930725
GRANIX,Sickle cell crisis,Leak Syndrome see Warnings,0,0.553737998008728
GRANIX,Sickle cell crisis,Capillary Leak Syndrome see Warnings and,0,0.5810471773147583
GRANIX,Sickle cell crisis,Sickle ell Disease [,1,0.7959887981414795
GRANIX,Sickle cell crisis,Precautions Capillary Leak Syndrome see Warnings,0,0.5687955617904663
GRANIX,Sickle cell crisis,ell Disease [  see Warnings and Precautions,1,0.5953339338302612
GRANIX,fatal,ons ( Capillary Leak Syndrome,1,0.5163376927375793
GRANIX,fatal,Leak Syndrome see,0,0.5108762979507446
GRANIX,fatal,ons ( Capillary Leak Syndrome see Warnings,1,0.5337334871292114
GRANIX,fatal,and ons (,1,0.5162569880485535
GRANIX,Capillary Leak Syndrome,"autions (5.5)    ]



  Potential for Tumor",1,0.538698673248291
GRANIX,Capillary Leak Syndrome,and ons (,1,0.5414180755615234
GRANIX,Capillary Leak Syndrome,"see Warnings and autions (5.5)    ]



  Potential for Tumor Growth Stimulatory",1,0.5358808636665344
GRANIX,Capillary Leak Syndrome,Growth Stimulatory Effects on Malignant Cells see Warnings and,0,0.5350595712661743
GRANIX,Capillary Leak Syndrome,Cells see Warnings,0,0.5604604482650757
GRANIX,Splenic rupture,most common tre atmentemergent adverse,1,0.5262221097946167
GRANIX,Splenic rupture,common tre,1,0.4803149104118347
GRANIX,Splenic rupture,on Malignant Cells see Warnings,0,0.5504989624023438
GRANIX,Splenic rupture,and Precautions most common tre atmentemergent adverse reaction,1,0.5282703042030334
GRANIX,Splenic rupture,Cells see Warnings and Precautions The,0,0.5212593674659729
GRANIX,fatal,Precautions The most common ent a dverse reaction that,1,0.5490501523017883
GRANIX,fatal,Cells see Warnings and Precautions The,0,0.5085004568099976
GRANIX,fatal,in patients treated,0,0.525611400604248
GRANIX,fatal,Precautions,0,0.4998426139354706
GRANIX,fatal,ent a dverse reaction that occurred,1,0.6001594066619873
GRANIX,fatal,ent,1,0.5189303159713745
GRANIX,fatal,ent a dverse reaction,1,0.5879950523376465
GRANIX,fatal,common treatmentemerg,0,0.49122726917266846
GRANIX,Acute respiratory distress syndrome,TEVA at or FDA at FDA or wwwfdagovmedwatch Clin,0,0.5032907724380493
GRANIX,Acute respiratory distress syndrome,EXCERPT Most,0,0.4564349055290222
GRANIX,Acute respiratory distress syndrome,To eport,1,0.5121276378631592
GRANIX,Acute respiratory distress syndrome,GRANIX is bone,0,0.460440069437027
GRANIX,Acute respiratory distress syndrome,"ADVERSE REACTIONS,",1,0.5906864404678345
GRANIX,Acute respiratory distress syndrome,at or FDA at FDA or wwwfdagovmedwatch Clin,0,0.5104220509529114
GRANIX,Acute respiratory distress syndrome,"ADVERSE REACTIONS, contact",1,0.5497321486473083
GRANIX,Acute respiratory distress syndrome,eport SUSPECTED,1,0.5226196646690369
GRANIX,ARDS,ntac t TEVA at or FDA,1,0.48152095079421997
GRANIX,ARDS,ADVERSE REACTIONS ntac t TEVA at or FDA,1,0.4936679005622864
GRANIX,ARDS,at or FDA at FDA,0,0.5195765495300293
GRANIX,allergic reactions,red to rates in th e clinical trials of,1,0.5383783578872681
GRANIX,allergic reactions,drug cannot be,0,0.4694710075855255
GRANIX,allergic reactions,rates in th e clinical trials of,1,0.5229027271270752
GRANIX,anaphylaxis,trials of a nother drug and may not,1,0.5021592974662781
GRANIX,anaphylaxis,to rates in the trials of,1,0.515649139881134
GRANIX,fatal,age was years 95% o,1,0.4883781671524048
GRANIX,fatal,to rates in the trials of,1,0.492026686668396
GRANIX,fatal,95% o,1,0.502267599105835
GRANIX,fatal,95% o f patients were Caucasian,1,0.451948881149292
GRANIX,sickle cell crises,patients were Cau casian In the nonHodgkins lymphoma,1,0.5488032102584839
GRANIX,sickle cell crises,patients were Cau casian In,1,0.5677756071090698
GRANIX,sickle cell crises,patients were Cau casian,1,0.5561376214027405
GRANIX,Capillary leak syndrome,daily beg inning one,1,0.4308086633682251
GRANIX,Capillary leak syndrome,of days or,0,0.4735454320907593
GRANIX,Capillary leak syndrome,after chemotherapy for at least five days and continued to a maximum of days or,0,0.5280901193618774
GRANIX,Capillary leak syndrome,aneously once daily beg inning one day after chemotherapy,1,0.5273122191429138
GRANIX,CLS,nin g one,1,0.4472186267375946
GRANIX,CLS,subcutaneously once daily nin g one,1,0.45759743452072144
GRANIX,CLS,subcutaneously once daily nin,1,0.46243515610694885
GRANIX,CLS,one day after chemotherapy for at least five days and continued to,0,0.4889237880706787
GRANIX,hypotension,"or until an NC of >=10,",1,0.5217215418815613
GRANIX,hypotension,"NC of >=10, x L after nadir was",1,0.5580642223358154
GRANIX,hypotension,"NC of >=10, x L after",1,0.5393898487091064
GRANIX,hypotension,"of >=10, x",1,0.4692383408546448
GRANIX,hypotension,pain,0,0.6133730411529541
GRANIX,hypotension,days or,0,0.42225173115730286
GRANIX,hypoalbuminemia,to a maximum of days or until,0,0.45817166566848755
GRANIX,hypoalbuminemia,maximum of,0,0.4444948434829712
GRANIX,hypoalbuminemia,ANC 0 x 10  6  /L a fter,1,0.5430082678794861
GRANIX,hypoalbuminemia,0 x 10  6  /L a fter nadir was reached,1,0.5013427734375
GRANIX,hypoalbuminemia,frequent treatmentemergent adverse reaction,0,0.49962127208709717
GRANIX,hypoalbuminemia,ANC 0 x 10,1,0.5521489381790161
GRANIX,hypoalbuminemia,or until an ANC 0,1,0.5038674473762512
GRANIX,edema,of x L er na,1,0.5450005531311035
GRANIX,edema,and continued to a maximum of days or until an ANC of x L,0,0.5305584669113159
GRANIX,edema,er na dir was reached Bone pain,1,0.621832549571991
GRANIX,edema,er na dir was reached,1,0.5370903015136719
GRANIX,edema,adverse,0,0.5746562480926514
GRANIX,edema,Bone pain was the most frequent treatmentemergent adverse reaction that,0,0.5676158666610718
GRANIX,edema,was,0,0.5097800493240356
GRANIX,hemoconcentration,of days or until an ANC of x L after nadir,0,0.46162134408950806
GRANIX,hemoconcentration,reached. B one pain was the,1,0.5730180740356445
GRANIX,hemoconcentration,at,0,0.5576975345611572
GRANIX,hemoconcentration,of days or,0,0.4650549292564392
GRANIX,myeloid malignancies,less than patients with nonmyeloid malignancies,0,0.8041760921478271
GRANIX,myeloid malignancies,No complications attributable to leukocytosis were reported,1,0.6043735146522522
GRANIX,myeloid malignancies,less than patients with nonmyeloid,0,0.7493612766265869
GRANIX,myeloid malignancies,attributable to leukocytosis were reported in clinical,0,0.6626063585281372
GRANIX,myelodysplasia,less than patients with,0,0.4602687656879425
GRANIX,myelodysplasia,reported in clinical studies,0,0.49977943301200867
GRANIX,myelodysplasia,complications ibutable to le ukocytosis were reported in,1,0.600804328918457
GRANIX,myelodysplasia,receiving GRANIX No complications ibutable to le,1,0.48738062381744385
GRANIX,myelodysplasia,in clinical studies,0,0.49444031715393066
GRANIX,myelodysplasia,ibutable to le ukocytosis were reported,1,0.6031766533851624
GRANIX,myelodysplasia,less than,0,0.45094573497772217
GRANIX,myelodysplasia,erved in less than patients with nonmyeloid malignancies receiving GRANIX,0,0.5635367631912231
GRANIX,myelodysplasia,complications ibutable to le ukocytosis were,1,0.6018270254135132
TUDORZA,Paradoxical bronchospasm,see Warnings and Precautions,0,0.4816977083683014
TUDORZA,Paradoxical bronchospasm,glaucoma see Warnings,0,0.5162434577941895
TUDORZA,Paradoxical bronchospasm,Paradoxical bronchospasm see Warnings and Precautions Worsening,1,0.9197653532028198
TUDORZA,Paradoxical bronchospasm,in other Paradoxical bronchospasm,1,0.969680666923523
TUDORZA,Paradoxical bronchospasm,other Paradoxical bronchospasm see Warnings and Precautions,1,0.9133144617080688
TUDORZA,Paradoxical bronchospasm,Paradoxical bronchospasm,1,1.0
TUDORZA,Paradoxical bronchospasm,detail in other Paradoxical bronchospasm see Warnings and Precautions,1,0.9036823511123657
TUDORZA,Worsening of narrow-angle glaucoma,and Worsening of narrow-angle glaucoma see Warnings and Precautions,1,0.9174565076828003
TUDORZA,Worsening of narrow-angle glaucoma,Paradoxical bronchospasm see Warnings and Precautions Worsening,1,0.6221092939376831
TUDORZA,Worsening of narrow-angle glaucoma,other sections Paradoxical bronchospasm see Warnings and,0,0.5625616312026978
TUDORZA,Worsening of narrow-angle glaucoma,Worsening of narrow-angle glaucoma see Warnings and,1,0.9481006860733032
TUDORZA,Worsening of narrow-angle glaucoma,Warnings and Precautions Worsening of urinary retention see Warnings and,0,0.6194921731948853
TUDORZA,Worsening of narrow-angle glaucoma,Worsening of narrow-angle glaucoma see Warnings and Precautions Worsening,1,0.9415229558944702
TUDORZA,Worsening of narrow-angle glaucoma,and Worsening,1,0.7103160619735718
