section_id,reaction_string,drug_name,meddra_pt,meddra_pt_id,meddra_llt,meddra_llt_id,section_name,section,str,discontinuous_term,negated_term,meddra_exact_term
S3,abnormalities in the electroretinogram,POTIGA,Retinogram abnormal,10059663.0,Electroretinogram abnormal,10052533.0,warnings and precautions,S3,abnormalities in the electroretinogram,0.0,0.0,0
S3,abnormalities in electrooculogram,POTIGA,Electrooculogram abnormal,10014456.0,,,warnings and precautions,S3,abnormalities in electrooculogram,1.0,0.0,0
S3,abnormal fluorescein angiography,POTIGA,Angiogram abnormal,10060956.0,Fluorescein angiography abnormal,10016813.0,warnings and precautions,S3,abnormal fluorescein angiography,0.0,0.0,0
S3,diminished sensitivity on visual field,POTIGA,Visual field defect,10047555.0,,,warnings and precautions,S3,diminished sensitivity on visual field,0.0,0.0,0
S3,retinal abnormalities,POTIGA,Retinal disorder,10038853.0,,,warnings and precautions,S3,retinal abnormalities,0.0,0.0,0
S3,urinary retention,POTIGA,Urinary retention,10046555.0,,,warnings and precautions,S3,urinary retention,0.0,0.0,1
S3,urinary retention,POTIGA,Urinary retention,10046555.0,,,warnings and precautions,S3,urinary retention,0.0,0.0,1
S3,urinary retention,POTIGA,Urinary retention,10046555.0,,,warnings and precautions,S3,urinary retention,0.0,0.0,1
S3,hydronephrosis,POTIGA,Hydronephrosis,10020524.0,,,warnings and precautions,S3,hydronephrosis,0.0,1.0,1
S3,renal function impairment,POTIGA,Renal impairment,10062237.0,Impaired renal function,10021523.0,warnings and precautions,S3,renal function impairment,0.0,0.0,0
S3,hydronephrosis,POTIGA,Hydronephrosis,10020524.0,,,warnings and precautions,S3,hydronephrosis,0.0,1.0,1
S3,urinary retention,POTIGA,Urinary retention,10046555.0,,,warnings and precautions,S3,urinary retention,0.0,0.0,1
S3,urinary hesitation,POTIGA,Urinary hesitation,10046542.0,,,warnings and precautions,S3,urinary hesitation,0.0,0.0,1
S3,dysuria,POTIGA,Dysuria,10013990.0,,,warnings and precautions,S3,dysuria,0.0,0.0,1
S3,skin discoloration,POTIGA,Skin discolouration,10040829.0,Skin discoloration,10040828.0,warnings and precautions,S3,skin discoloration,1.0,0.0,1
S3,skin discoloration,POTIGA,Skin discolouration,10040829.0,Skin discoloration,10040828.0,warnings and precautions,S3,skin discoloration,1.0,0.0,1
S3,discoloration of the palate,POTIGA,Oral mucosal discolouration,10030996.0,Oral mucosal discoloration,10066247.0,warnings and precautions,S3,discoloration of the palate,0.0,0.0,0
S3,discoloration of the sclera,POTIGA,Scleral discolouration,10039696.0,Scleral discoloration,10055535.0,warnings and precautions,S3,discoloration of the sclera,1.0,0.0,0
S3,discoloration of the conjunctiva,POTIGA,Conjunctival discolouration,10010712.0,Conjunctival discoloration,10010711.0,warnings and precautions,S3,discoloration of the conjunctiva,1.0,0.0,0
S3,skin discoloration,POTIGA,Skin discolouration,10040829.0,Skin discoloration,10040828.0,warnings and precautions,S3,skin discoloration,1.0,0.0,1
S3,skin discoloration,POTIGA,Skin discolouration,10040829.0,Skin discoloration,10040828.0,warnings and precautions,S3,skin discoloration,1.0,0.0,1
S3,nail discoloration,POTIGA,Nail discolouration,10028692.0,Nail discoloration,10028691.0,warnings and precautions,S3,nail discoloration,1.0,0.0,1
S3,lip discoloration,POTIGA,Lip discolouration,10024549.0,Lip discoloration,10055532.0,warnings and precautions,S3,lip discoloration,1.0,0.0,1
S3,mucous membrane discoloration,POTIGA,Mucosal discolouration,10054877.0,Mucosal discoloration,10054905.0,warnings and precautions,S3,mucous membrane discoloration,0.0,0.0,0
S3,retinal pigmentary abnormalities,POTIGA,Retinal degeneration,10038845.0,Retinal pigment degeneration,10038892.0,warnings and precautions,S3,retinal pigmentary abnormalities,0.0,0.0,0
S3,skin discoloration,POTIGA,Skin discolouration,10040829.0,Skin discoloration,10040828.0,warnings and precautions,S3,skin discoloration,1.0,0.0,1
S3,nail discoloration,POTIGA,Nail discolouration,10028692.0,Nail discoloration,10028691.0,warnings and precautions,S3,nail discoloration,1.0,0.0,1
S3,lip discoloration,POTIGA,Lip discolouration,10024549.0,Lip discoloration,10055532.0,warnings and precautions,S3,lip discoloration,1.0,0.0,1
S3,mucous membrane discoloration,POTIGA,Mucosal discolouration,10054877.0,Mucosal discoloration,10054905.0,warnings and precautions,S3,mucous membrane discoloration,0.0,0.0,0
S3,retinal pigmentary abnormalities,POTIGA,Retinal degeneration,10038845.0,Retinal pigment degeneration,10038892.0,warnings and precautions,S3,retinal pigmentary abnormalities,0.0,0.0,0
S3,skin abnormalities,POTIGA,Skin texture abnormal,10075267.0,,,warnings and precautions,S3,skin abnormalities,0.0,0.0,0
S3,confusional state,POTIGA,Confusional state,10010305.0,,,warnings and precautions,S3,confusional state,0.0,0.0,1
S3,psychotic symptoms,POTIGA,Psychotic behaviour,10037249.0,Psychotic behavior,10067568.0,warnings and precautions,S3,psychotic symptoms,0.0,0.0,0
S3,hallucinations,POTIGA,Hallucination,10019063.0,Hallucinations,10019077.0,warnings and precautions,S3,hallucinations,0.0,0.0,1
S3,hallucinations,POTIGA,Hallucination,10019063.0,Hallucinations,10019077.0,warnings and precautions,S3,hallucinations,0.0,0.0,1
S3,psychosis,POTIGA,Psychotic disorder,10061920.0,Psychosis,10037234.0,warnings and precautions,S3,psychosis,0.0,0.0,1
S3,psychosis,POTIGA,Psychotic disorder,10061920.0,Psychosis,10037234.0,warnings and precautions,S3,psychosis,0.0,0.0,1
S3,psychiatric symptoms,POTIGA,Psychiatric symptom,10061472.0,,,warnings and precautions,S3,psychiatric symptoms,0.0,0.0,0
S3,psychosis,POTIGA,Psychotic disorder,10061920.0,Psychosis,10037234.0,warnings and precautions,S3,psychosis,0.0,0.0,1
S3,hallucinations,POTIGA,Hallucination,10019063.0,Hallucinations,10019077.0,warnings and precautions,S3,hallucinations,0.0,0.0,1
S3,neuropsychiatric symptoms,POTIGA,,,,,warnings and precautions,S3,neuropsychiatric symptoms,0.0,0.0,0
S3,confusional state,POTIGA,Confusional state,10010305.0,,,warnings and precautions,S3,confusional state,0.0,0.0,1
S3,psychosis,POTIGA,Psychotic disorder,10061920.0,Psychosis,10037234.0,warnings and precautions,S3,psychosis,0.0,0.0,1
S3,hallucinations,POTIGA,Hallucination,10019063.0,Hallucinations,10019077.0,warnings and precautions,S3,hallucinations,0.0,0.0,1
S3,hallucinations,POTIGA,Hallucination,10019063.0,Hallucinations,10019077.0,warnings and precautions,S3,hallucinations,0.0,0.0,1
S3,visual hallucinations,POTIGA,"Hallucination, visual",10019075.0,Visual hallucinations,10047570.0,warnings and precautions,S3,visual hallucinations,1.0,0.0,1
S3,auditory hallucinations,POTIGA,"Hallucination, auditory",10019070.0,Auditory hallucinations,10003785.0,warnings and precautions,S3,auditory hallucinations,1.0,0.0,1
S3,mixed hallucinations,POTIGA,"Hallucinations, mixed",10019079.0,,,warnings and precautions,S3,mixed hallucinations,0.0,0.0,0
S3,dizziness,POTIGA,Dizziness,10013573.0,,,warnings and precautions,S3,dizziness,0.0,0.0,1
S3,somnolence,POTIGA,Somnolence,10041349.0,,,warnings and precautions,S3,somnolence,0.0,0.0,1
S3,dizziness,POTIGA,Dizziness,10013573.0,,,warnings and precautions,S3,dizziness,0.0,0.0,1
S3,somnolence,POTIGA,Somnolence,10041349.0,,,warnings and precautions,S3,somnolence,0.0,0.0,1
S3,dizziness,POTIGA,Dizziness,10013573.0,,,warnings and precautions,S3,dizziness,0.0,0.0,1
S3,somnolence,POTIGA,Somnolence,10041349.0,,,warnings and precautions,S3,somnolence,0.0,0.0,1
S3,dizziness,POTIGA,Dizziness,10013573.0,,,warnings and precautions,S3,dizziness,0.0,0.0,1
S3,somnolence,POTIGA,Somnolence,10041349.0,,,warnings and precautions,S3,somnolence,0.0,0.0,1
S3,qt prolongation,POTIGA,Electrocardiogram QT prolonged,10014387.0,QT prolonged,10037705.0,warnings and precautions,S3,qt prolongation,0.0,0.0,0
S3,qt-prolonging,POTIGA,Electrocardiogram QT prolonged,10014387.0,QT prolonged,10037705.0,warnings and precautions,S3,qt-prolonging,0.0,0.0,0
S3,suicidal thoughts,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal thoughts,0.0,0.0,0
S3,suicidal behavior,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behavior,1.0,0.0,1
S3,suicidal thinking,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal thinking,0.0,0.0,0
S3,suicidal behavior,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behavior,1.0,0.0,1
S3,suicidal behavior,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behavior,1.0,0.0,1
S3,suicidal ideation,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal ideation,1.0,0.0,1
S3,suicidal thinking,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal thinking,0.0,0.0,0
S3,suicidal behavior,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behavior,1.0,0.0,1
S3,suicides,POTIGA,Completed suicide,10010144.0,Suicide,10042462.0,warnings and precautions,S3,suicides,0.0,0.0,0
S3,suicide,,,,,,,,,,,0
S3,suicidal thoughts,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal thoughts,0.0,0.0,0
S3,suicidal behavior,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behavior,1.0,0.0,1
S3,suicidal thoughts,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal thoughts,0.0,0.0,0
S3,suicidal behavior,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behavior,1.0,0.0,1
S3,suicidal thoughts,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal thoughts,0.0,0.0,0
S3,suicidal behaviors,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behaviors,1.0,0.0,0
S3,suicidal thoughts,POTIGA,Suicidal ideation,10042458.0,,,warnings and precautions,S3,suicidal thoughts,0.0,0.0,0
S3,suicidal behavior,POTIGA,Suicidal behaviour,10065604.0,Suicidal behavior,10065607.0,warnings and precautions,S3,suicidal behavior,1.0,0.0,1
S1,death,BREO,Death,10011906.0,,,adverse reactions,S1,death,0.0,0.0,1
S1,death,BREO,Death,10011906.0,,,adverse reactions,S1,death,0.0,0.0,1
S1,deaths,,,,,,,,,,,0
S1,candida albicans infection,BREO,Candida infection,10074170.0,Candida albicans infection,10054230.0,adverse reactions,S1,candida albicans infection,0.0,0.0,1
S1,pneumonia,BREO,Pneumonia,10035664.0,,,adverse reactions,S1,pneumonia,0.0,0.0,1
S1,immunosuppression,BREO,Immunosuppression,10062016.0,,,adverse reactions,S1,immunosuppression,0.0,0.0,1
S1,hypercorticism,BREO,Hyperadrenocorticism,10020564.0,Adrenal hypercorticism,10001365.0,adverse reactions,S1,hypercorticism,0.0,0.0,0
S1,adrenal suppression,BREO,Adrenal suppression,10001382.0,,,adverse reactions,S1,adrenal suppression,0.0,0.0,1
S1,reduction in bone mineral density,BREO,Bone density decreased,10049470.0,,,adverse reactions,S1,reduction in bone mineral density,0.0,0.0,0
S1,nasopharyngitis,BREO,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0.0,0.0,1
S1,upper respiratory tract infection,BREO,Upper respiratory tract infection,10046306.0,,,adverse reactions,S1,upper respiratory tract infection,0.0,0.0,1
S1,headache,BREO,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,oral candidiasis,BREO,Oral candidiasis,10030963.0,,,adverse reactions,S1,oral candidiasis,0.0,0.0,1
S1,nasopharyngitis,BREO,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0.0,0.0,1
S1,oral candidiasis,BREO,Oral candidiasis,10030963.0,,,adverse reactions,S1,oral candidiasis,0.0,0.0,1
S1,headache,BREO,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,influenza,BREO,Influenza,10022000.0,,,adverse reactions,S1,influenza,0.0,0.0,1
S1,upper respiratory tract infection,BREO,Upper respiratory tract infection,10046306.0,,,adverse reactions,S1,upper respiratory tract infection,0.0,0.0,1
S1,bronchitis,BREO,Bronchitis,10006451.0,,,adverse reactions,S1,bronchitis,0.0,0.0,1
S1,sinusitis,BREO,Sinusitis,10040753.0,,,adverse reactions,S1,sinusitis,0.0,0.0,1
S1,oropharyngeal pain,BREO,Oropharyngeal pain,10068319.0,,,adverse reactions,S1,oropharyngeal pain,0.0,0.0,1
S1,dysphonia,BREO,Dysphonia,10013952.0,,,adverse reactions,S1,dysphonia,0.0,0.0,1
S1,cough,BREO,Cough,10011224.0,,,adverse reactions,S1,cough,0.0,0.0,1
S1,nasopharyngitis,BREO,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0.0,0.0,1
S1,upper respiratory tract infection,BREO,Upper respiratory tract infection,10046306.0,,,adverse reactions,S1,upper respiratory tract infection,0.0,0.0,1
S1,oropharyngeal candidiasis,BREO,Oropharyngeal candidiasis,10050346.0,,,adverse reactions,S1,oropharyngeal candidiasis,0.0,0.0,1
S1,headache,BREO,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,oral candidiasis,BREO,Oral candidiasis,10030963.0,,,adverse reactions,S1,oral candidiasis,0.0,0.0,1
S1,oropharyngeal candidiasis,BREO,Oropharyngeal candidiasis,10050346.0,,,adverse reactions,S1,oropharyngeal candidiasis,0.0,0.0,1
S1,candidiasis,BREO,Candida infection,10074170.0,Candidiasis,10007152.0,adverse reactions,S1,candidiasis,0.0,0.0,1
S1,fungal oropharyngitis,BREO,Oropharyngitis fungal,10061891.0,,,adverse reactions,S1,fungal oropharyngitis,0.0,0.0,0
S1,back pain,BREO,Back pain,10003988.0,,,adverse reactions,S1,back pain,0.0,0.0,1
S1,pneumonia,BREO,Pneumonia,10035664.0,,,adverse reactions,S1,pneumonia,0.0,0.0,1
S1,bronchitis,BREO,Bronchitis,10006451.0,,,adverse reactions,S1,bronchitis,0.0,0.0,1
S1,sinusitis,BREO,Sinusitis,10040753.0,,,adverse reactions,S1,sinusitis,0.0,0.0,1
S1,cough,BREO,Cough,10011224.0,,,adverse reactions,S1,cough,0.0,0.0,1
S1,oropharyngeal pain,BREO,Oropharyngeal pain,10068319.0,,,adverse reactions,S1,oropharyngeal pain,0.0,0.0,1
S1,arthralgia,BREO,Arthralgia,10003239.0,,,adverse reactions,S1,arthralgia,0.0,0.0,1
S1,influenza,BREO,Influenza,10022000.0,,,adverse reactions,S1,influenza,0.0,0.0,1
S1,pharyngitis,BREO,Pharyngitis,10034835.0,,,adverse reactions,S1,pharyngitis,0.0,0.0,1
S1,pyrexia,BREO,Pyrexia,10037660.0,,,adverse reactions,S1,pyrexia,0.0,0.0,1
S1,nasopharyngitis,BREO,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0.0,0.0,1
S1,oral candidiasis,BREO,Oral candidiasis,10030963.0,,,adverse reactions,S1,oral candidiasis,0.0,0.0,1
S1,headache,BREO,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,oropharyngeal pain,BREO,Oropharyngeal pain,10068319.0,,,adverse reactions,S1,oropharyngeal pain,0.0,0.0,1
S1,dysphonia,BREO,Dysphonia,10013952.0,,,adverse reactions,S1,dysphonia,0.0,0.0,1
S1,oral candidiasis,BREO,Oral candidiasis,10030963.0,,,adverse reactions,S1,oral candidiasis,0.0,0.0,1
S1,oropharyngeal candidiasis,BREO,Oropharyngeal candidiasis,10050346.0,,,adverse reactions,S1,oropharyngeal candidiasis,0.0,0.0,1
S1,headache,BREO,Headache,10019211.0,,,adverse reactions,S1,headache,0.0,0.0,1
S1,nasopharyngitis,BREO,Nasopharyngitis,10028810.0,,,adverse reactions,S1,nasopharyngitis,0.0,0.0,1
S1,influenza,BREO,Influenza,10022000.0,,,adverse reactions,S1,influenza,0.0,0.0,1
S1,upper respiratory tract infection,BREO,Upper respiratory tract infection,10046306.0,,,adverse reactions,S1,upper respiratory tract infection,0.0,0.0,1
S1,sinusitis,BREO,Sinusitis,10040753.0,,,adverse reactions,S1,sinusitis,0.0,0.0,1
S1,bronchitis,BREO,Bronchitis,10006451.0,,,adverse reactions,S1,bronchitis,0.0,0.0,1
S1,oropharyngeal pain,BREO,Oropharyngeal pain,10068319.0,,,adverse reactions,S1,oropharyngeal pain,0.0,0.0,1
S1,cough,BREO,Cough,10011224.0,,,adverse reactions,S1,cough,0.0,0.0,1
S1,viral respiratory tract infection,BREO,Respiratory tract infection viral,10062106.0,,,adverse reactions,S1,viral respiratory tract infection,0.0,0.0,0
S1,pharyngitis,BREO,Pharyngitis,10034835.0,,,adverse reactions,S1,pharyngitis,0.0,0.0,1
S1,pyrexia,BREO,Pyrexia,10037660.0,,,adverse reactions,S1,pyrexia,0.0,0.0,1
S1,arthralgia,BREO,Arthralgia,10003239.0,,,adverse reactions,S1,arthralgia,0.0,0.0,1
S1,pyrexia,BREO,Pyrexia,10037660.0,,,adverse reactions,S1,pyrexia,0.0,0.0,1
S1,back pain,BREO,Back pain,10003988.0,,,adverse reactions,S1,back pain,0.0,0.0,1
S1,extrasystoles,BREO,Extrasystoles,10015856.0,,,adverse reactions,S1,extrasystoles,0.0,0.0,1
S1,upper abdominal pain,BREO,Abdominal pain upper,10000087.0,Upper abdominal pain,10046272.0,adverse reactions,S1,upper abdominal pain,0.0,0.0,1
S1,respiratory tract infection,BREO,Respiratory tract infection,10062352.0,,,adverse reactions,S1,respiratory tract infection,0.0,0.0,1
S1,allergic rhinitis,BREO,Rhinitis allergic,10039085.0,Allergic rhinitis,10001723.0,adverse reactions,S1,allergic rhinitis,0.0,0.0,1
S1,pharyngitis,BREO,Pharyngitis,10034835.0,,,adverse reactions,S1,pharyngitis,0.0,0.0,1
S1,rhinitis,BREO,Rhinitis,10039083.0,,,adverse reactions,S1,rhinitis,0.0,0.0,1
S1,arthralgia,BREO,Arthralgia,10003239.0,,,adverse reactions,S1,arthralgia,0.0,0.0,1
S1,supraventricular extrasystoles,BREO,Supraventricular extrasystoles,10042602.0,,,adverse reactions,S1,supraventricular extrasystoles,0.0,0.0,1
S1,ventricular extrasystoles,BREO,Ventricular extrasystoles,10047289.0,,,adverse reactions,S1,ventricular extrasystoles,0.0,0.0,1
S1,acute sinusitis,BREO,Acute sinusitis,10001076.0,,,adverse reactions,S1,acute sinusitis,0.0,0.0,1
S1,pneumonia,BREO,Pneumonia,10035664.0,,,adverse reactions,S1,pneumonia,0.0,0.0,1
S1,deaths,,,,,,,,,,,0
S1,palpitations,BREO,Palpitations,10033557.0,,,adverse reactions,S1,palpitations,0.0,0.0,1
S1,tachycardia,BREO,Tachycardia,10043071.0,,,adverse reactions,S1,tachycardia,0.0,0.0,1
S1,hypersensitivity reactions,BREO,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,adverse reactions,S1,hypersensitivity reactions,0.0,0.0,0
S1,anaphylaxis,BREO,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,adverse reactions,S1,anaphylaxis,0.0,0.0,1
S1,angioedema,BREO,Angioedema,10002424.0,,,adverse reactions,S1,angioedema,0.0,0.0,1
S1,rash,BREO,Rash,10037844.0,,,adverse reactions,S1,rash,0.0,0.0,1
S1,urticaria,BREO,Urticaria,10046735.0,,,adverse reactions,S1,urticaria,0.0,0.0,1
S1,muscle spasms,BREO,Muscle spasms,10028334.0,,,adverse reactions,S1,muscle spasms,0.0,0.0,1
S1,tremor,BREO,Tremor,10044565.0,,,adverse reactions,S1,tremor,0.0,0.0,1
S1,nervousness,BREO,Nervousness,10029216.0,,,adverse reactions,S1,nervousness,0.0,0.0,1
S2,death,BREO,Death,10011906.0,,,boxed warnings,S2,death,0.0,0.0,1
S2,death,BREO,Death,10011906.0,,,boxed warnings,S2,death,0.0,0.0,1
S2,death,BREO,Death,10011906.0,,,boxed warnings,S2,death,0.0,0.0,1
S2,deaths,,,,,,,,,,,0
S2,death,BREO,Death,10011906.0,,,boxed warnings,S2,death,0.0,0.0,1
S2,death,BREO,Death,10011906.0,,,boxed warnings,S2,death,0.0,0.0,1
S2,death,BREO,Death,10011906.0,,,boxed warnings,S2,death,0.0,0.0,1
S2,deaths,,,,,,,,,,,0
S2,death,BREO,Death,10011906.0,,,boxed warnings,S2,death,0.0,0.0,1
S3,death,BREO,Death,10011906.0,,,warnings and precautions,S3,death,0.0,1.0,1
S3,candida albicans infection of the mouth,BREO,Candida infection,10074170.0,Candida albicans infection,10054230.0,warnings and precautions,S3,candida albicans infection of the mouth,0.0,0.0,0
S3,candida albicans infection of the mouth,BREO,Oral fungal infection,10061324.0,Yeast infection of the mouth,10058087.0,warnings and precautions,S3,candida albicans infection of the mouth,0.0,0.0,0
S3,candida albicans infection of the pharynx,BREO,Oropharyngeal candidiasis,10050346.0,Pharyngeal candidiasis,10049651.0,warnings and precautions,S3,candida albicans infection of the pharynx,1.0,0.0,0
S3,pneumonia,BREO,Pneumonia,10035664.0,,,warnings and precautions,S3,pneumonia,0.0,1.0,1
S3,worsening of infections,BREO,Infection,10021789.0,Infection aggravated NOS,10021792.0,warnings and precautions,S3,worsening of infections,0.0,0.0,0
S3,worsening existing tuberculosis,BREO,Tuberculosis,10044755.0,Tuberculosis aggravated,10044757.0,warnings and precautions,S3,worsening existing tuberculosis,1.0,0.0,0
S3,worsening fungal infections,BREO,Fungal infection,10017533.0,,,warnings and precautions,S3,worsening fungal infections,1.0,0.0,0
S3,worsening bacterial infections,BREO,Bacterial infection,10060945.0,,,warnings and precautions,S3,worsening bacterial infections,1.0,0.0,0
S3,worsening viral infections,BREO,Viral infection,10047461.0,,,warnings and precautions,S3,worsening viral infections,1.0,0.0,0
S3,worsening parasitic infections,BREO,Infection parasitic,10021857.0,,,warnings and precautions,S3,worsening parasitic infections,1.0,0.0,0
S3,worsening ocular herpes simplex,BREO,Ophthalmic herpes simplex,10073938.0,Herpes simplex ophthalmic,10019958.0,warnings and precautions,S3,worsening ocular herpes simplex,1.0,0.0,0
S3,fatal,BREO,Death,10011906.0,,,warnings and precautions,S3,fatal,0.0,1.0,0
S3,chickenpox,BREO,Varicella,10046980.0,Chickenpox,10008505.0,warnings and precautions,S3,chickenpox,0.0,0.0,1
S3,measles,BREO,Measles,10027011.0,,,warnings and precautions,S3,measles,0.0,0.0,1
S3,impaired adrenal function,BREO,Adrenal disorder,10001347.0,Dysfunction adrenal,10013900.0,warnings and precautions,S3,impaired adrenal function,0.0,0.0,0
S3,hypercorticism,BREO,Hyperadrenocorticism,10020564.0,Adrenal hypercorticism,10001365.0,warnings and precautions,S3,hypercorticism,0.0,0.0,0
S3,adrenal suppression,BREO,Adrenal suppression,10001382.0,,,warnings and precautions,S3,adrenal suppression,0.0,0.0,1
S3,death,BREO,Death,10011906.0,,,warnings and precautions,S3,death,0.0,1.0,1
S3,death,BREO,Death,10011906.0,,,warnings and precautions,S3,death,0.0,1.0,1
S3,deaths,,,,,,,,,,,0
S3,death,BREO,Death,10011906.0,,,warnings and precautions,S3,death,0.0,1.0,1
S3,death,BREO,Death,10011906.0,,,warnings and precautions,S3,death,0.0,1.0,1
S3,death,BREO,Death,10011906.0,,,warnings and precautions,S3,death,0.0,1.0,1
S3,fatalities,BREO,Death,10011906.0,,,warnings and precautions,S3,fatalities,0.0,0.0,0
S3,infections of the mouth with candida albicans,BREO,Oral candidiasis,10030963.0,Candida of mouth,10007138.0,warnings and precautions,S3,infections of the mouth with candida albicans,1.0,0.0,0
S3,infections of the mouth with candida albicans,BREO,Candida infection,10074170.0,Candida albicans infection,10054230.0,warnings and precautions,S3,infections of the mouth with candida albicans,1.0,0.0,0
S3,infections of the pharynx with candida albicans,BREO,Candida infection,10074170.0,Candida albicans infection,10054230.0,warnings and precautions,S3,infections of the pharynx with candida albicans,1.0,0.0,0
S3,infections of the pharynx with candida albicans,BREO,Oropharyngeal candidiasis,10050346.0,Pharyngeal candidiasis,10049651.0,warnings and precautions,S3,infections of the pharynx with candida albicans,1.0,0.0,0
S3,pneumonia,BREO,Pneumonia,10035664.0,,,warnings and precautions,S3,pneumonia,0.0,1.0,1
S3,pneumonias,BREO,Pneumonia,10035664.0,,,warnings and precautions,S3,pneumonias,0.0,0.0,0
S3,pneumonia,BREO,Pneumonia,10035664.0,,,warnings and precautions,S3,pneumonia,0.0,1.0,1
S3,fatal,BREO,Death,10011906.0,,,warnings and precautions,S3,fatal,0.0,1.0,0
S3,pneumonia,BREO,Pneumonia,10035664.0,,,warnings and precautions,S3,pneumonia,0.0,1.0,1
S3,fatal,BREO,Death,10011906.0,,,warnings and precautions,S3,fatal,0.0,1.0,0
S3,pneumonia,BREO,Pneumonia,10035664.0,,,warnings and precautions,S3,pneumonia,0.0,1.0,1
S3,fatal,BREO,Death,10011906.0,,,warnings and precautions,S3,fatal,0.0,1.0,0
S3,pneumonia,BREO,Pneumonia,10035664.0,,,warnings and precautions,S3,pneumonia,0.0,1.0,1
S3,infections,,,,,,,,,,,0
S3,chickenpox,BREO,Varicella,10046980.0,Chickenpox,10008505.0,warnings and precautions,S3,chickenpox,0.0,0.0,1
S3,measles,BREO,Measles,10027011.0,,,warnings and precautions,S3,measles,0.0,0.0,1
S3,fatal,BREO,Death,10011906.0,,,warnings and precautions,S3,fatal,0.0,1.0,0
S3,hpa dysfunction,BREO,Hypothalamic pituitary adrenal axis suppression,10074052.0,,,warnings and precautions,S3,hpa dysfunction,0.0,0.0,0
S3,hypercorticism,BREO,Hyperadrenocorticism,10020564.0,Adrenal hypercorticism,10001365.0,warnings and precautions,S3,hypercorticism,0.0,0.0,0
S3,adrenal suppression,BREO,Adrenal suppression,10001382.0,,,warnings and precautions,S3,adrenal suppression,0.0,0.0,1
S3,adrenal crisis,BREO,Adrenocortical insufficiency acute,10001389.0,Adrenal crisis,10001346.0,warnings and precautions,S3,adrenal crisis,0.0,0.0,1
S3,paradoxical bronchospasm,BREO,Bronchospasm paradoxical,10006486.0,Paradoxical bronchospasm,10033770.0,warnings and precautions,S3,paradoxical bronchospasm,0.0,0.0,1
S3,paradoxical bronchospasm,BREO,Bronchospasm paradoxical,10006486.0,Paradoxical bronchospasm,10033770.0,warnings and precautions,S3,paradoxical bronchospasm,0.0,0.0,1
S3,hypersensitivity reactions,BREO,Hypersensitivity,10020751.0,Hypersensitivity reaction,10020756.0,warnings and precautions,S3,hypersensitivity reactions,0.0,0.0,0
S3,anaphylaxis,BREO,Anaphylactic reaction,10002198.0,Anaphylaxis,10002218.0,warnings and precautions,S3,anaphylaxis,0.0,0.0,1
S3,angioedema,BREO,Angioedema,10002424.0,,,warnings and precautions,S3,angioedema,0.0,0.0,1
S3,rash,BREO,Rash,10037844.0,,,warnings and precautions,S3,rash,0.0,0.0,1
S3,urticaria,BREO,Urticaria,10046735.0,,,warnings and precautions,S3,urticaria,0.0,0.0,1
S3,anaphylactic reactions,,,,,,,,,,,0
S3,increases in pulse rate,BREO,Heart rate increased,10019303.0,Pulse rate increased,10037490.0,warnings and precautions,S3,increases in pulse rate,0.0,0.0,0
S3,increases systolic blood pressure,BREO,Blood pressure systolic increased,10005760.0,,,warnings and precautions,S3,increases systolic blood pressure,1.0,0.0,0
S3,increases diastolic blood pressure,BREO,Blood pressure diastolic increased,10005739.0,,,warnings and precautions,S3,increases diastolic blood pressure,1.0,0.0,0
