drug_name,section_name,term,meddra_code
PROLIA,warnings and precautions,parathyroid surgery,
PROLIA,warnings and precautions,malabsorption syndromes,10025480.0
PROLIA,warnings and precautions,excision of small intestine,
PROLIA,warnings and precautions,severe renal impairment,
PROLIA,warnings and precautions,creatinine clearance,10011362.0
PROLIA,warnings and precautions,receiving dialysis,
PROLIA,warnings and precautions,marked elevations of serum parathyroid hormone (pth),
PROLIA,warnings and precautions,tooth extraction,10062132.0
PROLIA,warnings and precautions,local infection with delayed healing,
PROLIA,warnings and precautions,invasive dental procedures,
PROLIA,warnings and precautions,dental implants,
PROLIA,warnings and precautions,oral surgery,10051059.0
PROLIA,warnings and precautions,poor oral hygiene,10065429.0
PROLIA,warnings and precautions,periodontal and/or other pre-existing dental disease,
PROLIA,warnings and precautions,anemia,10002034.0
PROLIA,warnings and precautions,coagulopathy,10009802.0
PROLIA,warnings and precautions,infection,10021789.0
PROLIA,warnings and precautions,ill-fitting dentures,
PROLIA,warnings and precautions,extensive dental surgery,
PROLIA,warnings and precautions,atypical low-energy or low trauma fractures of the shaft,
PROLIA,warnings and precautions,prodromal pain,
PROLIA,warnings and precautions,glucocorticoids treatment,
PROLIA,warnings and precautions,thigh,
PROLIA,warnings and precautions,hip,
PROLIA,warnings and precautions,or groin pain,
PROLIA,warnings and precautions,incomplete femur fracture,
PROLIA,warnings and precautions,serious skin infections,
PROLIA,warnings and precautions,infections of the abdomen,
PROLIA,warnings and precautions,urinary tract,
PROLIA,warnings and precautions,and ear,
PROLIA,warnings and precautions,endocarditis,10014665.0
PROLIA,warnings and precautions,opportunistic infections,
PROLIA,warnings and precautions,severe and occasionally incapacitating bone,
PROLIA,warnings and precautions,joint,
PROLIA,warnings and precautions,and/or muscle pain,
PROLIA,warnings and precautions,significant suppression of bone remodeling,
PROLIA,warnings and precautions,adverse outcomes.,
BLINCYTO,adverse reactions,cytokine release syndrome,10052015.0
BLINCYTO,adverse reactions,neurological toxicities,
BLINCYTO,adverse reactions,infections,
BLINCYTO,adverse reactions,tumor lysis syndrome,10045170.0
BLINCYTO,adverse reactions,neutropenia,10029354.0
BLINCYTO,adverse reactions,febrile neutropenia,10016288.0
BLINCYTO,adverse reactions,effects on ability to drive and use machines,
BLINCYTO,adverse reactions,elevated liver enzymes,10014481.0
BLINCYTO,adverse reactions,leukoencephalopathy,10024382.0
BLINCYTO,adverse reactions,preparation and administration errors,
BLINCYTO,adverse reactions,pyrexia,10037660.0
BLINCYTO,adverse reactions,headache,10019211.0
BLINCYTO,adverse reactions,peripheral edema,10034570.0
BLINCYTO,adverse reactions,nausea,10028813.0
BLINCYTO,adverse reactions,hypokalemia,10021015.0
BLINCYTO,adverse reactions,tremor,10044565.0
BLINCYTO,adverse reactions,rash,10037844.0
BLINCYTO,adverse reactions,constipation,10010774.0
BLINCYTO,adverse reactions,pneumonia,10035664.0
BLINCYTO,adverse reactions,sepsis,10040047.0
BLINCYTO,adverse reactions,device-related infection,
BLINCYTO,adverse reactions,encephalopathy,10014625.0
BLINCYTO,adverse reactions,infection,10021789.0
BLINCYTO,adverse reactions,overdose,10033295.0
BLINCYTO,adverse reactions,confusion,10010300.0
BLINCYTO,adverse reactions,staphylococcal bacteremia,10051017.0
BLINCYTO,adverse reactions,anemia,10002034.0
BLINCYTO,adverse reactions,thrombocytopenia,10043551.0
BLINCYTO,adverse reactions,leukopenia,10024384.0
BLINCYTO,adverse reactions,diarrhea,10012735.0
BLINCYTO,adverse reactions,abdominal pain,10000081.0
BLINCYTO,adverse reactions,vomiting,10047700.0
BLINCYTO,adverse reactions,fatigue,10016256.0
BLINCYTO,adverse reactions,chills,10008531.0
BLINCYTO,adverse reactions,chest pain,10008479.0
BLINCYTO,adverse reactions,immune system disorders,10021428.0
BLINCYTO,adverse reactions,bacterial infections,
BLINCYTO,adverse reactions,fungal infections,
BLINCYTO,adverse reactions,viral infections,
BLINCYTO,adverse reactions,increased alanine aminotransferase,
BLINCYTO,adverse reactions,increased aspartate aminotransferase,
BLINCYTO,adverse reactions,increased weight,
BLINCYTO,adverse reactions,hypomagnesemia,10021027.0
BLINCYTO,adverse reactions,hyperglycemia,10020635.0
BLINCYTO,adverse reactions,decreased appetite,10061428.0
BLINCYTO,adverse reactions,hypophosphatemia,10021058.0
BLINCYTO,adverse reactions,back pain,10003988.0
BLINCYTO,adverse reactions,pain in extremity,10033425.0
BLINCYTO,adverse reactions,bone pain,10006002.0
BLINCYTO,adverse reactions,arthralgia,10003239.0
BLINCYTO,adverse reactions,dizziness,10013573.0
BLINCYTO,adverse reactions,insomnia,10022437.0
BLINCYTO,adverse reactions,cough,10011224.0
BLINCYTO,adverse reactions,dyspnea,10013968.0
BLINCYTO,adverse reactions,hypotension,10021097.0
BLINCYTO,adverse reactions,hypertension,10020772.0
BLINCYTO,adverse reactions,leukocytosis,10024378.0
BLINCYTO,adverse reactions,lymphopenia,10025327.0
BLINCYTO,adverse reactions,tachycardia,10043071.0
BLINCYTO,adverse reactions,edema,10030095.0
BLINCYTO,adverse reactions,cytokine storm,10050685.0
BLINCYTO,adverse reactions,decreased immunoglobulins,10011969.0
BLINCYTO,adverse reactions,increased blood bilirubin,
BLINCYTO,adverse reactions,increased gamma-glutamyl-transferase,
BLINCYTO,adverse reactions,tumor lysis syndrome,10045170.0
BLINCYTO,adverse reactions,hypoalbuminemia,10020942.0
BLINCYTO,adverse reactions,paresthesia,10033775.0
BLINCYTO,adverse reactions,aphasia,10002948.0
BLINCYTO,adverse reactions,convulsion,10010904.0
BLINCYTO,adverse reactions,memory impairment,10027175.0
BLINCYTO,adverse reactions,cognitive disorder,10057668.0
BLINCYTO,adverse reactions,speech disorder,10041466.0
BLINCYTO,adverse reactions,disorientation,10013395.0
BLINCYTO,adverse reactions,capillary leak syndrome,10007196.0
BLINCYTO,adverse reactions,hypersensitivity,10020751.0
BLINCYTO,adverse reactions,bronchospasm.,
BLINCYTO,boxed warnings,cytokine release syndrome,10052015.0
BLINCYTO,boxed warnings,neurological toxicities,
BLINCYTO,warnings and precautions,cytokine release syndrome,10052015.0
BLINCYTO,warnings and precautions,pyrexia,10037660.0
BLINCYTO,warnings and precautions,headache,10019211.0
BLINCYTO,warnings and precautions,nausea,10028813.0
BLINCYTO,warnings and precautions,asthenia,10003549.0
BLINCYTO,warnings and precautions,hypotension,10021097.0
BLINCYTO,warnings and precautions,increased alanine aminotransferase,
BLINCYTO,warnings and precautions,increased aspartate aminotransferase,
BLINCYTO,warnings and precautions,increased total bilirubin,
BLINCYTO,warnings and precautions,disseminated intravascular coagulation,10013442.0
BLINCYTO,warnings and precautions,capillary leak syndrome,10007196.0
BLINCYTO,warnings and precautions,hemophagocytic lymphohistiocytosis/macrophage activation syndrome,
BLINCYTO,warnings and precautions,encephalopathy,10014625.0
BLINCYTO,warnings and precautions,convulsions,10010914.0
BLINCYTO,warnings and precautions,speech disorders,
BLINCYTO,warnings and precautions,disturbances in consciousness,
BLINCYTO,warnings and precautions,confusion and disorientation,10010301.0
BLINCYTO,warnings and precautions,coordination and balance disorders,
BLINCYTO,warnings and precautions,infections,
BLINCYTO,warnings and precautions,sepsis,10040047.0
BLINCYTO,warnings and precautions,pneumonia,10035664.0
BLINCYTO,warnings and precautions,bacteremia,10003997.0
BLINCYTO,warnings and precautions,opportunistic infections,
BLINCYTO,warnings and precautions,catheter-site infections,
BLINCYTO,warnings and precautions,tumor lysis syndrome,10045170.0
BLINCYTO,warnings and precautions,neutropenia,10029354.0
BLINCYTO,warnings and precautions,febrile neutropenia,10016288.0
BLINCYTO,warnings and precautions,loss of consciousness,10024855.0
BLINCYTO,warnings and precautions,elevated liver enzymes,10014481.0
BLINCYTO,warnings and precautions,leukoencephalopathy.,
STENDRA,adverse reactions,,
STENDRA,warnings and precautions,,
XIAFLEX,adverse reactions,,
XIAFLEX,boxed warnings,corporal rupture,
XIAFLEX,boxed warnings,penile fracture,
XIAFLEX,boxed warnings,serious penile injury,
XIAFLEX,boxed warnings,penile ecchymoses,
XIAFLEX,boxed warnings,hematoma,10018852.0
XIAFLEX,boxed warnings,sudden penile detumescence,
XIAFLEX,boxed warnings,"penile ""popping"" sound or sensation",
XIAFLEX,boxed warnings,severe penile hematoma,
XIAFLEX,warnings and precautions,tendon rupture,10043248.0
XIAFLEX,warnings and precautions,serious injury to the injected finger/hand,
XIAFLEX,warnings and precautions,corporal rupture (penile fracture),
XIAFLEX,warnings and precautions,other serious injury to the penis,
XIAFLEX,warnings and precautions,hypersensitivity reactions,
XIAFLEX,warnings and precautions,anaphylaxis,10002218.0
XIAFLEX,warnings and precautions,abnormal coagulation,
XIAFLEX,warnings and precautions,ligament damage,
XIAFLEX,warnings and precautions,skin laceration,10058818.0
XIAFLEX,warnings and precautions,pulley rupture,
XIAFLEX,warnings and precautions,ligament injury,10061223.0
XIAFLEX,warnings and precautions,complex regional pain syndrome (crps),
XIAFLEX,warnings and precautions,sensory abnormality of the hand,
XIAFLEX,warnings and precautions,penile ecchymoses,
XIAFLEX,warnings and precautions,penile hematoma,10070656.0
XIAFLEX,warnings and precautions,sudden penile detumescence,
XIAFLEX,warnings and precautions,"penile ""popping"" sound or sensation",
XIAFLEX,warnings and precautions,severe penile hematoma,
XIAFLEX,warnings and precautions,mild allergic reactions (pruritus),
XIAFLEX,warnings and precautions,severe allergic reactions,
XIAFLEX,warnings and precautions,ecchymosis/contusion,
XIAFLEX,warnings and precautions,injection site hemorrhage.,
XEOMIN,adverse reactions,,
XEOMIN,boxed warnings,asthenia,10003549.0
XEOMIN,boxed warnings,generalized muscle weakness,10062572.0
XEOMIN,boxed warnings,diplopia,10013036.0
XEOMIN,boxed warnings,blurred vision,10005886.0
XEOMIN,boxed warnings,ptosis,10037272.0
XEOMIN,boxed warnings,dysphagia,10013950.0
XEOMIN,boxed warnings,dysphonia,10013952.0
XEOMIN,boxed warnings,dysarthria,10013887.0
XEOMIN,boxed warnings,urinary incontinence,10046543.0
XEOMIN,boxed warnings,breathing difficulties,
XEOMIN,boxed warnings,swallowing difficulties,
XEOMIN,boxed warnings,death,10011906.0
XEOMIN,warnings and precautions,respiratory difficulties,
XEOMIN,warnings and precautions,speech difficulties,
XEOMIN,warnings and precautions,swallowing difficulties,
XEOMIN,warnings and precautions,dysphagia,10013950.0
XEOMIN,warnings and precautions,corneal exposure,
XEOMIN,warnings and precautions,corneal ulceration,10011060.0
XEOMIN,warnings and precautions,diplopia,10013036.0
XEOMIN,warnings and precautions,ptosis,10037272.0
XEOMIN,warnings and precautions,asthenia,10003549.0
XEOMIN,warnings and precautions,generalized muscle weakness,10062572.0
XEOMIN,warnings and precautions,blurred vision,10005886.0
XEOMIN,warnings and precautions,dysphonia,10013952.0
XEOMIN,warnings and precautions,dysarthria,10013887.0
XEOMIN,warnings and precautions,urinary incontinence,10046543.0
XEOMIN,warnings and precautions,breathing difficulties,
XEOMIN,warnings and precautions,hypersensitivity reactions,
XEOMIN,warnings and precautions,anaphylaxis,10002218.0
XEOMIN,warnings and precautions,serum sickness,10040400.0
XEOMIN,warnings and precautions,urticaria,10046735.0
XEOMIN,warnings and precautions,soft tissue edema,
XEOMIN,warnings and precautions,dyspnea,10013968.0
XEOMIN,warnings and precautions,severe dysphagia,
XEOMIN,warnings and precautions,aspiration,10003504.0
XEOMIN,warnings and precautions,respiratory failure,10038695.0
XEOMIN,warnings and precautions,peripheral motor neuropathic diseases,
XEOMIN,warnings and precautions,amyotrophic lateral sclerosis,10002026.0
XEOMIN,warnings and precautions,neuromuscular junctional disorders,
XEOMIN,warnings and precautions,myasthenia gravis,10028417.0
XEOMIN,warnings and precautions,lambert-eaton syndrome,
XEOMIN,warnings and precautions,vii nerve disorders,
XEOMIN,warnings and precautions,narrow angle glaucoma,
XEOMIN,warnings and precautions,ectropion,10014179.0
XEOMIN,warnings and precautions,ecchymosis,10014080.0
XEOMIN,warnings and precautions,creutzfeldt-jakob disease.,
GILOTRIF,adverse reactions,,
GILOTRIF,warnings and precautions,diarrhea,10012735.0
GILOTRIF,warnings and precautions,dehydration,10012174.0
GILOTRIF,warnings and precautions,renal failure,10038435.0
GILOTRIF,warnings and precautions,bullous and exfoliative skin disorders,
GILOTRIF,warnings and precautions,severe bullous,
GILOTRIF,warnings and precautions,blistering,10005214.0
GILOTRIF,warnings and precautions,exfoliating lesions,
GILOTRIF,warnings and precautions,interstitial lung disease (ild),
GILOTRIF,warnings and precautions,acute onset or worsening of pulmonary symptoms,
GILOTRIF,warnings and precautions,hepatic toxicity,
GILOTRIF,warnings and precautions,fatal hepatic impairment,
GILOTRIF,warnings and precautions,keratitis,10023332.0
GILOTRIF,warnings and precautions,ulcerative keratitis,10064996.0
GILOTRIF,warnings and precautions,embryofetal toxicity,
GILOTRIF,warnings and precautions,fetal harm,
GILOTRIF,warnings and precautions,renal impairment,10062237.0
GILOTRIF,warnings and precautions,cutaneous reactions,
GILOTRIF,warnings and precautions,rash,10037844.0
GILOTRIF,warnings and precautions,erythema,10015150.0
GILOTRIF,warnings and precautions,acneiform rash,
GILOTRIF,warnings and precautions,palmar-plantar erythrodysesthesia syndrome,10054524.0
GILOTRIF,warnings and precautions,life-threatening bullous,
GILOTRIF,warnings and precautions,blistering,10005214.0
GILOTRIF,warnings and precautions,or exfoliating lesions,
GILOTRIF,warnings and precautions,lung infiltration,10025102.0
GILOTRIF,warnings and precautions,pneumonitis,10035742.0
GILOTRIF,warnings and precautions,acute respiratory distress syndrome,10001052.0
GILOTRIF,warnings and precautions,alveolitis allergic,10001890.0
GILOTRIF,warnings and precautions,liver test abnormalities,
GILOTRIF,warnings and precautions,worsening of liver function,
GILOTRIF,warnings and precautions,severe hepatic impairment,
GILOTRIF,warnings and precautions,acute or worsening eye inflammation,
GILOTRIF,warnings and precautions,lacrimation,10023639.0
GILOTRIF,warnings and precautions,light sensitivity,
GILOTRIF,warnings and precautions,blurred vision,10005886.0
GILOTRIF,warnings and precautions,eye pain,10015958.0
GILOTRIF,warnings and precautions,red eye,10038189.0
GILOTRIF,warnings and precautions,embryotoxic,
GILOTRIF,warnings and precautions,abortions at late gestational stages.,
TREANDA,adverse reactions,,
TREANDA,warnings and precautions,myelosuppression,10028584.0
TREANDA,warnings and precautions,infections,
TREANDA,warnings and precautions,anaphylaxis,10002218.0
TREANDA,warnings and precautions,infusion reactions,
TREANDA,warnings and precautions,tumor lysis syndrome,10045170.0
TREANDA,warnings and precautions,skin reactions,
TREANDA,warnings and precautions,other malignancies,
TREANDA,warnings and precautions,extravasation,10015866.0
TREANDA,warnings and precautions,embryo-fetal toxicity,
CHOLINE,adverse reactions,mild injection site reaction,
CHOLINE,warnings and precautions,imaging errors,
CHOLINE,warnings and precautions,allergic reactions,
CHOLINE,warnings and precautions,radiation risk,
CHOLINE,warnings and precautions,poor performance of 11 c-choline pet imaging,
CHOLINE,warnings and precautions,false positive 11 c-choline pet images,
CHOLINE,warnings and precautions,tissue inflammation,
CHOLINE,warnings and precautions,prostatic hyperplasia,10036961.0
CHOLINE,warnings and precautions,interference with 11 c-choline pet imaging,
CHOLINE,warnings and precautions,anaphylaxis,10002218.0
CHOLINE,warnings and precautions,increased risk for cancer,
CHOLINE,warnings and precautions,long-term cumulative radiation exposure,10078958.0
ERWINAZE,adverse reactions,,
ERWINAZE,warnings and precautions,serious hypersensitivity reactions,
ERWINAZE,warnings and precautions,anaphylaxis,10002218.0
ERWINAZE,warnings and precautions,severe or hemorrhagic pancreatitis,
ERWINAZE,warnings and precautions,glucose intolerance,10052426.0
ERWINAZE,warnings and precautions,hyperglycemia,10020635.0
ERWINAZE,warnings and precautions,thrombosis,10043607.0
ERWINAZE,warnings and precautions,hemorrhage,10055798.0
ERWINAZE,warnings and precautions,sagittal sinus thrombosis,10039369.0
ERWINAZE,warnings and precautions,pulmonary embolism,10037377.0
ERWINAZE,warnings and precautions,decreased fibrinogen,
ERWINAZE,warnings and precautions,decreased protein c activity,
ERWINAZE,warnings and precautions,decreased protein s activity,
ERWINAZE,warnings and precautions,decreased anti-thrombin iii.,
TRULICITY,adverse reactions,,
TRULICITY,boxed warnings,thyroid c-cell tumors,
TRULICITY,boxed warnings,adenomas,
TRULICITY,boxed warnings,carcinomas,
TRULICITY,boxed warnings,medullary thyroid carcinoma (mtc),
TRULICITY,boxed warnings,multiple endocrine neoplasia syndrome type 2 (men 2),
TRULICITY,boxed warnings,mass in the neck,
TRULICITY,boxed warnings,dysphagia,10013950.0
TRULICITY,boxed warnings,dyspnea,10013968.0
TRULICITY,boxed warnings,persistent hoarseness,
TRULICITY,warnings and precautions,thyroid c-cell tumors,
TRULICITY,warnings and precautions,pancreatitis,10033645.0
TRULICITY,warnings and precautions,hypoglycemia,10020993.0
TRULICITY,warnings and precautions,hypersensitivity reactions,
TRULICITY,warnings and precautions,renal impairment,10062237.0
TRULICITY,warnings and precautions,severe gastrointestinal disease,
TRULICITY,warnings and precautions,macrovascular outcomes,
ADREVIEW,adverse reactions,serious hypersensitivity reactions,
ADREVIEW,adverse reactions,dizziness,10013573.0
ADREVIEW,adverse reactions,rash,10037844.0
ADREVIEW,adverse reactions,pruritus,10037087.0
ADREVIEW,adverse reactions,flushing,10016825.0
ADREVIEW,adverse reactions,headache,10019211.0
ADREVIEW,adverse reactions,injection site hemorrhage,10022067.0
ADREVIEW,adverse reactions,hematoma,10018852.0
ADREVIEW,adverse reactions,bruising,10006504.0
ADREVIEW,warnings and precautions,,
DOTAREM,adverse reactions,nsf,
DOTAREM,adverse reactions,hypersensitivity reactions,
DOTAREM,adverse reactions,acute kidney injury,10069339.0
DOTAREM,adverse reactions,nausea,10028813.0
DOTAREM,adverse reactions,headache,10019211.0
DOTAREM,adverse reactions,injection site pain,10022086.0
DOTAREM,adverse reactions,injection site coldness,10050082.0
DOTAREM,adverse reactions,burning sensation,10006784.0
DOTAREM,adverse reactions,feeling cold,10016326.0
DOTAREM,adverse reactions,rash,10037844.0
DOTAREM,adverse reactions,somnolence,10041349.0
DOTAREM,adverse reactions,fatigue,10016256.0
DOTAREM,adverse reactions,dizziness,10013573.0
DOTAREM,adverse reactions,vomiting,10047700.0
DOTAREM,adverse reactions,pruritus,10037087.0
DOTAREM,adverse reactions,paresthesia,10033775.0
DOTAREM,adverse reactions,dysgeusia,10013911.0
DOTAREM,adverse reactions,pain in extremity,10033425.0
DOTAREM,adverse reactions,anxiety,10002855.0
DOTAREM,adverse reactions,hypertension,10020772.0
DOTAREM,adverse reactions,palpitations,10033557.0
DOTAREM,adverse reactions,oropharyngeal discomfort,10068318.0
DOTAREM,adverse reactions,serum creatinine increased,10040233.0
DOTAREM,adverse reactions,injection site reactions,10022097.0
DOTAREM,adverse reactions,site inflammation,
DOTAREM,adverse reactions,extravasation,10015866.0
DOTAREM,adverse reactions,warmth,10047824.0
DOTAREM,adverse reactions,bradycardia,10006093.0
DOTAREM,adverse reactions,tachycardia,10043071.0
DOTAREM,adverse reactions,arrhythmia,10003119.0
DOTAREM,adverse reactions,hypersensitivity /anaphylactoid reactions,
DOTAREM,adverse reactions,cardiac arrest,10007515.0
DOTAREM,adverse reactions,respiratory arrest,10038669.0
DOTAREM,adverse reactions,cyanosis pharyngeal edema,
DOTAREM,adverse reactions,laryngospasm,10023891.0
DOTAREM,adverse reactions,bronchospasm,10006482.0
DOTAREM,adverse reactions,angioedema,10002424.0
DOTAREM,adverse reactions,conjunctivitis,10010741.0
DOTAREM,adverse reactions,ocular hyperemia,10030041.0
DOTAREM,adverse reactions,eyelid edema,10015993.0
DOTAREM,adverse reactions,lacrimation increased,10023644.0
DOTAREM,adverse reactions,hyperhidrosis,10020642.0
DOTAREM,adverse reactions,urticaria,10046735.0
DOTAREM,adverse reactions,coma,10010071.0
DOTAREM,adverse reactions,convulsion,10010904.0
DOTAREM,adverse reactions,syncope,10042772.0
DOTAREM,adverse reactions,presyncope,10036653.0
DOTAREM,adverse reactions,parosmia,10034018.0
DOTAREM,adverse reactions,tremor,10044565.0
DOTAREM,adverse reactions,muscle contracture,10062575.0
DOTAREM,adverse reactions,muscle weakness,10028350.0
DOTAREM,adverse reactions,diarrhea,10012735.0
DOTAREM,adverse reactions,salivary hypersecretion,10039424.0
DOTAREM,adverse reactions,malaise,10025482.0
DOTAREM,adverse reactions,fever,10016558.0
DOTAREM,adverse reactions,nsf (in context of other gbcas),
DOTAREM,adverse reactions,superficial phlebitis,
DOTAREM,boxed warnings,nephrogenic systemic fibrosis (nsf),
DOTAREM,boxed warnings,fatal or debilitating fibrosis affecting the skin,
DOTAREM,boxed warnings,muscle and internal organs,
DOTAREM,boxed warnings,chronic severe kidney disease,
DOTAREM,boxed warnings,acute kidney injury,10069339.0
DOTAREM,boxed warnings,conditions that may reduce renal function,
DOTAREM,boxed warnings,chronically reduced renal function,
DOTAREM,warnings and precautions,nephrogenic systemic fibrosis,10067467.0
DOTAREM,warnings and precautions,hypersensitivity,10020751.0
DOTAREM,warnings and precautions,anaphylactoid/anaphylactic reactions,
DOTAREM,warnings and precautions,cardiovascular manifestations,
DOTAREM,warnings and precautions,respiratory manifestations,
DOTAREM,warnings and precautions,cutaneous manifestations,
DOTAREM,warnings and precautions,acute kidney injury,10069339.0
DOTAREM,warnings and precautions,drug-induced kidney toxicity,
DOTAREM,warnings and precautions,nsf,
DOTAREM,warnings and precautions,renal impairment,10062237.0
DOTAREM,warnings and precautions,extravasation,10015866.0
DOTAREM,warnings and precautions,injection site reactions,10022097.0
DOTAREM,warnings and precautions,tissue irritation,10080906.0
PRADAXA,adverse reactions,,
PRADAXA,boxed warnings,premature discontinuation,
PRADAXA,boxed warnings,thrombotic events,
PRADAXA,boxed warnings,spinal/epidural hematoma,
PRADAXA,boxed warnings,pathological bleeding,
PRADAXA,boxed warnings,long-term paralysis,
PRADAXA,boxed warnings,permanent paralysis,
PRADAXA,boxed warnings,neurological impairment.,
PRADAXA,warnings and precautions,,
ELIQUIS,adverse reactions,,
ELIQUIS,boxed warnings,thrombotic events,
ELIQUIS,boxed warnings,spinal/epidural hematoma,
ELIQUIS,boxed warnings,pathological bleeding,
ELIQUIS,boxed warnings,long-term or permanent paralysis,
ELIQUIS,boxed warnings,neurological impairment,10074237.0
ELIQUIS,warnings and precautions,serious,
ELIQUIS,warnings and precautions,potentially fatal bleeding,
ELIQUIS,warnings and precautions,signs and symptoms of blood loss,
ELIQUIS,warnings and precautions,increased risk of thrombotic events,
ELIQUIS,warnings and precautions,increased rate of stroke,
ELIQUIS,warnings and precautions,bleeding,10005103.0
ELIQUIS,warnings and precautions,concomitant use of drugs affecting hemostasis,
ELIQUIS,warnings and precautions,active pathological hemorrhage,
ELIQUIS,warnings and precautions,persist for at least 24 hours after the last dose,
ELIQUIS,warnings and precautions,epidural or spinal hematoma,
ELIQUIS,warnings and precautions,long-term or permanent paralysis,
ELIQUIS,warnings and precautions,signs and symptoms of neurological impairment,
ELIQUIS,warnings and precautions,numbness or weakness of the legs,
ELIQUIS,warnings and precautions,bowel,
ELIQUIS,warnings and precautions,or bladder dysfunction,
ELIQUIS,warnings and precautions,neurological compromise,
ELIQUIS,warnings and precautions,prosthetic heart valves,
ELIQUIS,warnings and precautions,acute pe in hemodynamically unstable patients,
ELIQUIS,warnings and precautions,thrombolysis,10043568.0
ELIQUIS,warnings and precautions,pulmonary embolectomy,
ZERBAXA,adverse reactions,,
ZERBAXA,warnings and precautions,decreased efficacy,
ZERBAXA,warnings and precautions,serious hypersensitivity (anaphylactic) reactions,
ZERBAXA,warnings and precautions,clostridium difficile -associated diarrhea (cdad),
ZERBAXA,warnings and precautions,fatal hypersensitivity (anaphylactic) reactions,
ZERBAXA,warnings and precautions,mild diarrhea,
ZERBAXA,warnings and precautions,fatal colitis,
ZERBAXA,warnings and precautions,drug-resistant bacteria,
FERRIPROX,adverse reactions,,
FERRIPROX,boxed warnings,agranulocytosis,10001507.0
FERRIPROX,boxed warnings,neutropenia,10029354.0
FERRIPROX,boxed warnings,serious infections,
FERRIPROX,boxed warnings,death,10011906.0
FERRIPROX,boxed warnings,symptoms indicative of infection,
FERRIPROX,warnings and precautions,infection,10021789.0
FERRIPROX,warnings and precautions,fetal harm,
FERRIPROX,warnings and precautions,agranulocytosis,10001507.0
FERRIPROX,warnings and precautions,neutropenia,10029354.0
FERRIPROX,warnings and precautions,death,10011906.0
FERRIPROX,warnings and precautions,symptoms indicative of infection,
FERRIPROX,warnings and precautions,agranulocytosis leading to death,
FERRIPROX,warnings and precautions,embryofetal death,
FERRIPROX,warnings and precautions,malformations,
FERRIPROX,warnings and precautions,increased alt values,
FERRIPROX,warnings and precautions,increase in both alt and ast,
FERRIPROX,warnings and precautions,decreased plasma zinc concentrations,
FERRIPROX,warnings and precautions,deficiency,
DALVANCE,adverse reactions,,
DALVANCE,warnings and precautions,serious hypersensitivity,
DALVANCE,warnings and precautions,skin reactions,
DALVANCE,warnings and precautions,reactions due to rapid intravenous infusion,
DALVANCE,warnings and precautions,alt elevations,
DALVANCE,warnings and precautions,clostridium difficile -associated diarrhea,
DALVANCE,warnings and precautions,anaphylactic reactions,
DALVANCE,warnings and precautions,"""red-man syndrome""",
DALVANCE,warnings and precautions,flushing of the upper body,
DALVANCE,warnings and precautions,urticaria,10046735.0
DALVANCE,warnings and precautions,pruritus,10037087.0
DALVANCE,warnings and precautions,rash,10037844.0
DALVANCE,warnings and precautions,abnormalities in liver tests,
DALVANCE,warnings and precautions,mild diarrhea,
DALVANCE,warnings and precautions,fatal colitis,
DALVANCE,warnings and precautions,increased morbidity and mortality,
DALVANCE,warnings and precautions,drug-resistant bacteria,
ARCAPTA,adverse reactions,,
ARCAPTA,boxed warnings,asthma-related death,
ARCAPTA,boxed warnings,increase in asthma-related deaths,
ARCAPTA,boxed warnings,increased risk of asthma-related death,
ARCAPTA,warnings and precautions,,
CERDELGA,adverse reactions,fatigue,10016256.0
CERDELGA,adverse reactions,headache,10019211.0
CERDELGA,adverse reactions,nausea,10028813.0
CERDELGA,adverse reactions,diarrhea,10012735.0
CERDELGA,adverse reactions,back pain,10003988.0
CERDELGA,adverse reactions,pain in extremities,
CERDELGA,adverse reactions,upper abdominal pain,10046272.0
CERDELGA,adverse reactions,arthralgia,10003239.0
CERDELGA,adverse reactions,migraine,10027599.0
CERDELGA,adverse reactions,flatulence,10016766.0
CERDELGA,adverse reactions,oropharyngeal pain,10068319.0
CERDELGA,adverse reactions,dizziness,10013573.0
CERDELGA,adverse reactions,asthenia,10003549.0
CERDELGA,adverse reactions,cough,10011224.0
CERDELGA,adverse reactions,dyspepsia,10013946.0
CERDELGA,adverse reactions,gastroesophageal reflux disease,10066874.0
CERDELGA,adverse reactions,constipation,10010774.0
CERDELGA,adverse reactions,palpitations,10033557.0
CERDELGA,adverse reactions,rash,10037844.0
CERDELGA,warnings and precautions,ecg changes,
CERDELGA,warnings and precautions,cardiac arrhythmias,10007521.0
CERDELGA,warnings and precautions,pre-existing cardiac disease,
CERDELGA,warnings and precautions,long qt syndrome,10024803.0
CERDELGA,warnings and precautions,concomitant use of class ia and class iii antiarrhythmics,
CERDELGA,warnings and precautions,prolongation of the pr,
CERDELGA,warnings and precautions,qtc,10037707.0
CERDELGA,warnings and precautions,and/or qrs cardiac intervals,
CERDELGA,warnings and precautions,cardiac arrhythmias,10007521.0
CERDELGA,warnings and precautions,increases in ecg intervals,
CERDELGA,warnings and precautions,congestive heart failure,10010684.0
CERDELGA,warnings and precautions,recent acute myocardial infarction,
CERDELGA,warnings and precautions,bradycardia,10006093.0
CERDELGA,warnings and precautions,heart block,10019252.0
CERDELGA,warnings and precautions,ventricular arrhythmia,10047281.0
GADAVIST,adverse reactions,,
GADAVIST,boxed warnings,nephrogenic systemic fibrosis,10067467.0
GADAVIST,boxed warnings,nsf,
