Unnamed: 0,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,api_source,llm_model,llm_model_name,prompt,system,temp,dataset,run,eval_method,base_name
2,adverse reactions,exact-meddra,3299.0,,243.0,,0.9313946922642576,,,0.9354814655476884,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
3,adverse reactions,negated,53.0,,54.0,,0.4953271028037383,,,0.5270833333333333,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
4,adverse reactions,non-meddra,674.0,,527.0,,0.5611990008326395,,,0.6565116506984836,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
5,all-concat,all,4670.0,399.0,2095.0,0.921286249753403,0.6903178122690318,0.7892513097853642,0.9145050495634708,0.7235773916958844,0.7967202539787832,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
6,all-concat,discontinuous,291.0,,539.0,,0.3506024096385542,,,0.3441548083495421,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
7,all-concat,exact-meddra,3577.0,,570.0,,0.8625512418615867,,,0.88889283888195,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
8,all-concat,negated,112.0,,130.0,,0.4628099173553719,,,0.4983226003387294,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
9,all-concat,non-meddra,1093.0,,1526.0,,0.4173348606338297,,,0.4754586912722972,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
10,boxed warnings,all,228.0,83.0,47.0,0.7331189710610932,0.8290909090909091,0.7781569965870307,0.7227160373501836,0.8857305362336323,0.7730208534448267,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
11,boxed warnings,discontinuous,41.0,,21.0,,0.6612903225806451,,,0.7137566137566138,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
12,boxed warnings,exact-meddra,99.0,,4.0,,0.9611650485436892,,,0.9368686868686869,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
13,boxed warnings,negated,7.0,,7.0,,0.5,,,0.75,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
14,boxed warnings,non-meddra,129.0,,43.0,,0.75,,,0.8447604901873195,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
15,warnings and precautions,all,1872.0,754.0,852.0,0.7128712871287128,0.6872246696035242,0.6998130841121495,0.695170316951346,0.7382620399951464,0.6808223989379097,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
16,warnings and precautions,discontinuous,187.0,,288.0,,0.3936842105263158,,,0.4566798084336903,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
17,warnings and precautions,exact-meddra,1000.0,,115.0,,0.8968609865470852,,,0.9366249312198496,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
18,warnings and precautions,negated,67.0,,58.0,,0.536,,,0.5536004645760743,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
19,warnings and precautions,non-meddra,873.0,,737.0,,0.5422360248447204,,,0.6122133267985849,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
0,all,all,6073.0,1015.0,1669.0,0.8568002257336343,0.7844226298114182,0.7932853944052007,0.8064347110805388,0.8091007323377961,0.7836762823927558,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,test,run0,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
0,adverse reactions,all,3899.0,447.0,1510.0,0.8971468016566958,0.7208356442965428,0.7993849308047155,0.8746169410868131,0.7474471669938839,0.8144874800526262,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
1,adverse reactions,discontinuous,48.0,,349.0,,0.1209068010075566,,,0.1298413395208829,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
2,adverse reactions,exact-meddra,3436.0,,727.0,,0.82536632236368,,,0.8452576942237175,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
3,adverse reactions,negated,19.0,,54.0,,0.2602739726027397,,,0.1876190476190476,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
4,adverse reactions,non-meddra,463.0,,784.0,,0.3712910986367281,,,0.4685027987484187,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
5,all-concat,all,4281.0,797.0,3101.0,0.8430484442693974,0.5799241397995123,0.687158908507223,0.8288579942045439,0.6234109213274701,0.7013707761665454,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
6,all-concat,discontinuous,60.0,,741.0,,0.0749063670411985,,,0.0726683046722877,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
7,all-concat,exact-meddra,3693.0,,1134.0,,0.7650714729645742,,,0.793369269946406,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
8,all-concat,negated,39.0,,93.0,,0.2954545454545454,,,0.2917233560090703,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
9,all-concat,non-meddra,588.0,,1968.0,,0.2300469483568075,,,0.3038165057217789,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
10,boxed warnings,all,162.0,146.0,112.0,0.525974025974026,0.5912408759124088,0.5567010309278351,0.5256021769056215,0.5679340775896504,0.5732079777141337,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
11,boxed warnings,discontinuous,6.0,,31.0,,0.1621621621621621,,,0.0778388278388278,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
12,boxed warnings,exact-meddra,113.0,,23.0,,0.8308823529411765,,,0.7459884201819686,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
13,boxed warnings,negated,3.0,,2.0,,0.6,,,0.625,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
14,boxed warnings,non-meddra,49.0,,89.0,,0.3550724637681159,,,0.325140056022409,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
15,warnings and precautions,all,1353.0,1037.0,1374.0,0.5661087866108787,0.4961496149614962,0.5288254836818449,0.5485814416428368,0.5358097500747695,0.5147883400601326,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
16,warnings and precautions,discontinuous,57.0,,342.0,,0.1428571428571428,,,0.1658390033390033,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
17,warnings and precautions,exact-meddra,876.0,,337.0,,0.7221764220939819,,,0.7504149068446493,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
18,warnings and precautions,negated,16.0,,42.0,,0.2758620689655172,,,0.2835648148148148,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
19,warnings and precautions,non-meddra,477.0,,1038.0,,0.3148514851485148,,,0.3813120630784953,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
0,all,all,5414.0,1630.0,2996.0,0.7685973878478137,0.6437574316290131,0.6644008420376187,0.684413532252275,0.6315559515764476,0.6526792190912061,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp1.0,train,run2,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
0,adverse reactions,all,3483.0,175.0,1926.0,0.952159650082012,0.6439267886855241,0.7682805779199293,0.9351351206348733,0.7355852020112296,0.7945756160701429,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
1,adverse reactions,discontinuous,155.0,,242.0,,0.3904282115869018,,,0.3947294657347335,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
2,adverse reactions,exact-meddra,2826.0,,1337.0,,0.6788373768916647,,,0.7881397985321569,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
3,adverse reactions,negated,35.0,,38.0,,0.4794520547945205,,,0.4647619047619047,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
4,adverse reactions,non-meddra,657.0,,590.0,,0.5268644747393745,,,0.5896963244834631,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
5,all-concat,all,3700.0,202.0,3682.0,0.9482316760635572,0.5012191817935518,0.6557958170861397,0.9376328062109166,0.5737987662195382,0.6800491502784624,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
6,all-concat,discontinuous,231.0,,570.0,,0.2883895131086142,,,0.3002795072122094,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
7,all-concat,exact-meddra,2803.0,,2024.0,,0.5806919411642842,,,0.666756100376483,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
8,all-concat,negated,49.0,,83.0,,0.3712121212121212,,,0.4189909297052154,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
9,all-concat,non-meddra,897.0,,1659.0,,0.3509389671361502,,,0.3965189261740059,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
10,boxed warnings,all,214.0,85.0,60.0,0.7157190635451505,0.781021897810219,0.7469458987783595,0.7592071496505965,0.871403622177616,0.7730447668451199,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
11,boxed warnings,discontinuous,21.0,,16.0,,0.5675675675675675,,,0.592032967032967,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
12,boxed warnings,exact-meddra,118.0,,18.0,,0.8676470588235294,,,0.9372600235079012,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
13,boxed warnings,negated,3.0,,2.0,,0.6,,,0.5,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
14,boxed warnings,non-meddra,96.0,,42.0,,0.6956521739130435,,,0.7660364145658263,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
15,warnings and precautions,all,1398.0,422.0,1329.0,0.7681318681318682,0.5126512651265126,0.6149109302837035,0.7318900726443937,0.6015473557154212,0.6062806685698691,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
16,warnings and precautions,discontinuous,160.0,,239.0,,0.4010025062656641,,,0.3443216252039781,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
17,warnings and precautions,exact-meddra,721.0,,492.0,,0.59439406430338,,,0.729374088067923,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
18,warnings and precautions,negated,23.0,,35.0,,0.396551724137931,,,0.4756944444444444,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
19,warnings and precautions,non-meddra,677.0,,838.0,,0.4468646864686468,,,0.510479388757289,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
0,all,all,5095.0,682.0,3315.0,0.8819456465293405,0.6058263971462544,0.7003284693853932,0.823270575920979,0.7023624430096587,0.7137163695528657,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,pharmexpert-v1,temp0,train,run3,lenient,gpt-3.5-turbo-0125_fatal-prompt-v2_pharmexpert-v1
0,adverse reactions,all,4484.0,187.0,925.0,0.9599657460929136,0.8289887224995378,0.8896825396825397,0.9586056929341776,0.8649222207877475,0.9036454924735988,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
1,adverse reactions,discontinuous,185.0,,212.0,,0.4659949622166247,,,0.4557722908249686,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
2,adverse reactions,exact-meddra,3743.0,,420.0,,0.8991112178717271,,,0.9290766012157244,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
3,adverse reactions,hypothetical,68.0,,12.0,,0.85,,,0.8473316912972085,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
4,adverse reactions,negated,37.0,,36.0,,0.5068493150684932,,,0.4761904761904762,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
5,adverse reactions,non-meddra,742.0,,505.0,,0.595028067361668,,,0.6819708149329504,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
6,all-concat,all,5190.0,314.0,2192.0,0.9429505813953488,0.7030615009482525,0.8055253763774638,0.930184385919132,0.7480754734741037,0.816166051201725,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
7,all-concat,discontinuous,296.0,,505.0,,0.3695380774032459,,,0.3770463371232019,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
8,all-concat,exact-meddra,4002.0,,825.0,,0.8290863890615289,,,0.8713969046388729,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
9,all-concat,hypothetical,560.0,,460.0,,0.5490196078431373,,,0.6207969399408461,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
10,all-concat,negated,60.0,,72.0,,0.4545454545454545,,,0.4520975056689342,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
11,all-concat,non-meddra,1188.0,,1368.0,,0.4647887323943662,,,0.5241106452159954,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
12,boxed warnings,all,244.0,86.0,30.0,0.7393939393939394,0.8905109489051095,0.8079470198675498,0.7861115423511545,0.9325866277685164,0.828246288066371,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
13,boxed warnings,discontinuous,27.0,,10.0,,0.7297297297297297,,,0.6767399267399268,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
14,boxed warnings,exact-meddra,132.0,,4.0,,0.9705882352941176,,,0.9588089330024814,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
15,boxed warnings,hypothetical,112.0,,9.0,,0.9256198347107438,,,0.9666535484717304,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
16,boxed warnings,negated,5.0,,0.0,,1.0,,,1.0,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
17,boxed warnings,non-meddra,112.0,,26.0,,0.8115942028985508,,,0.8536764705882353,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
18,warnings and precautions,all,1929.0,659.0,798.0,0.7453632148377125,0.7073707370737073,0.7258701787394167,0.6949067180321746,0.7598198565564782,0.6868291517187911,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
19,warnings and precautions,discontinuous,185.0,,214.0,,0.4636591478696741,,,0.5419667816726641,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
20,warnings and precautions,exact-meddra,1052.0,,161.0,,0.8672712283594394,,,0.9055776253047244,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
21,warnings and precautions,hypothetical,626.0,,283.0,,0.6886688668866887,,,0.8060323768627302,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
22,warnings and precautions,negated,31.0,,27.0,,0.5344827586206896,,,0.6712962962962963,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
23,warnings and precautions,non-meddra,877.0,,638.0,,0.5788778877887789,,,0.6551459374591493,,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
0,all,all,6657.0,932.0,1753.0,0.8771906707076031,0.7915576694411415,0.8139202779323733,0.8224464629017659,0.8326184840709513,0.802389751707959,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v0,temp0,train,run2,lenient,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v0
0,adverse reactions,all,4167.0,864.0,576.0,0.8282647584973166,0.8785578747628083,0.8526703499079189,0.8164314091970396,0.8794613467903146,0.8438483504848325,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
1,adverse reactions,discontinuous,85.0,,270.0,,0.2394366197183098,,,0.3031213748125513,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
2,adverse reactions,exact-meddra,3376.0,,166.0,,0.95313382269904,,,0.9592210224516036,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
3,adverse reactions,negated,86.0,,21.0,,0.8037383177570093,,,0.8004166666666667,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
4,adverse reactions,non-meddra,791.0,,410.0,,0.6586178184845962,,,0.6948389742765441,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
5,boxed warnings,all,204.0,117.0,71.0,0.6355140186915887,0.7418181818181818,0.6845637583892618,0.6583225717372059,0.7743901635419796,0.7488894831422727,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
6,boxed warnings,discontinuous,22.0,,40.0,,0.3548387096774194,,,0.5015873015873016,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
7,boxed warnings,exact-meddra,96.0,,7.0,,0.9320388349514565,,,0.937878787878788,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
8,boxed warnings,negated,6.0,,8.0,,0.4285714285714285,,,0.5750000000000001,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
9,boxed warnings,non-meddra,108.0,,64.0,,0.627906976744186,,,0.7374594240447899,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
10,warnings and precautions,all,1214.0,558.0,365.0,0.6851015801354402,0.7688410386320456,0.7245598328857057,0.6961680225359386,0.7853757596781895,0.7342964880081869,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
11,warnings and precautions,discontinuous,60.0,,216.0,,0.217391304347826,,,0.3292105453309524,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
12,warnings and precautions,exact-meddra,603.0,,32.0,,0.9496062992125984,,,0.934414752399493,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
13,warnings and precautions,negated,60.0,,20.0,,0.75,,,0.8875198412698413,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
14,warnings and precautions,non-meddra,612.0,,333.0,,0.6476190476190476,,,0.6912490845498745,,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
0,all,all,5585.0,1539.0,1012.0,0.7839696799550814,0.8465969380021222,0.7984304725091891,0.7533747175453361,0.834348487205901,0.7983423767738226,,deepcadrme,DeepCADRME,,,,test,100,strict,deepcadrme
