 ,section_name,gpt_output,manual_output,similarity,discontinuous_term,negated_term,hypothetical_term,meddra_exact_term,sophia,uog,0/0,0/1,1/0,1/1
OPSUMIT,adverse reactions,bronchitis,bronchitis,1,0,0,0,1,,,,,,
OPSUMIT,adverse reactions,headache,headache,1,0,0,0,1,,,,,,
OPSUMIT,adverse reactions,influenza,influenza,1,0,0,0,1,,,,,,
OPSUMIT,adverse reactions,urinary tract infection,urinary tract infection,0.9999997616,0,0,0,1,,,,,,
OPSUMIT,adverse reactions,hypersensitivity reactions (angioedema,angioedema,0.8491801023,0,0,0,1,1,1,0,0,0,1
OPSUMIT,adverse reactions,pruritus and rash),pruritus,0.8289630413,0,0,0,1,1,1,0,0,0,1
OPSUMIT,adverse reactions,nasal congestion,nasal congestion,1,0,0,0,1,,,,,,
OPSUMIT,boxed warnings,embryo-fetal toxicity,embryo-fetal toxicity,1.000000119,0,0,0,0,,,,,,
OPSUMIT,boxed warnings,fetal harm,embryo-fetal toxicity,0.7870016098,0,0,0,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,hepatotoxicity,hepatotoxicity,0.9999998808,0,0,1,1,,,,,,
OPSUMIT,warnings and precautions,liver failure,liver failure,1,0,0,1,0,,,,,,
OPSUMIT,warnings and precautions,baseline liver enzymes,liver failure,0.6698607206,0,0,1,0,0,1,0,1,0,0
OPSUMIT,warnings and precautions,monitor,liver failure,0.5500259399,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,decreases in hemoglobin,decreases in hemoglobin,1,0,0,0,0,,,,,,
OPSUMIT,warnings and precautions,pulmonary edema,pulmonary edema,0.9999999404,0,0,0,1,,,,,,
OPSUMIT,warnings and precautions,pulmonary veno-occlusive disease,pulmonary edema,0.6888850927,0,0,0,1,1,0,0,0,1,0
OPSUMIT,warnings and precautions,discontinue treatment,decrease in hemoglobin,0.5842680335,0,0,0,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,decreases in sperm count,decreases in sperm count,1.000000119,0,0,1,0,,,,,,
OPSUMIT,warnings and precautions,fetal harm,fetal harm,1,0,0,1,0,,,,,,
OPSUMIT,warnings and precautions,embryo-fetal toxicity,fetal harm,0.7870016098,0,0,1,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,elevated aminotransferases,elevated aminotransferases,0.9999997616,0,0,0,0,,,,,,
OPSUMIT,warnings and precautions,liver enzyme tests,liver failure,0.7031424046,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,hepatic adverse events,hepatic adverse events,1.000000119,0,0,0,0,,,,,,
OPSUMIT,warnings and precautions,symptoms suggesting hepatic injury,hepatic adverse events,0.7097612619,0,0,0,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,nausea,liver failure,0.6641024947,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,vomiting,liver failure,0.6552433372,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,right upper quadrant pain,elevated aminotransferases,0.5179841518,0,0,0,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,fatigue,liver failure,0.6580195427,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,anorexia,liver failure,0.6383327246,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,jaundice,liver failure,0.6808060408,0,0,1,0,0,1,0,1,0,0
OPSUMIT,warnings and precautions,dark urine,decrease in hemoglobin,0.5919958353,0,0,0,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,fever,liver failure,0.6233418584,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,itching,elevations of aminotransferases,0.6039555073,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,clinically relevant aminotransferase elevations,elevations of aminotransferases,0.9332543015,0,0,1,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,increase in bilirubin,elevations of aminotransferases,0.747680068,0,0,1,0,0,0,1,0,0,0
OPSUMIT,warnings and precautions,clinical symptoms of hepatotoxicity,hepatotoxicity,0.7725120187,0,0,1,1,0,1,0,1,0,0
OPSUMIT,warnings and precautions,hemoglobin decrease,decrease in hemoglobin,0.9756113291,0,0,0,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,hematocrit,decreases in hematocrit,0.8170207739,1,0,0,0,0,1,0,1,0,0
OPSUMIT,warnings and precautions,mean decrease in hemoglobin,decrease in hemoglobin,0.9391496181,0,0,0,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,decrease in hemoglobin to below 100 g/dl,decrease in hemoglobin,0.9002973437,0,0,0,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,severe anemia,decreases in hemoglobin concentration,0.6718062162,0,0,0,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,pulmonary edema with pulmonary veno-occlusive disease (pvod),pulmonary edema,0.7698093653,0,0,0,1,1,1,0,0,0,1
OPSUMIT,warnings and precautions,decreased sperm counts,decreases in sperm count,0.9538012743,0,0,1,0,1,1,0,0,0,1
OPSUMIT,warnings and precautions,adverse effects on spermatogenesis,adverse effects on spermatogenesis,1.000000238,0,0,1,0,,,,,,
OPSUMIT,warnings and precautions,effects on fertility,adverse effects on spermatogenesis,0.7558411956,0,0,1,0,0,1,0,1,0,0
ASCLERA,adverse reactions,mild local reactions at the site of injection,local reactions at the site of injection,0.9454718828,0,0,0,0,1,1,0,0,0,1
ASCLERA,adverse reactions,injection site haematoma,injection site haematoma,0.9999998808,0,0,0,1,,,,,,
ASCLERA,adverse reactions,injection site irritation,injection site irritation,1.000000119,0,0,0,1,,,,,,
ASCLERA,adverse reactions,injection site discoloration,injection site discoloration,1.000000119,0,0,0,1,,,,,,
ASCLERA,adverse reactions,injection site pain,injection site pain,1.000000119,0,0,0,1,,,,,,
ASCLERA,adverse reactions,injection site pruritus,injection site pruritus,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,injection site warmth,injection site warmth,0.9999999404,0,0,0,1,,,,,,
ASCLERA,adverse reactions,neovascularisation,neovascularisation,0.9999997616,0,0,0,1,,,,,,
ASCLERA,adverse reactions,injection site thrombosis,injection site thrombosis,1.000000238,0,0,0,1,,,,,,
ASCLERA,adverse reactions,anaphylactic shock,anaphylactic shock,1.000000119,0,0,0,1,,,,,,
ASCLERA,adverse reactions,angioedema,angioedema,1.000000238,0,0,0,1,,,,,,
ASCLERA,adverse reactions,urticaria generalized,urticaria generalized,0.9999998808,0,0,0,0,,,,,,
ASCLERA,adverse reactions,asthma,asthma,1.000000238,0,0,0,1,,,,,,
ASCLERA,adverse reactions,cerebrovascular accident,cerebrovascular accident,0.9999998212,0,0,0,1,,,,,,
ASCLERA,adverse reactions,migraine,migraine,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,paresthesia (local),paresthesia local,0.9571577311,1,0,0,0,1,1,0,0,0,1
ASCLERA,adverse reactions,loss of consciousness,loss of consciousness,0.9999998212,0,0,0,1,,,,,,
ASCLERA,adverse reactions,confusional state,confusional state,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,dizziness,dizziness,0.9999998808,0,0,0,1,,,,,,
ASCLERA,adverse reactions,cardiac arrest,cardiac arrest,1.000000238,0,0,0,1,,,,,,
ASCLERA,adverse reactions,palpitations,palpitations,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,deep vein thrombosis,deep vein thrombosis,0.9999999404,0,1,0,1,,,,,,
ASCLERA,adverse reactions,pulmonary embolism,pulmonary embolism,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,syncope vasovagal,syncope vasovagal,1.000000119,0,0,0,1,,,,,,
ASCLERA,adverse reactions,circulatory collapse,circulatory collapse,0.9999999404,0,0,0,1,,,,,,
ASCLERA,adverse reactions,vasculitis,vasculitis,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,dyspnea,dyspnea,0.9999999404,0,0,0,1,,,,,,
ASCLERA,adverse reactions,skin hyperpigmentation,skin hyperpigmentation,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,dermatitis allergic,dermatitis allergic,0.9999999404,0,0,0,1,,,,,,
ASCLERA,adverse reactions,hypertrichosis,hypertrichosis in the area of sclerotherapy,0.8288597465,1,0,0,0,1,1,0,0,0,1
ASCLERA,adverse reactions,injection site necrosis,injection site necrosis,1.000000119,0,0,0,1,,,,,,
ASCLERA,adverse reactions,pyrexia,pyrexia,0.9999998808,0,0,0,1,,,,,,
ASCLERA,adverse reactions,hot flush,hot flush,1,0,0,0,1,,,,,,
ASCLERA,adverse reactions,nerve injury,nerve injury,1.000000119,0,0,0,1,,,,,,
ASCLERA,warnings and precautions,anaphylaxis,anaphylactic reactions,0.8610984683,0,0,0,0,1,1,0,0,0,1
ASCLERA,warnings and precautions,severe allergic reactions,allergic reactions,0.8378603458,0,0,0,0,1,1,0,0,0,1
ASCLERA,warnings and precautions,anaphylactic reactions,anaphylactic reactions,1.000000119,0,0,0,0,,,,,,
ASCLERA,warnings and precautions,tissue necrosis,local tissue necrosis,0.9081661701,1,0,0,0,1,1,0,0,0,1
ASCLERA,warnings and precautions,severe necrosis,local tissue necrosis,0.8040949106,1,0,0,0,1,1,0,0,0,1
ASCLERA,warnings and precautions,ischemia,local tissue necrosis,0.6288719177,1,0,0,0,0,0,1,0,0,0
ASCLERA,warnings and precautions,gangrene,fatal,0.7019922733,0,0,0,0,0,0,1,0,0,0
ASCLERA,warnings and precautions,pain,fatal,0.6445826292,0,0,0,0,0,0,1,0,0,0
KYNAMRO,adverse reactions,risk of hepatotoxicity,hepatotoxicity,0.834249258,0,0,1,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,injection site reactions,injection site reactions,1.000000238,0,0,0,0,,,,,,
KYNAMRO,adverse reactions,flu-like symptoms,flu-like symptoms,0.9999998808,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,nausea,nausea,0.9999998808,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,headache,headache,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,elevations in serum transaminases,elevations in serum transaminases,0.9999998808,0,0,0,0,,,,,,
KYNAMRO,adverse reactions,alt increased,elevated alt levels,0.8232229352,0,0,0,0,1,1,0,0,0,1
KYNAMRO,adverse reactions,alanine aminotransferase increased,alanine aminotransferase increased,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,aspartate aminotransferase increased,aspartate aminotransferase increased,1.000000119,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,liver function test abnormal,liver function test abnormal,0.9999999404,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,treatment discontinuation,pruritus at previous injection sites,0.596750021,0,0,0,0,0,0,1,0,0,0
KYNAMRO,adverse reactions,angina pectoris,angina pectoris,1.000000119,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,palpitations,palpitations,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,vomiting,vomiting,1.000000119,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,abdominal pain,abdominal pain,0.9999998808,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,fatigue,fatigue,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,influenza like illness,influenza like illness,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,pyrexia,pyrexia,0.9999998808,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,chills,chills,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,edema peripheral,edema peripheral,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,hepatic steatosis,hepatic steatosis,1.000000119,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,pain in extremity,pain in extremity,0.999999702,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,musculoskeletal pain,musculoskeletal pain,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,insomnia,insomnia,0.9999998212,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,hypertension,hypertension,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,neoplasms (benign and malignant),neoplasms benign,0.8730249405,1,0,0,0,1,1,0,0,0,1
KYNAMRO,adverse reactions,proteinuria,proteinuria,0.9999999404,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,hypersensitivity reaction with angioedema,angioedema,0.836286664,0,0,0,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,glomerular nephritis,glomerular nephritis,0.9999998808,0,0,0,0,,,,,,
KYNAMRO,adverse reactions,platelet count decrease,change in platelet count -23.8 * 10 3 /ul,0.7967182994,1,0,0,0,1,1,0,0,0,1
KYNAMRO,adverse reactions,transaminase elevations,transaminase elevations,1.000000238,0,0,0,0,,,,,,
KYNAMRO,adverse reactions,erythema,injection site erythema,0.7671458721,1,0,0,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,pain,musculoskeletal pain,0.8281086683,0,0,0,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,hematoma,injection site hematoma,0.7636438012,1,0,0,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,pruritus,injection site pruritus,0.7746272683,1,0,0,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,swelling,injection site swelling,0.7804408669,1,0,0,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,discoloration,injection site discoloration,0.7839389443,1,0,0,1,1,1,0,0,0,1
KYNAMRO,adverse reactions,recall reactions,injection site recall reactions,0.8339635134,1,0,0,0,1,1,0,0,0,1
KYNAMRO,adverse reactions,myalgia,myalgia,0.9999999404,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,arthralgia,arthralgia,1,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,malaise,malaise,1.000000238,0,0,0,1,,,,,,
KYNAMRO,adverse reactions,immunogenicity,hypersensitivity reaction,0.6182259917,0,0,0,1,0,0,1,0,0,0
KYNAMRO,adverse reactions,anti-kynamro antibodies,hypersensitivity reaction,0.579980135,0,0,0,1,0,0,1,0,0,0
KYNAMRO,adverse reactions,idiopathic thrombocytopenic purpura,idiopathic thrombocytopenic purpura,0.9999998808,0,0,0,1,,,,,,
KYNAMRO,boxed warnings,elevations in transaminases,elevations in transaminases,1,0,0,1,0,,,,,,
KYNAMRO,boxed warnings,elevation in alanine aminotransferase (alt) >= 3x upper limit of normal (uln),elevation in alanine aminotransferase,0.8753705025,0,0,0,0,1,1,0,0,0,1
KYNAMRO,boxed warnings,increases hepatic fat,increases hepatic fat,0.9999998808,0,0,0,0,,,,,,
KYNAMRO,boxed warnings,hepatic steatosis,hepatic steatosis,1.000000119,0,0,0,1,,,,,,
KYNAMRO,boxed warnings,risk factor for advanced liver disease,progressive liver disease,0.7176195383,0,0,1,0,1,1,0,0,0,1
KYNAMRO,boxed warnings,steatohepatitis,steatohepatitis,0.9999998808,0,0,1,1,,,,,,
KYNAMRO,boxed warnings,cirrhosis,cirrhosis,0.9999999404,0,0,1,0,,,,,,
KYNAMRO,boxed warnings,clinically significant liver toxicity,hepatotoxicity,0.7411971092,0,0,1,1,1,1,0,0,0,1
KYNAMRO,warnings and precautions,erythema,injection site erythema,0.7671458721,1,0,0,1,1,1,0,0,0,1
KYNAMRO,warnings and precautions,pain,myalgia,0.7505105734,0,0,0,1,1,1,0,0,0,1
KYNAMRO,warnings and precautions,tenderness,injection site tenderness,0.7213246226,1,0,0,1,1,1,0,0,0,1
KYNAMRO,warnings and precautions,pruritus,injection site pruritus,0.7746272683,1,0,0,1,1,1,0,0,0,1
KYNAMRO,warnings and precautions,local swelling,injection site local swelling,0.8501012325,1,0,0,0,1,1,0,0,0,1
KYNAMRO,warnings and precautions,influenza-like illness,influenza-like illness,0.9999998808,0,0,0,0,,,,,,
KYNAMRO,warnings and precautions,pyrexia,pyrexia,0.9999998808,0,0,0,1,,,,,,
KYNAMRO,warnings and precautions,chills,chills,1,0,0,0,1,,,,,,
KYNAMRO,warnings and precautions,myalgia,myalgia,0.9999999404,0,0,0,1,,,,,,
KYNAMRO,warnings and precautions,arthralgia,arthralgia,1,0,0,0,1,,,,,,
KYNAMRO,warnings and precautions,malaise,malaise,1.000000238,0,0,0,1,,,,,,
KYNAMRO,warnings and precautions,fatigue,fatigue,1,0,0,0,1,,,,,,
KYNAMRO,warnings and precautions,elevations in transaminases,elevations in transaminases,1,0,0,1,0,,,,,,
KYNAMRO,warnings and precautions,hepatic steatosis,hepatic steatosis,1.000000119,1,0,1,1,,,,,,
KYNAMRO,warnings and precautions,steatohepatitis,steatohepatitis,0.9999998808,0,0,1,1,,,,,,
KYNAMRO,warnings and precautions,cirrhosis,cirrhosis,0.9999999404,0,0,1,0,,,,,,
KYNAMRO,warnings and precautions,nausea,fatigue,0.7079747319,0,0,0,1,0,0,1,0,0,0
KYNAMRO,warnings and precautions,vomiting,chills,0.6399515867,0,0,0,1,0,0,1,0,0,0
KYNAMRO,warnings and precautions,abdominal pain,myalgia,0.6183792353,0,0,0,1,0,0,1,0,0,0
KYNAMRO,warnings and precautions,fever,pyrexia,0.7324533463,0,0,0,1,1,1,0,0,0,1
KYNAMRO,warnings and precautions,jaundice,cirrhosis,0.7177015543,0,0,1,0,0,0,1,0,0,0
KYNAMRO,warnings and precautions,lethargy,fatigue,0.7633578777,0,0,0,1,1,1,0,0,0,1
KYNAMRO,warnings and precautions,liver injury,cirrhosis,0.7901765108,0,0,1,0,1,1,0,0,0,1
KYNAMRO,warnings and precautions,increases in bilirubin >= 2x uln,increases in transaminases,0.7793270946,0,0,0,0,0,0,1,0,0,0
KYNAMRO,warnings and precautions,active liver disease,cirrhosis,0.7465979457,0,0,1,0,0,1,0,1,0,0
XARELTO,adverse reactions,increased risk of stroke after discontinuation in nonvalvular atrial fibrillation,hemorrhagic strokes,0.6134839058,0,0,0,0,0,1,0,1,0,0
XARELTO,adverse reactions,bleeding risk,bleeding complications,0.819889307,0,0,0,0,1,1,0,0,0,1
XARELTO,adverse reactions,spinal/epidural hematoma,epidural hematoma,0.9064314961,0,0,0,1,1,1,0,0,0,1
XARELTO,adverse reactions,bleeding,bleeding,0.9999998808,0,0,1,1,,,,,,
XARELTO,adverse reactions,hemorrhage,cerebral hemorrhage,0.8453872204,0,0,0,1,1,1,0,0,0,1
XARELTO,adverse reactions,major bleeding,major bleeding,1,0,0,0,0,,,,,,
XARELTO,adverse reactions,bleeding into a critical organ,bleeding into a critical organ,1,0,0,0,0,,,,,,
XARELTO,adverse reactions,fatal bleeding,bleeding,0.8432984948,0,0,1,1,1,1,0,0,0,1
XARELTO,adverse reactions,bleeding resulting in transfusion of >=2 units of whole blood or packed red blood cells,bleeding,0.7410000563,0,0,1,1,1,1,0,0,0,1
XARELTO,adverse reactions,gastrointestinal bleeding,gastrointestinal bleeding,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,intracranial,bleeding intracranial,0.828332901,1,0,0,1,1,1,0,0,0,1
XARELTO,adverse reactions,non-fatal critical organ bleeding,critical organ bleeding,0.8885415792,0,0,0,0,1,1,0,0,0,1
XARELTO,adverse reactions,non-fatal non-critical organ bleeding,critical organ bleeding,0.824624002,0,0,0,0,1,1,0,0,0,1
XARELTO,adverse reactions,decrease in hb >= 2g/dl,decrease in hb,0.8945867419,0,0,0,0,1,1,0,0,0,1
XARELTO,adverse reactions,transfusion of >=2 units of whole blood or packed red blood cells,bleeding,0.6070311069,0,0,1,1,0,0,1,0,0,0
XARELTO,adverse reactions,clinically relevant non-major bleeding,major bleeding,0.7479037046,0,0,0,0,0,0,1,0,0,0
XARELTO,adverse reactions,any bleeding,bleeding,0.867566824,0,0,1,1,1,1,0,0,0,1
XARELTO,adverse reactions,menorrhagia,menorrhagia,0.9999998808,0,0,0,1,,,,,,
XARELTO,adverse reactions,major bleeding event,major bleeding event,1,0,0,0,0,,,,,,
XARELTO,adverse reactions,extra-surgical site bleeding requiring transfusion of >2 units of whole blood or packed cells,extra-surgical site bleeding,0.8313997984,0,0,0,0,1,1,0,0,0,1
XARELTO,adverse reactions,bleeding that required re-operation,bleeding,0.7754452229,0,0,1,1,1,1,0,0,0,1
XARELTO,adverse reactions,abdominal pain upper,abdominal pain upper,1.000000119,0,0,0,1,,,,,,
XARELTO,adverse reactions,dyspepsia,dyspepsia,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,toothache,toothache,1.000000119,0,0,0,1,,,,,,
XARELTO,adverse reactions,fatigue,fatigue,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,sinusitis,sinusitis,0.9999997616,0,0,0,1,,,,,,
XARELTO,adverse reactions,urinary tract infection,urinary tract infection,0.9999997616,0,0,0,1,,,,,,
XARELTO,adverse reactions,back pain,back pain,1.000000119,0,0,0,1,,,,,,
XARELTO,adverse reactions,osteoarthritis,osteoarthritis,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,oropharyngeal pain,oropharyngeal pain,1.000000238,0,0,0,1,,,,,,
XARELTO,adverse reactions,wound secretion,wound secretion,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,pain in extremity,pain in extremity,0.999999702,0,0,0,1,,,,,,
XARELTO,adverse reactions,muscle spasm,muscle spasm,1.000000119,0,0,0,1,,,,,,
XARELTO,adverse reactions,syncope,syncope,0.9999998808,0,0,0,1,,,,,,
XARELTO,adverse reactions,pruritus,pruritus,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,blister,blister,0.9999999404,0,0,0,1,,,,,,
XARELTO,adverse reactions,pulmonary hemorrhage,pulmonary hemorrhage,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,pulmonary hemorrhage with bronchiectasis,bronchiectasis,0.7649747133,0,0,0,1,1,1,0,0,0,1
XARELTO,adverse reactions,agranulocytosis,agranulocytosis,0.9999999404,0,0,0,1,,,,,,
XARELTO,adverse reactions,thrombocytopenia,thrombocytopenia,1.000000238,0,0,0,1,,,,,,
XARELTO,adverse reactions,retroperitoneal hemorrhage,retroperitoneal hemorrhage,0.9999999404,0,0,0,1,,,,,,
XARELTO,adverse reactions,jaundice,jaundice,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,cholestasis,cholestasis,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,hepatitis,hepatitis,1.000000119,0,0,0,1,,,,,,
XARELTO,adverse reactions,hepatocellular injury,hepatocellular injury,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,hypersensitivity,hypersensitivity,1.000000238,0,0,0,1,,,,,,
XARELTO,adverse reactions,anaphylactic reaction,anaphylactic reaction,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,anaphylactic shock,anaphylactic shock,1.000000119,0,0,0,1,,,,,,
XARELTO,adverse reactions,angioedema,angioedema,1.000000238,0,0,0,1,,,,,,
XARELTO,adverse reactions,cerebral hemorrhage,cerebral hemorrhage,1.000000238,0,0,0,1,,,,,,
XARELTO,adverse reactions,subdural hematoma,subdural hematoma,1,0,0,0,1,,,,,,
XARELTO,adverse reactions,epidural hematoma,epidural hematoma,0.9999999404,0,0,0,1,,,,,,
XARELTO,adverse reactions,hemiparesis,hemiparesis,0.9999999404,0,0,0,1,,,,,,
XARELTO,adverse reactions,stevens-johnson syndrome,stevens-johnson syndrome,1.000000238,0,0,0,1,,,,,,
XARELTO,boxed warnings,thrombotic events,hematomas,0.6179839969,0,0,0,0,0,0,1,0,0,0
XARELTO,boxed warnings,spinal/epidural hematoma,epidural hematoma,0.9064314961,0,0,0,1,1,1,0,0,0,1
XARELTO,boxed warnings,long-term or permanent paralysis,paralysis,0.8241658211,0,0,1,1,1,1,0,0,0,1
XARELTO,boxed warnings,neurological impairment,paralysis,0.6808382869,0,0,1,1,0,0,1,0,0,0
XARELTO,warnings and precautions,serious and fatal bleeding,bleeding,0.8269487619,0,0,1,1,1,1,0,0,0,1
XARELTO,warnings and precautions,obstetric hemorrhage,pregnancy-related hemorrhage,0.8329844475,0,0,0,0,1,1,0,0,0,1
XARELTO,warnings and precautions,thrombotic events,bleeding,0.6536176205,0,0,1,1,0,0,1,0,0,0
XARELTO,warnings and precautions,stroke,bleeding,0.7061148286,0,0,1,1,0,0,1,0,0,0
XARELTO,warnings and precautions,blood loss,bleeding,0.8286235332,0,0,1,1,1,1,0,0,0,1
XARELTO,warnings and precautions,active pathological hemorrhage,bleeding,0.7013909817,0,0,1,1,1,1,0,0,0,1
XARELTO,warnings and precautions,bleeding,bleeding,0.9999998808,0,0,1,1,,,,,,
XARELTO,warnings and precautions,epidural or spinal hematoma,epidural hematoma,0.9179845452,1,0,0,1,1,1,0,0,0,1
,,,,,0,0,1,1,,,46,10,2,122
